epoch,train_loss,val_loss
1,10.4044,8.6956
2,7.6407,6.5902
3,5.7986,5.0310
4,4.4339,3.8612
5,3.4098,2.9797
6,2.6379,2.3141
7,2.0551,1.8112
8,1.6157,1.4315
9,1.2833,1.1444
10,1.0317,0.9271
11,0.8411,0.7625
12,0.6969,0.6377
13,0.5874,0.5431
14,0.5046,0.4713
15,0.4415,0.4169
16,0.3938,0.3757
17,0.3577,0.3444
18,0.3304,0.3208
19,0.3095,0.3028
20,0.2938,0.2893
21,0.2820,0.2790
22,0.2731,0.2712
23,0.2661,0.2653
24,0.2610,0.2609
25,0.2571,0.2575
26,0.2541,0.2549
27,0.2519,0.2530
28,0.2502,0.2515
29,0.2489,0.2504
30,0.2479,0.2496
31,0.2472,0.2489
32,0.2466,0.2485
33,0.2462,0.2481
34,0.2459,0.2478
35,0.2456,0.2476
36,0.2454,0.2474
37,0.2453,0.2473
38,0.2452,0.2472
39,0.2451,0.2471
40,0.2450,0.2470
41,0.2450,0.2470
42,0.2449,0.2470
43,0.2449,0.2469
44,0.2448,0.2469
45,0.2448,0.2469
46,0.2448,0.2469
47,0.2448,0.2468
48,0.2448,0.2468
49,0.2448,0.2468
50,0.2447,0.2468
51,0.2447,0.2468
52,0.2447,0.2468
53,0.2447,0.2467
54,0.2447,0.2467
55,0.2447,0.2467
56,0.2447,0.2467
57,0.2447,0.2467
58,0.2446,0.2467
59,0.2446,0.2467
60,0.2446,0.2467
61,0.2446,0.2467
62,0.2446,0.2466
63,0.2446,0.2466
64,0.2446,0.2466
65,0.2446,0.2466
66,0.2446,0.2466
67,0.2445,0.2466
68,0.2445,0.2466
69,0.2445,0.2466
70,0.2445,0.2466
71,0.2445,0.2465
72,0.2445,0.2465
73,0.2445,0.2465
74,0.2445,0.2465
75,0.2445,0.2465
76,0.2444,0.2465
77,0.2444,0.2465
78,0.2444,0.2465
79,0.2444,0.2465
80,0.2444,0.2465
81,0.2444,0.2464
82,0.2444,0.2464
83,0.2444,0.2464
84,0.2444,0.2464
85,0.2443,0.2464
86,0.2443,0.2464
87,0.2443,0.2464
88,0.2443,0.2464
89,0.2443,0.2464
90,0.2443,0.2463
91,0.2443,0.2463
92,0.2443,0.2463
93,0.2443,0.2463
94,0.2442,0.2463
95,0.2442,0.2463
96,0.2442,0.2463
97,0.2442,0.2463
98,0.2442,0.2463
99,0.2442,0.2463
100,0.2442,0.2462
101,0.2442,0.2462
102,0.2442,0.2462
103,0.2442,0.2462
104,0.2441,0.2462
105,0.2441,0.2462
106,0.2441,0.2462
107,0.2441,0.2462
108,0.2441,0.2462
109,0.2441,0.2461
110,0.2441,0.2461
111,0.2441,0.2461
112,0.2441,0.2461
113,0.2440,0.2461
114,0.2440,0.2461
115,0.2440,0.2461
116,0.2440,0.2461
117,0.2440,0.2461
118,0.2440,0.2461
119,0.2440,0.2460
120,0.2440,0.2460
121,0.2440,0.2460
122,0.2440,0.2460
123,0.2439,0.2460
124,0.2439,0.2460
125,0.2439,0.2460
126,0.2439,0.2460
127,0.2439,0.2460
128,0.2439,0.2459
129,0.2439,0.2459
130,0.2439,0.2459
131,0.2439,0.2459
132,0.2439,0.2459
133,0.2438,0.2459
134,0.2438,0.2459
135,0.2438,0.2459
136,0.2438,0.2459
137,0.2438,0.2459
138,0.2438,0.2458
139,0.2438,0.2458
140,0.2438,0.2458
141,0.2438,0.2458
142,0.2437,0.2458
143,0.2437,0.2458
144,0.2437,0.2458
145,0.2437,0.2458
146,0.2437,0.2458
147,0.2437,0.2458
148,0.2437,0.2457
149,0.2437,0.2457
150,0.2437,0.2457
151,0.2437,0.2457
152,0.2436,0.2457
153,0.2436,0.2457
154,0.2436,0.2457
155,0.2436,0.2457
156,0.2436,0.2457
157,0.2436,0.2457
158,0.2436,0.2456
159,0.2436,0.2456
160,0.2436,0.2456
161,0.2436,0.2456
162,0.2435,0.2456
163,0.2435,0.2456
164,0.2435,0.2456
165,0.2435,0.2456
166,0.2435,0.2456
167,0.2435,0.2455
168,0.2435,0.2455
169,0.2435,0.2455
170,0.2435,0.2455
171,0.2435,0.2455
172,0.2434,0.2455
173,0.2434,0.2455
174,0.2434,0.2455
175,0.2434,0.2455
176,0.2434,0.2455
177,0.2434,0.2454
178,0.2434,0.2454
179,0.2434,0.2454
180,0.2434,0.2454
181,0.2434,0.2454
182,0.2433,0.2454
183,0.2433,0.2454
184,0.2433,0.2454
185,0.2433,0.2454
186,0.2433,0.2454
187,0.2433,0.2453
188,0.2433,0.2453
189,0.2433,0.2453
190,0.2433,0.2453
191,0.2432,0.2453
192,0.2432,0.2453
