epoch,train_loss,val_loss
1,21.7037,17.3029
2,17.3971,15.5882
3,15.7525,14.0706
4,14.4803,12.8869
5,13.5667,11.9990
6,12.8504,11.3101
7,12.2885,10.7653
8,11.8750,10.3244
9,11.5182,9.9656
10,11.2495,9.6740
11,11.0200,9.4368
12,10.8435,9.2366
13,10.6658,9.0727
14,10.5367,8.9338
15,10.4367,8.8169
16,10.3527,8.7212
17,10.2665,8.6360
18,10.2164,8.5628
19,10.1542,8.5032
20,10.0961,8.4495
21,10.0431,8.4016
22,9.9989,8.3608
23,9.9491,8.3226
24,9.9277,8.2900
25,9.9154,8.2616
26,9.8797,8.2325
27,9.8886,8.2138
28,9.8752,8.1919
29,9.8371,8.1686
30,9.8367,8.1490
31,9.7808,8.1305
32,9.7536,8.1142
33,9.7666,8.1045
34,9.7760,8.0878
35,9.7512,8.0807
36,9.7312,8.0677
37,9.7267,8.0516
38,9.7097,8.0448
39,9.7013,8.0333
40,9.6793,8.0235
41,9.6520,8.0117
42,9.6490,7.9997
43,9.6655,7.9937
44,9.6692,7.9884
45,9.6481,7.9816
46,9.6344,7.9769
47,9.6387,7.9669
48,9.5929,7.9596
49,9.5940,7.9528
50,9.6035,7.9487
51,9.5684,7.9398
52,9.6136,7.9350
53,9.5661,7.9312
54,9.5628,7.9238
55,9.5977,7.9211
56,9.5501,7.9141
57,9.5306,7.9057
58,9.5514,7.9046
59,9.5704,7.9000
60,9.5256,7.8935
61,9.5633,7.8934
62,9.5321,7.8862
63,9.5236,7.8828
64,9.5204,7.8783
65,9.5477,7.8760
66,9.5036,7.8680
67,9.4814,7.8627
68,9.4964,7.8587
69,9.4807,7.8530
70,9.4999,7.8525
71,9.4785,7.8515
72,9.4776,7.8463
73,9.4651,7.8377
74,9.4763,7.8357
75,9.4618,7.8335
76,9.4627,7.8316
77,9.4789,7.8275
78,9.4233,7.8181
79,9.4374,7.8154
80,9.4449,7.8158
81,9.4390,7.8089
82,9.4453,7.8082
83,9.4323,7.8051
84,9.4363,7.8040
85,9.4460,7.8011
86,9.4081,7.7938
87,9.4105,7.7906
88,9.4046,7.7858
89,9.3741,7.7823
90,9.3848,7.7770
91,9.3699,7.7758
92,9.3889,7.7720
93,9.3659,7.7691
94,9.3695,7.7618
95,9.3788,7.7628
96,9.3789,7.7629
97,9.3708,7.7593
98,9.3878,7.7571
99,9.3604,7.7518
100,9.3828,7.7513
101,9.3595,7.7469
102,9.3513,7.7440
103,9.3345,7.7383
104,9.3367,7.7400
105,9.3261,7.7335
106,9.3117,7.7320
107,9.3237,7.7283
108,9.3320,7.7264
109,9.3412,7.7274
110,9.2904,7.7206
111,9.2866,7.7160
112,9.3122,7.7179
113,9.3314,7.7118
114,9.3313,7.7139
115,9.3313,7.7130
116,9.2890,7.7050
117,9.3095,7.7035
118,9.3015,7.7047
119,9.2673,7.6988
120,9.2851,7.6979
121,9.3010,7.6923
122,9.2639,7.6934
123,9.2675,7.6885
124,9.2578,7.6861
125,9.2519,7.6831
126,9.2583,7.6810
127,9.2562,7.6784
128,9.2769,7.6791
129,9.2315,7.6728
130,9.2440,7.6742
131,9.2635,7.6726
132,9.2597,7.6690
133,9.2287,7.6633
134,9.2249,7.6623
135,9.2310,7.6596
136,9.2325,7.6585
137,9.2042,7.6544
138,9.2039,7.6505
139,9.2447,7.6555
140,9.2197,7.6520
141,9.2317,7.6508
142,9.2053,7.6473
143,9.2245,7.6446
144,9.2085,7.6435
145,9.1561,7.6416
146,9.2011,7.6365
147,9.1895,7.6360
148,9.1796,7.6339
149,9.1673,7.6287
150,9.1860,7.6305
151,9.1630,7.6287
152,9.1841,7.6280
153,9.1659,7.6262
154,9.1798,7.6247
155,9.1858,7.6251
156,9.1769,7.6227
157,9.1558,7.6202
158,9.1781,7.6181
159,9.1481,7.6141
160,9.1534,7.6123
161,9.1671,7.6141
162,9.1137,7.6096
163,9.1502,7.6121
164,9.1601,7.6100
165,9.1275,7.6038
166,9.1443,7.6050
167,9.1377,7.6011
168,9.1264,7.5989
169,9.1361,7.6006
170,9.1592,7.5982
171,9.1208,7.5990
172,9.1395,7.5967
173,9.1623,7.5980
174,9.1078,7.5920
175,9.1414,7.5959
176,9.1219,7.5907
177,9.1202,7.5908
178,9.0874,7.5829
179,9.1203,7.5869
180,9.1386,7.5862
181,9.1117,7.5868
182,9.1138,7.5840
183,9.1125,7.5812
184,9.0779,7.5783
185,9.1008,7.5801
186,9.0988,7.5766
187,9.1045,7.5753
188,9.1173,7.5752
189,9.0722,7.5724
190,9.0965,7.5722
191,9.0915,7.5721
192,9.1123,7.5681
193,9.0769,7.5665
194,9.0964,7.5679
195,9.0818,7.5661
196,9.0899,7.5671
197,9.0600,7.5643
198,9.0566,7.5591
199,9.0579,7.5605
200,9.0531,7.5568
201,9.0683,7.5588
202,9.0570,7.5553
203,9.0970,7.5587
204,9.0966,7.5593
205,9.0775,7.5558
206,9.0604,7.5533
207,9.0503,7.5516
208,9.0551,7.5485
209,9.0452,7.5474
210,9.0551,7.5436
211,9.0657,7.5475
212,9.0554,7.5447
213,9.0523,7.5466
214,9.0641,7.5480
215,9.0762,7.5451
216,9.0449,7.5414
