hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64, 32)",83,0.0007949481727942,0.0889867087174694,0.0016505096316511,0.999,0.8848983496844804
"(64, 32)",83,6.740624800361188e-05,0.0893413809466338,0.000118952711499,0.999,0.8707697569512917
"(64,)",84,0.001501911639718,0.0942857163987441,0.0024421767791097,0.999,0.8697074498847139
"(64, 32)",83,0.0,0.0863833166096819,0.0001,0.999,0.8666128594155302
"(64, 32)",98,0.35813869249226116,0.0897001150623708,0.0803782026057575,0.7691394188137637,-1.0
"(64, 32)",64,0.23177575542253806,0.0657983809401665,0.1,0.9877175717670383,0.7523578407763603
"(64,)",148,0.2926326353502583,0.08891939568684874,0.0014077351538202595,0.001,0.6947414502525675
"(64, 32)",64,0.20046337290886287,0.045763285217936565,0.032199556942454896,0.2815768687843513,-1.0
"(64,)",150,0.0,0.1,0.0001,0.5253836926887588,-1.0
"(64,)",150,0.4,0.02,0.0001,0.999,0.8141128309732568
"(64, 32)",95,0.0,0.04185176080426088,0.048355774654938205,0.07218954656846267,-1.0
"(64,)",64,0.0,0.1,0.0001,0.8954977710856425,0.7138947261388287
"(64, 32)",64,0.1851654834043827,0.09261489306952385,0.1,0.9295691274878478,0.7262251035298757
"(64,)",68,0.4,0.02,0.1,0.40203037248567036,0.6785888697798947
"(64, 32)",143,0.4,0.02,0.07686750673637238,0.6476929583967368,0.662379558822414
"(64,)",146,0.4,0.1,0.06592394256486012,0.17868419867186885,0.6950753743951277
"(64, 32)",149,0.0,0.037250201717932425,0.049467545101383806,0.44362260299884293,0.6707427367914081
"(64, 32)",64,0.07196872489674976,0.09578039649947646,0.00997468524446367,0.9989482332842269,0.7201513626693263
"(64, 32)",95,0.0,0.07790514636073875,0.0040191490898467165,0.9984028857418853,0.8029432064681523
"(64, 32)",80,0.0,0.0843938989065707,0.0028399268808811363,0.999,0.8369378977177919
"(64,)",105,0.0,0.09131667101469836,0.007828316878611146,0.9932137890799998,-1.0
"(64,)",150,0.35311655768787387,0.034985795725430174,0.057313085059290454,0.999,0.7497665955925853
"(64, 32)",139,0.4,0.1,0.024654164622969797,0.001,-1.0
"(64, 32)",150,0.24125282063243186,0.1,0.08761987321886394,0.9743485929681995,0.7473586253090727
"(64, 32)",71,0.07972640037175585,0.06308056689710585,0.07084948958512739,0.9487702377205597,-1.0
"(64, 32)",92,0.0018654575435184712,0.09029847941197527,0.002603709470441393,0.7214109886275906,-1.0
"(64, 32)",69,0.015753347553227205,0.02851999011547282,0.05921224439899907,0.9141499738214639,-1.0
"(64, 32)",146,0.08536084490347082,0.02830976292593756,0.1,0.35307874512553167,0.6579172742252324
"(64, 32)",150,0.29027862931389614,0.02574449339709452,0.0001,0.30541263745552744,-1.0
"(64,)",83,0.004870335393581841,0.06251289024600272,0.013066050982435816,0.999,0.7776053715129773
"(64, 32)",109,0.15096802803867726,0.1,0.08972835513967922,0.9836213693821232,0.7502878595103377
"(64, 32)",126,0.29414539422607133,0.050754124114753454,0.0001,0.9783069692459978,0.7135023294222047
"(64, 32)",92,0.0,0.1,0.04125250274083876,0.999,0.7495311409712847
"(64,)",79,0.0810476722273794,0.04362188958806544,0.03693992581682998,0.8827116595419418,0.6721379369681295
"(64, 32)",99,0.0,0.1,0.0001,0.9877529279327604,0.7071590032120807
"(64,)",76,0.2761400541990621,0.060033725557253545,0.0324113704523994,0.16532408908443497,0.7068620895779925
"(64, 32)",148,0.04059510457637363,0.04277376290132623,0.068926673237166,0.45768770414391574,-1.0
"(64, 32)",103,0.0,0.035385865802152555,0.04204437262312488,0.4382588250641309,-1.0
"(64,)",92,1.1663641237170548e-06,0.1,0.08123923240367532,0.9872175684189279,-1.0
"(64, 32)",148,0.010471414135433597,0.03775129201058801,0.0893338537953528,0.44607486543397173,-1.0
"(64, 32)",138,0.3666028545608513,0.05813252480115817,0.0003159446222163214,0.9913765905272398,0.7114739568322133
"(64,)",89,0.033259855115153496,0.09763606070293868,0.0001,0.9868192775495591,0.71107519615688
"(64, 32)",83,0.008410384769132076,0.05557861817684097,0.0030538228986364464,0.9989514597573393,0.859326375563157
"(64, 32)",85,0.02710044811722577,0.1,0.031946411355101206,0.9704035220917361,0.7451299835603659
"(64, 32)",142,0.17850540282313576,0.02,0.07577913967789504,0.7233328308155035,-1.0
"(64, 32)",144,0.2906879840397065,0.04165553425957384,0.1,0.20729804569193905,0.6590737252172989
"(64,)",79,0.33103856120861286,0.08064963399019966,0.03129225478195306,0.11993680621362875,0.7057686500728122
"(64,)",150,0.4,0.0710092140822628,0.0781651366877267,0.999,0.7538920881179558
"(64, 32)",113,0.1505527905299332,0.08102556244667353,0.09300989714757436,0.999,0.7565613480879207
"(64, 32)",64,0.07986900585797518,0.02941523156627395,0.011355986507177333,0.999,0.720599281074132
