hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64,)",124,0.2770569914577758,0.1,0.0001,0.999,0.5550330895158482
"(64,)",73,0.240492745288036,0.0812566250403676,0.0001,0.999,0.5838147380746554
"(64,)",85,0.2256622180414623,0.1,0.0001,0.999,0.5705329153605017
"(64,)",150,0.2564826479560982,0.1,0.0001,0.999,0.5593911312862423
"(64, 32)",85,0.0708928749144852,0.065717888730391,0.0025024238867028,0.9986362703880188,0.5618006152056676
"(64, 32)",66,0.3617143706790883,0.027008554898483673,0.05823601314712624,0.1479423629025488,-1.0
"(64,)",68,0.25467213272787137,0.0749403489291435,0.03992570575232561,0.8273416663934704,-1.0
"(64, 32)",88,0.13445695547510014,0.09801451041328531,0.00029330724978763993,0.005526558395596248,-1.0
"(64,)",108,0.07361604850904696,0.09565904719061318,0.0007430162458349383,0.9751596691866448,-1.0
"(64,)",126,0.2423565453987872,0.09968280422769787,0.009186172183299717,0.9638766429323884,-1.0
"(64,)",82,0.36389025775689676,0.022168125203144644,0.002576908406577818,0.983332420433423,0.431382793451759
"(64,)",96,0.3355683621855081,0.085000659526012,0.00021308672567796517,0.9179928152368765,0.44876119815012977
"(64,)",84,0.254483675137182,0.06885347077996527,0.006271670509141962,0.9897352621350892,-1.0
"(64,)",136,0.3104341600124472,0.09341356172858652,0.0038873731643841026,0.9977329941927461,0.5358137684042976
"(64,)",132,0.37984491443752894,0.08115338948784173,0.00022046943904677522,0.937016138746221,0.452605061568475
"(64,)",150,0.29497183211330874,0.09580803808773576,0.0052345689856280655,0.9973210543148794,0.533625149224035
"(64,)",149,0.2187221310534806,0.08675708849877622,0.0037317937730874744,0.9936292682008805,0.47633410672853826
"(64,)",150,0.323943769807198,0.026243958922322827,0.002541634769821813,0.9820554093379311,0.43322330984419155
"(64,)",142,0.01828094992145584,0.021289285072917778,0.05367542692264819,0.997275337284105,0.4860788863109049
"(64,)",139,0.27784150631604326,0.024483001165265073,0.0008941474497778917,0.9704296048127306,-1.0
"(64,)",144,0.20638636351587025,0.09535530415965632,0.023372916254250545,0.9943086598427475,0.49837587006960554
"(64,)",149,0.34199657014978624,0.09119976730448397,0.03252550979922022,0.9909718140562684,0.49698375870069605
"(64,)",149,0.07743853959683397,0.0642833204729489,0.0011238335901860345,0.9935043491096662,0.4548348587345802
"(64,)",140,0.26826201482088613,0.09351648822052314,0.03943020302495733,0.998983188594422,0.48213457076566124
"(64,)",138,0.34957331735038844,0.08965230559583079,0.054301055155984476,0.9964117996012392,0.4893271461716937
"(64,)",140,0.0009123661891129233,0.0799394751621328,0.061991569246002375,0.9947365399754206,0.4916473317865429
"(64,)",144,0.20880834838446607,0.09578419598475377,0.06046361720477639,0.9894479043788291,0.49779614681152207
"(64,)",138,0.2088429237371047,0.0854453162775113,0.08960670084603352,0.9893655925241513,0.49462793473935535
"(64,)",135,0.25244863665561346,0.09144559102428247,0.007141587106716185,0.9948043412174767,0.5071925754060325
"(64,)",150,0.19157143700163773,0.09486205737898683,0.0822053014740296,0.9875543684147565,0.5216872264226025
"(64,)",146,0.31761754750241933,0.0913658400785156,0.03396034659338641,0.9832919588492185,0.494199535962877
"(64,)",130,0.29855211583820557,0.09976267333303313,0.02309331222355442,0.9909740272171275,0.5034802784222738
"(64,)",146,0.14288441684836262,0.09511942443380435,0.06700975060888284,0.983193792369785,0.5125290023201856
"(64,)",141,0.13924624829778248,0.08156233528102372,0.002970771241590446,0.9885363524552848,0.4464037122969837
"(64,)",134,0.3588539585972094,0.09533856682220519,0.0901459193727348,0.9985676406627151,0.5049741345005969
"(64,)",136,0.32515015954530435,0.098595803751602,0.002113142791323799,0.9850982898647374,-1.0
"(64,)",130,0.2990865102535456,0.07302046108185732,0.04262953702311194,0.9984118063821172,0.48399071925754056
"(64,)",138,0.06991198477765691,0.09225033850799287,0.022164781583305804,0.9977720643536092,0.5039443155452437
"(64,)",131,0.3201465677903767,0.09606394713815054,0.06995514250036697,0.9940470183324128,0.49204138479904497
"(64,)",128,0.2475605400117944,0.09595047144528612,0.052602908163621065,0.9965146483631511,0.491415313225058
"(64,)",133,0.3292284362151553,0.09945055321829738,0.08067829596735379,0.9875300919922649,0.5089534421010744
"(64,)",139,0.2843239878511858,0.08856651128300616,0.006778853920074374,0.9955095822086142,-1.0
"(64,)",146,0.0533851134015488,0.08380943082034363,0.09243720118348807,0.9800193486911796,0.5067648229208117
"(64,)",125,0.30550514484112934,0.08663341539560768,0.09576104547814136,0.9912926576202763,0.49761241543971346
"(64,)",120,0.257109075775069,0.0862689464852395,0.07796961345045746,0.9966539415848091,0.5003979307600477
"(64,)",138,0.05913755557024195,0.08037592511531476,0.0905904977641184,0.9820205816526638,0.4958217270194986
"(64,)",121,0.1996675617378528,0.09062335103632219,0.07692160980228983,0.9864663270822547,0.49109807654489
"(64,)",116,0.15879767796407912,0.07191703807016278,0.09369021929658614,0.9828147474646285,0.49343414245921213
"(64,)",113,0.004104018036589708,0.09599680960937104,0.07646270751687788,0.9881043963638809,0.49403103859928377
"(64,)",148,0.11326255751813992,0.031041957574662125,0.0778753938290421,0.9802195282583688,0.48761715183135856
