hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,precision
"(64,)",102,0.25634144093728634,0.08289826080949067,0.07015970229640699,0.49442767545689986,0.7530541012216405
"(64, 32)",148,0.0023721923036688526,0.08892753702790161,0.03496958821476373,0.8262573692491523,0.6815008726003491
"(64, 32)",102,0.15292106955463203,0.047732105161490276,0.02099706764317605,0.5734238457406866,0.7556719022687609
"(64,)",102,0.057201692668021366,0.06553165585436324,0.0778218958014744,0.445737037440811,0.743455497382199
"(64, 32)",132,0.03396512769887399,0.03473560524945371,0.008107267742868155,0.41633035819483527,0.56282722513089
"(64,)",86,0.3462478318179391,0.08266072689946403,0.06796352370715246,0.8998614589284885,0.774869109947644
"(64,)",107,0.3496873746632596,0.02573029982257216,0.08946322626544978,0.5354418843691398,0.7617801047120418
"(64,)",64,0.21422938665687866,0.04292205691679186,0.04107004134876252,0.023062553337959365,0.7713787085514834
"(64, 32)",70,0.3312426847868,0.04807528543712568,0.002977467176499651,0.9976866836391881,0.5968586387434556
"(64,)",145,0.13173362872518626,0.025783228371043878,0.054205272881432176,0.26646832736949827,0.7452006980802792
"(64,)",137,0.21129225103692387,0.06200295132455723,0.024011641360270244,0.10170962778888812,0.7303664921465969
"(64, 32)",144,0.19068355608210436,0.09768747194615966,0.09972627588541645,0.7367342631597301,0.7801047120418848
"(64, 32)",88,0.33907763765733123,0.09958627721127442,0.05098604527872585,0.3749346535039148,0.712914485165794
"(64, 32)",142,0.1814306620671065,0.09996317197520149,0.06022276827596832,0.7182510421250736,0.7102966841186737
"(64, 32)",146,0.1664489224035548,0.04232689506470587,0.0839405676445203,0.8267924069414742,0.7827225130890052
"(64,)",68,0.3616464622087251,0.09922897413389278,0.0885997532972456,0.919726889228639,0.7626527050610821
"(64,)",123,0.31166099151514515,0.03621363360545803,0.09997929274689718,0.3806388161457479,0.7513089005235603
"(64,)",73,0.38714537734808496,0.05869141887280932,0.015516308516544142,0.9731638510175603,0.7530541012216405
"(64,)",90,0.2446292003469416,0.04247435903673165,0.00010002238344243956,0.7227817924602155,0.6823734729493892
"(64, 32)",83,0.026968749153320554,0.0882021511127932,0.07269813218459338,0.08441774747942794,0.7617801047120418
"(64, 32)",109,0.2684983804161375,0.04922249921426694,0.09187294391655954,0.10211465540512897,0.6815008726003491
"(64,)",94,0.34944746429494394,0.044331198982139663,0.03258667613014027,0.6776502295091138,0.7425828970331588
"(64, 32)",128,0.3960015392917736,0.05202929318210421,0.04315018806608416,0.9982735446921599,0.6204188481675392
"(64,)",76,0.36417932124271657,0.04996247163633449,0.00010177796873531512,0.9527532838106326,0.6806282722513088
"(64,)",99,0.010520586611640063,0.04303644822674978,0.008092732281284203,0.13907152981150994,0.6762652705061082
