hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,precision
"(64, 32)",77,0.35119484341384716,0.05625248162690322,0.02764948962739014,0.04696823598262103,0.7443280977312391
"(64,)",78,0.11300703660531493,0.04925331216050781,0.060793553939981856,0.019909084465619918,0.7652705061082025
"(64,)",84,0.3484663360210403,0.08340862450621045,0.04746477442728796,0.8981515978396304,0.768760907504363
"(64, 32)",118,0.36435364606171133,0.03463173122516617,0.06668018504828535,0.2499695539717638,0.6806282722513088
"(64, 32)",95,0.006167381704773291,0.09607185674386426,0.0784911558350014,0.8934044637670079,0.7783595113438045
"(64, 32)",87,0.33577932738683974,0.060197790155363126,0.015159695060518421,0.9381440454089373,0.6605584642233857
"(64,)",81,0.251264715613644,0.09157442094229906,0.09536817560041855,0.8834704289095803,0.774869109947644
"(64,)",149,0.1428317925800517,0.04355870577396011,0.0827078364390636,0.37533027043667494,0.7443280977312391
"(64, 32)",68,0.25633504163632037,0.04927152657339397,0.0555336750319833,0.5814328840216663,0.6815008726003491
"(64,)",90,0.05571991920767247,0.024719520924997688,0.036832238821880296,0.9974748392901709,0.5968586387434555
"(64,)",77,0.13526583018983415,0.02739392425305667,0.0993589974981824,0.8517565588844671,0.756544502617801
"(64,)",132,0.005969517167175866,0.06948288079415242,0.0946202622791542,0.7691585838765126,0.7713787085514834
"(64, 32)",137,0.31873349872154266,0.0612614219659246,0.05197829121719221,0.30448014116635713,0.6710296684118673
"(64,)",79,0.30532018495576885,0.0429283572037089,0.09785285804787616,0.79676642349511,0.7643979057591623
"(64, 32)",72,0.08981809342149519,0.06285663845281719,0.0996457637808148,0.7433343112739349,0.7809773123909249
"(64,)",142,0.020246642665048015,0.09311178755240565,0.09810707830942829,0.6415722787640734,0.7626527050610821
"(64, 32)",105,0.3742884097914339,0.08284256368527111,0.09653545282439499,0.9972834027333817,0.6963350785340314
"(64,)",65,0.3988682188982382,0.08871228062604679,0.060935637153351443,0.00743901392171607,0.756544502617801
"(64,)",125,0.39861921621997465,0.06967604736388483,0.0016031948369026416,0.033318011291368084,0.6771378708551483
"(64,)",148,0.016393946464887902,0.0510336991472266,0.0019323416890927971,0.9824805385727396,0.7390924956369982
"(64, 32)",147,0.008953397996935487,0.07829414843861338,0.09934463334384154,0.04193894626660978,0.6335078534031413
"(64,)",148,0.38611308934184,0.0720668915599607,0.08161225039227453,0.955091868075412,0.7600349040139616
"(64, 32)",64,0.01540987297000447,0.08430760012041848,0.006029650084933225,0.24480039217542207,0.6082024432809774
"(64,)",74,0.16856531003111025,0.09859428522901006,0.08015054790100187,0.009081726774718094,0.7486910994764397
"(64,)",88,0.016699086765334364,0.0941296683698836,0.041988198376779653,0.44265797939146034,0.7443280977312391
"(64, 32)",139,0.04323836859629632,0.09212963621861975,0.03945741222419677,0.10033615584249601,0.7251308900523561
"(64,)",94,0.0345018291329569,0.0989235622343,0.022344223995089372,0.6517601326879775,0.756544502617801
"(64,)",81,0.006538103571285971,0.04472951385213178,0.05793838384495497,0.9912788403471012,0.6492146596858639
"(64, 32)",81,0.3881470258215517,0.0965593473181717,0.07775169134642505,0.5026758016641916,0.7408376963350786
"(64,)",103,0.007999675098500926,0.026989969991299535,0.09687593445983828,0.026367490605673616,0.7460732984293194
"(64,)",138,0.1005058834993785,0.08966509932672327,0.04764959789812322,0.019085070177558876,0.7678883071553229
"(64, 32)",129,0.3802369381708448,0.0237940132255455,0.06599489261768507,0.9732938187213027,0.7390924956369982
"(64, 32)",110,0.390952200229986,0.04667441255662919,0.0014095260997175046,0.4688697336664425,0.7155322862129145
"(64, 32)",93,0.19578665916196436,0.09825688972473552,0.001082588664809613,0.5515993448617522,0.7469458987783595
"(64,)",125,0.07636660453041173,0.05857904644726794,0.001663547165544656,0.6228145764102533,0.6919720767888307
"(64,)",119,0.20300577172094925,0.04997576798489827,0.09935184163738953,0.1884034531540923,0.743455497382199
"(64, 32)",141,0.17087869470972233,0.044568032514239506,0.0012078422979855785,0.8680629252926048,0.7364746945898779
"(64, 32)",121,0.1807717615728251,0.0738383937088674,0.0014510706699357257,0.7838129157663818,0.7469458987783595
"(64,)",85,0.30553138057694174,0.031102779177433162,0.0029436665937155795,0.06699798184757738,0.6849912739965096
"(64,)",112,0.23630547035248767,0.03357478868381499,0.0001643926727902389,0.7553368399363567,0.6719022687609075
"(64, 32)",141,0.380438078768891,0.07923050027334709,0.09173250796894665,0.3429471629062591,0.7312390924956369
"(64,)",147,0.14312748644328488,0.02557736615521211,0.003523677534763975,0.20689556104282192,0.6727748691099477
"(64, 32)",118,0.23833815108627932,0.028038830571327743,0.0018530451576565478,0.06237343584907213,0.68760907504363
"(64,)",74,0.010039334904805977,0.037148568631876,0.0004284470542039111,0.5221000970830889,0.7041884816753927
"(64,)",76,0.3920022014939036,0.02887732420863623,0.09798478639776909,0.006774902432720115,0.7452006980802792
"(64, 32)",128,0.398858840476338,0.08806708075754169,0.09921727912956,0.16135915105343257,0.7277486910994765
"(64,)",90,0.21397110285749427,0.09889493948613677,0.025536599034358898,0.9879525879559967,0.6972076788830714
"(64, 32)",69,0.025619090091267224,0.02170495707303563,0.06206860540155855,0.5370196346626995,0.6178010471204188
"(64,)",80,0.006587632362575004,0.02249720587306204,0.057422317504915575,0.7250625520896837,0.7469458987783595
"(64,)",97,0.39829554258273786,0.03772583989199084,0.020860641670062543,0.4374231818381409,0.7731239092495636
"(64, 32)",119,0.01620802230421177,0.06359821761985239,0.0984701485544962,0.5205264035335189,0.699825479930192
"(64, 32)",79,0.3906308970264631,0.09810793455744427,0.0668190362100901,0.014725180523209234,0.7242582897033158
"(64,)",98,0.3775650208552152,0.02482574469873064,0.07104684666337004,0.7140500801785279,0.7600349040139616
"(64, 32)",116,0.3956891469317495,0.04532666257383001,0.022753336359920988,0.7305043368939546,0.6823734729493892
"(64, 32)",104,0.01274589028882103,0.09609589190438296,0.09525069108614646,0.2608936422027939,0.699825479930192
