hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,recall
"(64,)",110,0.2107644486398229,0.0604298281576713,0.0011058678078226,0.999,0.7442516268980477
"(64,)",125,0.2776444671388177,0.0211056990894323,0.0025939347767957,0.999,0.692407809110629
"(64,)",65,0.1157583711258769,0.02,0.0010442717047326,0.999,0.6770065075921909
"(64,)",110,0.1653264636358685,0.0390524789704472,0.0001,0.999,0.6752711496746204
"(64,)",128,0.1602474307599793,0.02,0.0074868883189489,0.999,0.6459869848156182
"(64, 32)",149,0.3510315673859044,0.056090910384322776,0.0004899081958931879,0.7468811000005704,-1.0
"(64, 32)",89,0.24767428285020407,0.03861629466286952,0.08239965380417058,0.23933918977649343,0.48156182212581344
"(64,)",136,0.23224875861343314,0.07677573974755433,0.07637084736996083,0.10197237367161047,-1.0
"(64, 32)",134,0.04193825684030293,0.0688958234641904,0.09465856082547096,0.983085504217118,0.6158351409978309
"(64,)",93,0.14304712825930707,0.04241863145272509,0.016552802703596083,0.9976379797980152,0.6091106290672451
"(64,)",72,0.2883399637804191,0.020511393340847246,0.0016665113198495634,0.962152759713891,0.5490238611713666
"(64,)",135,0.11303811734852809,0.05318269962613681,0.0009664260721190162,0.9805038331990057,0.5418655097613883
"(64,)",115,0.37281715069809435,0.022845447403615014,0.021690184759314755,0.9957713097213488,0.5967462039045552
"(64,)",85,0.16770423039650417,0.08786435152665868,0.016224485122085307,0.9954598900900097,0.6188720173535791
"(64,)",105,0.14917327660701193,0.0691077949125765,0.011869619331310704,0.9975674045305344,0.6143167028199567
"(64,)",82,0.23209036043841053,0.07245851317246467,0.00043605931263028297,0.9949274639687722,0.5518438177874188
"(64,)",121,0.37030839921480646,0.037272330104872964,0.04326257287704298,0.9983629161890561,0.5984815618221258
"(64,)",109,0.16567135944584396,0.0586281810645488,0.00018870974095067455,0.8947878139768981,0.5396963123644252
"(64,)",112,0.2188925415978916,0.061388235332535554,0.08562267099690586,0.9977094189564496,0.6210412147505423
"(64,)",121,0.03365956005618483,0.05636321015952196,0.06795201959238523,0.9989537323113505,0.6151843817787419
"(64,)",113,0.07681605914690397,0.06134581268577487,0.061203455485198545,0.997348337200073,0.6093275488069414
"(64,)",145,0.2105947456707776,0.06895071415385583,0.07032816935715645,0.9915524984850772,0.6093275488069414
"(64,)",136,0.22143441823352367,0.0943099120191907,0.0025523402323139976,0.9984063372015921,0.7292841648590022
"(64,)",136,0.2296138589211048,0.0972127539348051,0.03518183248100354,0.9907456922584064,-1.0
"(64,)",145,0.22110856032756399,0.030467132985079737,0.013079183671524164,0.9973668568502388,0.6219088937093276
"(64,)",67,0.1326485477936856,0.09324972758855923,0.0013903479941536354,0.9913455115002254,0.5329718004338395
"(64,)",136,0.3328499490711143,0.022503464706864183,0.004631192068952031,0.9930073315526866,0.5811279826464208
"(64,)",122,0.193441145919414,0.027275316270493857,0.0002354272103653705,0.8785867342226876,0.5900216919739696
"(64,)",141,0.3333098996729805,0.023713168183510273,0.0007044307676630918,0.9986269018768202,0.6613882863340564
"(64,)",106,0.3900487942339901,0.07760603906672758,0.004351578241341626,0.9977061644340148,0.6238611713665944
"(64,)",133,0.38035735048567465,0.05885314147410525,0.005451149727783905,0.9963932464155468,0.6223427331887201
"(64,)",124,0.18118995966417617,0.07444894354714358,0.012886324082320395,0.9871694704789348,-1.0
"(64,)",144,0.014401171929230207,0.056299914153453506,0.04058765908065351,0.9988315455133971,0.5915401301518438
"(64,)",134,0.22580901560110728,0.06272365206057626,0.0021025866732172884,0.9981081122117638,0.6392624728850325
"(64,)",134,0.21628130052126035,0.06002239198854975,0.0008007834283301787,0.998618479954789,0.6596529284164859
"(64,)",87,0.35937959741848724,0.06311473572680526,0.011317463628301747,0.9982963130844561,0.6177874186550976
"(64,)",120,0.24995196346689533,0.06006702082064527,0.009928976490049422,0.984167879523147,0.5414316702819957
"(64,)",148,0.1945115429165344,0.0241415952112774,0.0343120348819235,0.9872560635874085,0.5715835140997831
"(64,)",114,0.39593131284933875,0.07926800814549113,0.007847971877627521,0.9988770814911324,0.6290672451193058
"(64,)",144,0.3811999649486349,0.035009891314799556,0.08090193458950921,0.9925691968165814,0.6110629067245119
"(64,)",128,0.38327588731042767,0.05710151632892556,0.07288663544623407,0.9978040708192749,0.6151843817787419
"(64,)",138,0.1525528203988481,0.06145464853150584,0.0769780669234634,0.9961992560802386,0.6145336225596529
"(64,)",109,0.00644200082931259,0.07045437222692587,0.05900987404268686,0.9983379429799442,0.6071583514099783
"(64,)",92,0.21851820217486229,0.06066735167560419,0.0013098813510449435,0.5819430828282067,-1.0
"(64,)",126,0.21462648934236955,0.05278425875027068,0.01889730812144831,0.9856159631231638,0.5796095444685467
"(64,)",83,0.33440957452790077,0.08844466965775961,0.06534538543287034,0.9981378394716487,0.6134490238611714
"(64,)",108,0.25134079131160164,0.09253801071522835,0.011432668795805333,0.997671632736666,0.6164859002169197
"(64,)",119,0.25137033912842166,0.08896413564858065,0.0007313327112457708,0.9965102811682914,0.6062906724511931
"(64,)",96,0.21695061514265865,0.08047141399534394,0.0796665108354732,0.9968032542673169,0.6184381778741865
"(64,)",147,0.38023385374076757,0.06830586565278846,0.08249403067956233,0.9974703874538904,0.631236442516269
