hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,recall
"(64,)",110,0.2107644486398229,0.0504298281576713,0.0011058678078226,0.999,0.7442516268980477
"(64,)",136,0.2214344182335236,0.0943099120191907,0.0025523402323139,0.998406337201592,0.7292841648590022
"(64,)",125,0.2776444671388177,0.0211056990894323,0.0025939347767957,0.999,0.692407809110629
"(64,)",65,0.1157583711258769,0.02,0.0010442717047326,0.999,0.6770065075921909
"(64,)",110,0.1653264636358685,0.0390524789704472,0.0001,0.999,0.6752711496746204
"(64,)",86,0.20799497581482643,0.05559782946673529,0.01792036917247585,0.025206707812549207,0.5479392624728849
"(64,)",125,0.23858317871768397,0.1,0.02000398557021466,0.8339769959315643,-1.0
"(64,)",150,0.3942918240274611,0.1,0.02873149161004455,0.9864504446063985,-1.0
"(64,)",150,0.4,0.1,0.00630750903730435,0.999,0.6357917570498915
"(64, 32)",131,0.20995280455792642,0.020498754152643177,0.1,0.001,0.4837310195227766
"(64, 32)",116,0.3528889360612872,0.05879645623168028,0.0636092425897111,0.001,-1.0
"(64,)",82,0.1025906339129751,0.06053688880874897,0.04949439626729963,0.001,0.5401301518438177
"(64,)",111,0.17059871694399784,0.07420875770585798,0.03323545481391081,0.001,0.5396963123644252
"(64,)",124,0.033204708738886465,0.08581890991775028,0.08287358957777025,0.001,-1.0
"(64, 32)",133,0.3076337377182579,0.022651598852358394,0.1,0.5763915691691471,0.4566160520607375
"(64,)",64,0.2263812061357244,0.02,0.015933052870331702,0.001,0.5438177874186552
"(64,)",86,0.2427137629590262,0.04526537575869537,0.03598736917496645,0.07976873285431119,0.5405639913232104
"(64, 32)",150,0.368893855021645,0.1,0.009186306553884561,0.27848541411928945,-1.0
"(64, 32)",80,0.0041411398213730705,0.1,0.1,0.999,0.6171366594360087
"(64,)",150,0.2789049720925942,0.08797630684669118,0.0011606162379401933,0.30757175872333925,0.5691973969631237
"(64,)",73,0.005661046106136581,0.07419750744626648,0.01706902262346151,0.001,0.5503253796095444
"(64,)",104,0.0,0.1,0.004389712672985253,0.999,0.6967462039045553
"(64,)",150,0.4,0.1,0.001617384408986685,0.8761293850059347,-1.0
"(64,)",126,0.18071262284348233,0.08145425143238767,0.0009234679674898611,0.5017885380609666,-1.0
"(64,)",121,0.21307500408521116,0.1,0.0032564384758265023,0.2383766180240516,0.5603036876355748
"(64, 32)",83,0.23492572232968448,0.02,0.007312235070748774,0.6980370977182223,0.5464208242950108
"(64,)",64,0.015500765327987394,0.0565007058211839,0.1,0.999,0.617353579175705
"(64,)",64,0.4,0.08915277592110618,0.0001,0.999,0.6982646420824294
"(64,)",64,0.3536707151385308,0.05852663113436439,0.08492456180079036,0.9360474977461023,-1.0
"(64,)",132,0.21589685112270948,0.0840587335968719,0.0018011052041346518,0.9987144698992574,0.6746203904555315
"(64, 32)",101,0.010980073927522621,0.07954297745041053,0.09720283630150323,0.92870509057607,-1.0
"(64,)",148,0.13136578304966903,0.035113637004588374,0.013410258800220865,0.2762205534858784,0.5531453362255965
"(64,)",64,0.0,0.1,0.041823868904078375,0.03712182152224576,0.5331887201735358
"(64,)",66,0.21436952420449407,0.0711637979108977,0.015622719612918015,0.1376307597819104,0.5488069414316703
"(64, 32)",65,0.13311465573770073,0.025171634994282613,0.02415487251801855,0.6445125433771495,0.527114967462039
"(64, 32)",72,0.35895783425965744,0.09379799238338683,0.0001,0.6286564369104269,-1.0
"(64, 32)",78,0.10334117248683097,0.02,0.020950850653609535,0.7066869800602055,0.5245119305856834
"(64, 32)",136,0.035525938581738796,0.03875275021091881,0.03684498382926479,0.649001550608766,-1.0
"(64,)",75,0.044531649054082585,0.09980127321540846,0.040187588379185894,0.01680408443393407,0.5327548806941431
"(64, 32)",64,0.1931939196444716,0.02,0.017365763713587695,0.674237618665745,0.531887201735358
"(64,)",64,0.0,0.04172482640714929,0.0001,0.527039917228501,-1.0
"(64, 32)",88,0.11683560517563613,0.02,0.00955515825244588,0.7342519406645833,0.5550976138828634
"(64,)",144,0.061130200936760276,0.03847465068945816,0.02714470325787774,0.184910663340102,0.5407809110629067
"(64,)",106,0.10117848240958305,0.0791966052956699,0.0001,0.09786909290348188,0.5950108459869847
"(64,)",95,0.2004162291019662,0.06238153743017455,0.012580794330573214,0.5073814768542159,0.5479392624728849
"(64,)",107,0.2843089368927658,0.021347304376791415,0.018216824598213027,0.5062201359249777,0.5433839479392625
"(64,)",133,0.2365230329410991,0.08774552965669456,0.009201217547760272,0.9965375324854927,0.640997830802603
"(64,)",70,0.18451998549675275,0.04989884731925651,0.04742863868779823,0.21960224698992634,0.5425162689804772
"(64,)",92,0.1447019593953805,0.09024112214854844,0.0034929122538048737,0.9957479935868806,-1.0
"(64,)",136,0.24317779258756783,0.08537420214947457,0.0017230286459540012,0.7187762197490477,-1.0
