hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64, 32)",91,0.13817697100537238,0.07753202481238185,0.04916278144991648,0.3170041642868119,0.39707419017763845
"(64,)",101,0.027990152526076912,0.052081404532896294,0.06276896923282792,0.24862263400693116,0.43608498780912575
"(64,)",108,0.11878047993480477,0.07054336141496405,0.044081692088601236,0.21255897268453766,0.4496617588539594
"(64, 32)",91,0.05955609954808919,0.05936678214338739,0.07405560943440534,0.2536593378213533,0.3911529083942877
"(64,)",106,0.0747602853600133,0.03876103001458289,0.09880072912301509,0.3148993925289493,0.4179728317659352
"(64,)",115,0.022394782269899882,0.1,0.0001,0.25176587279106416,0.46357308584686774
"(64,)",104,0.2,0.0526427585173683,0.0001,0.2,0.48706725029844805
"(64,)",64,0.2,0.02,0.0001,0.35,0.49383207321925987
"(64, 32)",107,0.0507704167062755,0.021902278138699185,0.0017882752675655316,0.2406237048475092,0.4428969359331476
"(64,)",103,0.0014380045036705984,0.02231907104232632,0.00019050855327012106,0.31544099122245783,0.4735376044568245
"(64,)",128,0.2,0.02,0.0001,0.2,0.48066875653082547
"(64,)",64,0.2,0.1,0.0001,0.2,0.49144448865897333
"(64,)",64,0.2,0.02,0.0001,0.2,0.4894548348587346
"(64,)",66,0.19335148363500937,0.03084867027848938,0.017183559112956406,0.331373451250074,0.4593967517401392
"(64, 32)",64,0.19008969382318458,0.08596571719333615,0.00011986814970457931,0.24303127821130957,0.43931555909271786
"(64, 32)",128,0.2,0.06463830000220393,0.1,0.308100094935745,0.38035527690700105
"(64,)",97,0.007722808446175568,0.07481848291680686,0.0002237457378021008,0.3076636444508376,0.4735376044568245
"(64,)",66,0.19601482095865377,0.05621242665219206,0.06468246610713971,0.3438851134844441,0.42459212097095106
"(64,)",64,0.2,0.035746277034676394,0.0001,0.2802744148011595,0.49383207321925987
"(64,)",107,0.2,0.1,0.0001,0.35,0.4845001741553466
"(64,)",64,0.2,0.07462017411497675,0.0001,0.35,0.5017906884202149
"(64,)",64,0.2,0.0697626161986947,0.0001,0.35,0.5101472343812177
"(64,)",65,0.005459344038817118,0.09430632058526967,0.038138426905668085,0.21760783530233824,0.44965197215777264
"(64,)",64,0.2,0.1,0.0001,0.35,0.47997213514454895
"(64,)",67,0.012003751688728562,0.04557805748516669,0.0004252127777091506,0.288735594188624,0.4803024273776363
"(64, 32)",64,0.0053623626846949005,0.08072446080064503,0.0003567149095185035,0.21924310548011045,0.4500174155346569
"(64,)",127,0.19695462255204987,0.083298131919184,0.0013248023315559495,0.2636067653722126,0.47300592128178337
"(64,)",64,0.02149084309166581,0.06127714165751001,0.0014059465175736959,0.31360736744427997,0.4719458814166335
"(64, 32)",123,0.18899887709600904,0.038549798593021316,0.0008657400517749467,0.21393307446523366,0.43533625149224037
"(64, 32)",78,0.0011475991743549632,0.041304058222597945,0.09991326610859758,0.30084952173971924,0.38140020898641586
