hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64, 32)",148,0.2803682495345445,0.08781440047653172,0.0374814133289354,0.848848608410445,0.41675374433995127
"(64,)",134,0.19139990863927842,0.047223532356881114,0.08215999754170598,0.6820360372087657,0.4054336468129571
"(64,)",127,0.2893392251009232,0.022869804290853148,0.06778038830298957,0.5624095647148782,0.4254615116684082
"(64,)",140,0.3085658795969142,0.04610139282016837,0.07678314533018682,0.4248827722149114,0.4319052594914664
"(64,)",128,0.3682562404676121,0.08712051722510815,0.08275489240370945,0.329730753536408,0.43051201671891326
"(64,)",140,0.3728082603630266,0.05330689812900427,0.0958182672436472,0.914799400516918,0.42797453243135697
"(64, 32)",88,0.3607186244782652,0.08321508072204571,0.011877169243770596,0.3623809077813597,0.43613211301233584
"(64, 32)",68,0.00038163552010761503,0.06716465636463449,0.09145975167259711,0.08462448291138532,0.3956809474050853
"(64, 32)",149,0.0918094705462582,0.08493228315676933,0.06790147715249659,0.9246967484708503,0.44946279347393553
"(64,)",85,0.0001652642836129648,0.0771967414090991,0.029062397589640514,0.7017920548294398,0.4464783127735774
"(64, 32)",87,0.1897979015710532,0.04498804682123697,0.016308226219445995,0.5602139960482427,0.44190210903302823
"(64,)",128,0.0023839385181461566,0.07580214850268481,0.00075263849019809,0.6497453784793538,0.46842183984348673
"(64,)",107,0.009141086394008636,0.09677908356346727,0.051353509066868676,0.014568024488028915,0.4522483087942698
"(64, 32)",65,0.3274972638479666,0.02082648309125801,0.000384717632425256,0.3460485023722366,0.43981494764320617
"(64, 32)",126,0.3998344496708646,0.07008559511534547,0.05280371454366001,0.57751638697595,0.39742250087077674
"(64,)",99,0.1616562583487601,0.021468628310277137,0.09989005577738694,0.24062266052356768,0.42558694787107043
"(64,)",65,0.38787908228256235,0.09105834320352761,0.009544387414164142,0.5151185671651793,0.4691415313225058
"(64,)",71,0.05928549563261917,0.03602546261026074,0.0007133895021191139,0.015643966077386016,0.4649651972157772
"(64, 32)",97,0.39860767638278566,0.07945904623037686,0.0998743112076087,0.6927553301240151,0.3990719257540603
"(64,)",74,0.3613086242726938,0.08401984353436351,0.0013406948551163745,0.9952674166343183,0.4683645045762037
"(64, 32)",143,0.007592836231307711,0.03253924453947948,0.005669739818431543,0.8662584131646232,0.455232789494628
"(64, 32)",66,0.014988918781382757,0.04091132662608421,0.003930875048839945,0.011085638628346123,0.45194399793925416
"(64,)",141,0.3988522380174946,0.028735001549507786,0.03421627475712626,0.5698942728310017,0.43951452447274175
"(64, 32)",70,0.39859480151418697,0.0682630815396076,0.07776126669874028,0.2709617928159533,0.38993382096830376
"(64, 32)",106,0.21635618086696295,0.07845303852784376,0.09973718032971242,0.9767011690210134,0.5023875845602865
"(64,)",131,0.20137994552166838,0.053068042579467664,0.0002140129640064847,0.8566494532698021,0.4669717469160366
"(64,)",139,0.13607455952470854,0.04552819524263686,0.0005161612166660771,0.2862868139690064,0.4761241543971349
"(64,)",138,0.24069470639605042,0.08247110038959768,0.09982311404522284,0.00127306174435623,0.434341424592121
"(64,)",116,0.012542581106011811,0.08712100368537318,0.048729909954572374,0.9913500035949709,0.4943132832242178
"(64, 32)",85,0.12710322722673417,0.09339479823386322,0.05077924447499685,0.0021590193542742418,0.42797453243135697
"(64,)",130,0.3991955024021744,0.0663007740977006,0.050165331006253804,0.18585374382074965,0.44249900517309987
"(64, 32)",85,0.14534289235827064,0.07997927735359829,0.07215327422727276,0.021480686286281945,0.40944233836367155
"(64,)",120,0.017080534762818504,0.020719586984879072,0.0005136320999665218,0.9691333411406294,0.45105451651412654
"(64, 32)",73,0.13022953158557507,0.09716226991078666,0.0018511222277583681,0.9903708987184384,0.4563329106732579
"(64, 32)",124,0.08146268869031913,0.02392918370713204,0.09972612843663348,0.4623167233682814,0.38331591779867646
"(64, 32)",141,0.03714740107662689,0.07209184752411256,0.05978657488065088,0.6471984805518165,0.3962034134447927
"(64, 32)",71,0.23147162190566595,0.09166250497436693,0.03151453978178391,0.6765066404214872,0.4066527342389411
"(64,)",100,0.15719091281095318,0.04914918674455109,0.022172765193795064,0.46466186913096164,0.45591647331786544
"(64,)",80,0.08869673143386442,0.0771588464618379,0.027101471100392398,0.03354142518438402,0.4528727184764515
"(64,)",117,0.277122835206695,0.031019456555939705,0.0019688839465208108,0.4377336370367513,0.4645011600928074
"(64, 32)",100,0.24884684071301458,0.020651017218999323,0.045562659614320274,0.998690084388518,0.493633107839236
"(64, 32)",75,0.178588167745352,0.021434147493144956,0.0932924630644626,0.8718921847496687,0.4204138479904497
"(64, 32)",135,0.3920231530199707,0.03120184211195226,0.00024823383438417237,0.16344789738111096,0.41504178272980496
"(64,)",86,0.0019196360384455163,0.06714151495626564,0.0011929930000497936,0.16595980228615326,0.4789096697174692
"(64,)",130,0.38878606761323237,0.09582929869222359,0.09927280474678975,0.5416812298837377,0.4130521289295662
"(64, 32)",138,0.0045884852972329256,0.050940005845968764,0.03634907848771482,0.2538493195454069,0.43110815053952123
"(64, 32)",138,0.16394467810942934,0.07021073736092832,0.05303911359768602,0.17355687958892854,0.4107859610693152
"(64, 32)",75,0.17846072068690597,0.04862097809500743,0.049340363317405406,0.846546668157346,0.4143155694879833
"(64, 32)",97,0.2558510122444546,0.03322302145476938,0.08683564843067983,0.3955036973572769,0.3908045977011494
"(64,)",101,0.2550667621251877,0.07508799075450609,0.05231721498374489,0.8400735246854601,0.40807799442896936
"(64, 32)",123,0.1996210556730912,0.08470293541338392,0.07697578176301495,0.03116208880289197,0.41379310344827586
"(64, 32)",116,0.2674855008744497,0.09904006348245299,0.07524921436591306,0.6499496507801523,0.3948955916473318
"(64,)",106,0.2683116828440275,0.04445475475008848,0.09394637310282454,0.3145582232964262,0.4291187739463601
"(64,)",117,0.35701502379715067,0.03663655318907831,0.013719993721840395,0.8335711145175756,0.44190210903302823
"(64, 32)",141,0.11200690543337773,0.06161220454717657,0.014506919408215944,0.03559041689393375,0.4522483087942698
"(64, 32)",78,0.3815942540580492,0.04202925021084861,0.025096119129978445,0.48012759322485626,0.4178995797956513
"(64, 32)",103,0.11825643326087171,0.02552900171300924,0.06038804074453375,0.2999036628647407,0.39655172413793105
"(64, 32)",100,0.3295180776843949,0.022100201381204866,0.044444595838419865,0.983249931702434,0.47731794667727817
"(64, 32)",120,0.30908911133868294,0.035834663017237006,0.09357865151720567,0.30980415296465885,0.3894113549285963
"(64, 32)",84,0.08123351214770057,0.060542476685606555,0.024017286618833983,0.9136473193854957,0.4188436084987809
"(64, 32)",138,0.03365768940258667,0.06209513136224437,0.002700439253047175,0.7657454238517982,0.4463405604083822
"(64, 32)",148,0.05432755931222838,0.03551210158627309,0.014075933222613286,0.39303840292720293,0.4385196975726223
"(64, 32)",141,0.03408543103786817,0.06417375066321859,0.09996850753686835,0.7908954059611764,0.4060324825986079
"(64,)",140,0.3937593407720011,0.08440206638048856,0.09864887701030967,0.11559653147391565,0.4258601354461502
"(64,)",103,0.036659172233200595,0.05946448769412871,0.007211749459490623,0.8729619951002344,0.44807003581376836
"(64,)",116,0.18877006220084633,0.07465594335240536,0.013614701020695069,0.3384124870571856,0.4570833983471563
"(64,)",89,0.08445636461981476,0.06792785522055779,0.08884212432394246,0.3444417608668231,0.427725531173807
"(64, 32)",96,0.037562218009391225,0.06128223213435853,0.019547359534813846,0.5327400360341837,0.437400612599921
"(64,)",70,0.015579787455684583,0.04339078605286176,0.0990255769918253,0.6035003279402085,0.40926506443747823
"(64, 32)",106,0.20689700418374196,0.0690352193764267,0.01477767374980419,0.4507313271269547,0.42976522085157187
"(64,)",65,0.07462710413807765,0.05437638723096436,0.09977188035523717,0.9986545524625069,0.5067648229208117
"(64, 32)",75,0.18697145325035383,0.09085977316124103,0.09798257619125454,0.01006173339220948,0.3862765586903518
"(64, 32)",119,0.212418050646113,0.04096625784822303,0.09267200625455481,0.7178044231937059,0.3937354988399072
"(64,)",99,0.10717238011199488,0.09251910578384043,0.08128192641521477,0.1839685553241488,0.43613211301233584
"(64, 32)",107,0.22071934443682073,0.048252337016794385,0.007603498583487674,0.16415967707922174,0.45035162860780553
"(64,)",103,0.3927440615053608,0.02493910191640117,0.005766217560955982,0.4081437563026713,0.4568445475638051
"(64, 32)",86,0.04177789266648359,0.07283864754171153,0.09672654268058906,0.4046028261063903,0.38697318007662834
"(64, 32)",101,0.07966839144270683,0.06772572940894298,0.0746988105606369,0.6257143831902394,0.39150121908742597
