hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64,)",116,0.0,0.02,0.1,0.001,0.6944514812736071
"(64,)",143,0.08288225058899074,0.05980899606325965,0.0001,0.999,0.7691922062481987
"(64, 32)",104,0.03549548358037239,0.06815555353573735,0.0001,0.999,0.8127767196198596
"(64,)",98,0.29717480343504193,0.05250294793759239,0.0001,0.999,0.8256471565311045
"(64,)",64,0.0,0.02,0.1,0.999,0.7547471339669007
"(64, 32)",64,0.38928435133712785,0.050716834771021055,0.1,0.999,0.7554005715000834
"(64,)",101,0.0,0.0732011954305,0.0001,0.999,0.784058342687681
"(64, 32)",74,0.4,0.02,0.0001,0.3774153920268545,0.694926893876189
"(64, 32)",64,0.2308719706196079,0.06298284714212202,0.0001,0.999,0.777055997148188
"(64, 32)",106,0.18439153850291515,0.05789804584733481,0.0001,0.999,0.7663177589763814
"(64,)",64,0.20246488194521395,0.07304405508945933,0.0001,0.999,0.7801971855422234
"(64, 32)",80,0.0,0.1,0.0001,0.999,0.8274215751710328
"(64,)",103,0.18580565466470192,0.05576564390122771,0.0001,0.999,0.8211010383326003
"(64, 32)",83,0.0,0.0863833166096819,0.0001,0.999,0.8560311841087329
"(64, 32)",64,0.0,0.08559442071375055,0.0001,0.999,0.665066701871881
"(64,)",95,0.0485818095167848,0.1,0.0001,0.999,0.7124935293827648
"(64,)",150,0.4,0.06155896362290575,0.0001,0.999,0.8063758096567207
"(64,)",150,0.4,0.06144136478604062,0.0001,0.999,0.8060988056141256
"(64,)",138,0.1309101803496085,0.061330956163046624,0.0001,0.999,0.7980997954052454
"(64, 32)",100,0.013710971275626087,0.022131473302731124,0.09809138857273636,0.7552688149676967,0.6679984840268193
"(64,)",122,0.022937269882896013,0.060489503416327056,0.0001,0.999,0.6881952239734235
"(64,)",150,0.4,0.0696226365290015,0.0001,0.999,0.8117283848201688
"(64,)",149,0.18660966858398942,0.09963000379647155,0.003398659403724556,0.25373395411878946,0.7222504380110127
"(64,)",64,0.4,0.06955901691955953,0.0001,0.999,0.831496713021252
"(64,)",76,0.4,0.07010190815337362,0.0001,0.999,0.8151735974166832
"(64, 32)",64,0.4,0.0731009784422947,0.0001,0.999,0.7439082575504755
"(64,)",150,0.4,0.07097814395580218,0.0001,0.999,0.8133765197654841
"(64,)",150,0.4,0.07132386884409446,0.0001,0.999,0.8134415340624667
"(64,)",150,0.4,0.07156780203677153,0.0001,0.999,0.8133403506742715
"(64,)",150,0.4,0.07169622086654152,0.0001,0.999,0.8137426192300108
"(64,)",150,0.4,0.0716781476266215,0.0001,0.999,0.8136646162947682
"(64, 32)",95,0.01791563638634535,0.09906713258251174,0.08299232124732742,0.4063325345777023,0.667262042458626
"(64,)",150,0.4,0.07538286570165545,0.0001,0.999,0.8142786138752787
"(64,)",150,0.4,0.07668650687336644,0.0001,0.999,0.8135941031582301
"(64,)",150,0.4,0.07828504249270285,0.0001,0.999,0.8127380144259212
"(64,)",150,0.4,0.06313171325499549,0.0001,0.999,0.8293621914961393
"(64, 32)",86,0.0,0.08806701149006504,0.0001,0.999,0.8293637558211854
"(64,)",101,0.21493644218906316,0.06327838608988469,0.0001,0.999,0.8065464632980903
"(64,)",105,0.03846693586373124,0.06236269975740165,0.0001,0.999,0.8146693396083309
"(64,)",106,0.14438265002932835,0.06226371213612372,0.0001,0.999,0.7990134323377275
"(64, 32)",81,0.0,0.0919469972020572,0.0001,0.999,0.8359756600503617
"(64,)",102,0.09303577855875052,0.06037966214842373,0.0001,0.999,0.824317006204208
"(64, 32)",83,0.16913515891547892,0.08879149603694855,0.0001,0.9590041635965475,0.6944261676501372
"(64,)",83,0.05042831435388931,0.08644574580011105,0.0002703444300540474,0.999,0.8529595370735557
"(64,)",84,0.06077931041342052,0.08354324756866502,0.0001,0.999,0.7164251285590765
"(64,)",78,0.04973215774302953,0.062417493167219465,0.0003683190296287717,0.999,0.7120973048101573
"(64,)",82,0.038268024521705635,0.08978608092630018,0.00045838062937851023,0.999,0.8305937419413558
"(64,)",83,0.04690043462296676,0.08744943642628215,0.0003244664649669759,0.999,0.838336036929448
"(64,)",82,0.07077818221704095,0.08500554436114349,0.05006264285599495,0.999,0.744574162280236
"(64,)",101,0.1477904503203056,0.061340656767446516,0.0001,0.999,0.7955576486962062
"(64,)",89,0.32669837802535495,0.09995640305892334,0.0005511529290370892,0.5842505821974325,0.7166060688227174
"(64, 32)",94,0.3969047596083559,0.021978931382157427,0.09932462934618784,0.0061592943734613695,0.65904089809323
"(64, 32)",148,0.03375102394312828,0.02480315764708153,0.0029746900572590754,0.18621383236715258,0.7099410723495594
"(64, 32)",120,0.04004453607155015,0.02065625265782428,0.0012661320180921776,0.4774258607409676,0.6973099297665457
"(64,)",150,0.4,0.1,0.0001,0.999,0.8269177202948893
"(64, 32)",78,0.0024214403505762325,0.09167510095780429,0.09541420329688226,0.15529431524298315,0.6619556859897153
"(64,)",80,0.0496310713299661,0.08820939053560875,0.001908228546783866,0.999,0.8420808651760386
"(64, 32)",83,6.740624800361188e-05,0.0893413809466338,0.00011895271149904089,0.999,0.8617819274001487
"(64, 32)",83,0.0007949481727942583,0.08898670871746948,0.001650509631651155,0.999,0.879980289504422
"(64, 32)",83,0.0033283197825187227,0.08928241914655641,0.035987256193223405,0.9874611277809029,0.7401629552659921
"(64, 32)",83,0.0026333716053265933,0.08791518350419679,0.003346673799147431,0.999,0.8522650715607603
"(64,)",121,0.06657463564963922,0.031492558279669666,0.004833921562062217,0.999,0.8278429711557422
"(64, 32)",83,0.0,0.04226439821782921,0.0018641335601460541,0.9926163877127212,0.7015061131926641
"(64, 32)",82,0.050104462613532734,0.088817336551773,0.00036340393826896154,0.9243505645863384,0.693585342937973
"(64,)",83,0.0,0.09033895854776938,0.0026202858057086317,0.999,0.8808753678534048
"(64,)",108,0.1942798244910552,0.06572782815597102,0.00010731298401999928,0.999,0.8072982873959011
"(64, 32)",104,0.14733591733473306,0.056050066619268105,0.012075262423576857,0.999,0.7230205362695872
"(64,)",104,0.1508735400788519,0.062376685269643434,0.0001,0.999,0.7883005788950745
"(64,)",64,0.4,0.06204966216188919,0.0001,0.999,0.8271682019173884
"(64,)",84,0.0015019116397180002,0.09428571639874411,0.0024421767791097657,0.999,0.8741978567798795
"(64,)",113,0.1941791317729099,0.0706610040511372,0.0002842999483472749,0.999,0.8243098245301337
"(64, 32)",82,0.04978242675820952,0.08931804062514188,0.0001,0.9922321713839082,0.6945784760250595
"(64,)",84,0.00022082494397969432,0.08108989207491664,0.0026126613032221926,0.9961603027304894,0.7503135049603326
"(64,)",83,0.0,0.0928021383000168,0.003238431460828607,0.9106469937715114,0.7021356829179497
"(64,)",97,0.2975909425804361,0.04864353525305107,0.004837328373613663,0.999,0.8022338561655264
"(64,)",112,0.1919339828498995,0.06768879655313668,0.0052545096350020346,0.999,0.812445509344235
