hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64,)",76,0.1689151567173775,0.06887198047631297,0.02197699096576426,0.4456702440160854,0.7093102938276474
"(64,)",124,0.10207166444340417,0.035386629435432304,0.03891795222789523,0.27548356426063425,0.7049180246272166
"(64,)",114,0.09115342886048275,0.08854393025796141,0.05429635298803122,0.8981369122404662,0.6712574471352942
"(64,)",78,0.38438986816776777,0.05500756872822306,0.025195391532597693,0.8248067379061753,0.6868931840935637
"(64, 32)",70,0.13703832711883265,0.026717695808576886,0.021710668689216842,0.7050133448018618,0.6769613317810173
"(64, 32)",128,0.0,0.02,0.0001,0.9603163254215121,0.6678517930009253
"(64,)",64,0.4,0.02,0.1,0.4473969435048484,0.6792561729214387
"(64, 32)",85,0.1032729029678531,0.02,0.011576176380637513,0.7693547358842238,0.7009545938064105
"(64,)",128,0.0,0.1,0.1,0.001,0.694278007106776
"(64, 32)",90,0.12118872479091454,0.02,0.017371221863418874,0.8153537959176753,0.6889994529602719
"(64,)",64,0.30498488950257946,0.04490492641265025,0.0587317788574886,0.09470214321744323,0.6986651566979658
"(64,)",128,0.22996079452588775,0.0780092274778083,0.07936170913142696,0.23953795778690984,0.693148090385753
"(64,)",128,0.0,0.1,0.0001,0.001,0.7270066023997694
"(64,)",64,0.21034037853156418,0.02738755516613378,0.0001,0.8955816568651783,0.7549277661059115
"(64,)",128,0.36131800021438776,0.09532361476237772,0.0001,0.42524387429529725,0.7227868355884896
"(64, 32)",64,0.3000426820383366,0.023635834108112257,0.007368056364519502,0.8848719846927152,0.700923876150964
"(64,)",128,0.4,0.02,0.1,0.999,0.7548143762419792
"(64,)",64,0.0,0.02,0.0001,0.999,0.6780432047616158
"(64,)",64,0.351506247388103,0.031139641848542125,0.0001,0.7849820885369715,0.7224704864008009
"(64,)",128,0.4,0.02,0.09054299527132363,0.9796166783092244,0.7433921724967008
"(64,)",128,0.0,0.1,0.0001,0.999,0.7920455967568225
"(64,)",128,0.0,0.0919795095023079,0.03577277072070406,0.8665085007677783,0.6615924307525447
"(64,)",128,0.04767497212443439,0.1,0.05139670481368229,0.001,0.7035201105835596
"(64, 32)",128,0.0,0.1,0.0001,0.999,0.8147164352729699
"(64,)",127,0.21584197471265076,0.06055951289957415,0.0001,0.8389874575654989,0.7172152786205117
"(64,)",128,0.0,0.02,0.0001,0.001,0.7225673323422781
"(64,)",117,0.1742356285019131,0.08728253128905161,0.0001,0.03939890708176375,0.7190010978717596
"(64,)",120,0.4,0.06152232909915678,0.0001,0.001,0.6867119831090818
"(64,)",119,0.060423772356637255,0.07213397622194505,0.004257633203279241,0.999,0.8308776669371842
"(64,)",128,0.18976700408499084,0.04311933530552101,0.08741889933147379,0.999,0.7538481211034085
"(64,)",128,0.34979556923878796,0.05019826305756459,0.04695269612873548,0.9687776339672501,0.7187503318265248
"(64,)",128,0.2345687449557497,0.04119425241257167,0.09458087729699943,0.977002554630538,0.7452459450798659
"(64,)",119,0.20669471998472835,0.07192867900269391,0.015846345241401827,0.999,0.7635708041958041
"(64,)",119,0.0,0.06949097570928743,0.01996409647678989,0.999,0.7608408436736799
"(64,)",120,0.09256239718127438,0.023809294801597547,0.02626191915665107,0.999,0.7457710131517072
"(64,)",124,0.000694192178092615,0.0657547953325732,0.0001,0.001377247263188827,0.723751881930434
"(64, 32)",128,0.3015939223642671,0.09641072125842351,0.0014806598963482953,0.9964425520714673,0.7351623058340792
"(64,)",103,0.14662860186992452,0.06165296308535742,0.0001,0.999,0.8558317563672769
"(64,)",126,0.26599426610652266,0.05218784377270724,0.0001,0.999,0.8143925962865768
"(64,)",84,0.17508907317034916,0.06556473307265953,0.0001,0.999,0.8204773703790786
"(64,)",111,0.19011389756242172,0.06620323591528221,0.0001,0.999,0.8303829135885806
"(64, 32)",133,0.016884112169448618,0.06650821220778308,0.0001,0.999,0.8162987974606739
"(64,)",88,0.4,0.1,0.1,0.999,0.7551515119912625
"(64, 32)",105,0.4,0.1,0.1,0.6937016359650735,0.658543442728638
