hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64,)",73,0.240492745288036,0.0812566250403676,0.0001,0.999,0.5838147380746554
"(64,)",85,0.2256622180414623,0.1,0.0001,0.999,0.5705329153605017
"(64, 32)",85,0.0708928749144852,0.065717888730391,0.0025024238867028,0.9986362703880188,0.5618006152056676
"(64,)",150,0.2564826479560982,0.1,0.0001,0.999,0.5593911312862423
"(64,)",84,0.2823084046497272,0.0814097873538255,0.0023906932849012,0.999,0.5577755684373684
"(64,)",124,0.2770569914577758,0.1,0.0001,0.999,0.5550330895158482
"(64, 32)",64,0.0,0.0899989507213413,0.0001,0.999,0.5510044390555389
"(64,)",120,0.04190901050170602,0.03664722956679052,0.033759655670405564,0.5027329016948271,0.4488658973338639
"(64,)",130,0.06600982764861156,0.07979673657102677,0.030170544225399103,0.0362660428571079,0.454292343387471
"(64, 32)",120,0.10690042458436941,0.04861502577317911,0.050267663661904126,0.5575891878559682,-1.0
"(64, 32)",104,0.19142208337345273,0.03470235159265892,0.01587623707790452,0.8152154055331302,-1.0
"(64, 32)",73,0.33352261651829995,0.05936640921264841,0.0033615340693763564,0.9870066957913716,0.48584686774942
"(64,)",86,0.2884080831619924,0.0448173243728688,0.0010466694530188243,0.9062522912237828,0.460232498663562
"(64,)",83,0.0,0.0903389585477693,0.0026202858057086,0.999,0.6116340981536792
"(64, 32)",149,0.29250190469033777,0.0854603183500077,0.001928263904450807,0.9838309118945661,0.4512534818941504
"(64,)",76,0.23780248117766964,0.09021063864437305,0.02753944297241304,0.9767857165033121,0.4603248259860789
"(64,)",141,0.08095323731011159,0.05666518123313803,0.0007685694704072436,0.12541439197382193,0.48547552725825704
"(64, 32)",118,0.4,0.1,0.1,0.001,0.3865827339076787
"(64,)",94,0.4,0.1,0.1,0.3011013205220979,0.41747683900214877
"(64,)",99,0.4,0.02,0.1,0.999,0.5057699960206924
"(64,)",64,0.0,0.02,0.0001,0.7229628726409738,0.48572988903179104
"(64, 32)",64,0.4,0.02,0.1,0.999,0.5175896900034831
"(64, 32)",75,0.0,0.02,0.0001,0.19196856043861502,0.47095105451651414
"(64,)",64,0.03561425614155291,0.02,0.094649767678064,0.999,0.5053720652606446
"(64,)",64,0.4,0.02,0.08081978218567257,0.999,0.5045762037405492
"(64,)",64,0.4,0.02,0.1,0.6282674192535023,0.40369209334726575
"(64,)",95,0.0,0.02,0.0001,0.999,0.4124917944092113
"(64,)",79,0.3999992087150286,0.09999999975069099,0.0999998330614828,0.12216648389613204,0.4272030651340996
"(64,)",105,0.15238693290439942,0.1,0.033910273042819,0.999,0.48095342732870283
"(64, 32)",67,0.33780756343906454,0.1,0.0012017908827362124,0.10855551267413809,0.4245418078863473
