hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64,)",99,0.16787526502729244,0.07574872466602336,0.058489385968665576,0.5174409157195263,0.695947165632632
"(64,)",78,0.14183905064329524,0.07156133747722829,0.0747281118596661,0.2690605816933278,0.6948291709646102
"(64,)",95,0.26831875358738727,0.048967168656907326,0.060860818879821775,0.3180034533281718,0.696980947469017
"(64, 32)",65,0.16690560268334487,0.04824833891667132,0.0628897657691653,0.17655687792414962,0.6695224684480378
"(64,)",81,0.10407188103645273,0.06520744485698467,0.09327111544605457,0.43226675915041207,0.6875596576687955
"(64,)",69,0.05092244881542181,0.07641264721816987,0.0001,0.001,0.7009200364440332
"(64,)",128,0.4,0.02,0.0001,0.999,0.8321283922151601
"(64, 32)",64,0.028123305796366543,0.02,0.05350279091957433,0.283660973959719,0.6867494558044991
"(64, 32)",128,4.50270407605341e-18,0.02,0.1,0.001,0.6688181192451799
"(64, 32)",64,0.0,0.1,0.1,0.999,0.7585231776087253
"(64,)",128,0.4,0.1,0.0001,0.999,0.7986312392867437
"(64,)",82,0.034912795471649,0.02,0.1,0.999,0.7545106127603416
"(64, 32)",110,0.36481643500828115,0.02,0.0001,0.999,0.7233190853344053
"(64,)",123,0.005158304763006744,0.02,0.0001,0.874030336259651,-1.0
"(64, 32)",75,0.4,0.02,0.01761015222115756,0.9213828739333197,0.689496505392655
"(64,)",128,0.4,0.02,0.0001,0.001,0.6879413766818865
"(64,)",128,0.4,0.02,0.028904195587898883,0.999,0.7381503325849854
"(64, 32)",88,0.061027662269809706,0.08402487980470227,0.006298625196528881,0.001,-1.0
"(64,)",79,0.17014910835201225,0.02,0.0013185821051435152,0.9970859692829586,0.7457553224974591
"(64, 32)",105,0.3850039603605603,0.09376184892651014,0.026934377372126627,0.001,-1.0
"(64,)",97,0.19185081737879534,0.05173089039709783,0.08849315572456723,0.565270010695901,0.6744474614322771
"(64, 32)",82,0.14639329903688764,0.05401022388899865,0.05884260293506841,0.2725494394521293,0.6699046852009163
"(64, 32)",111,0.16950681260689893,0.044998049730690555,0.035067700939226704,0.999,0.7483662758066228
"(64, 32)",91,0.2989606109991289,0.02087844634482993,0.03210539048860471,0.9967284894121238,0.7475754146883484
"(64, 32)",92,0.16611346659530393,0.02977269803382146,0.030030539058968648,0.999,0.7468482879647467
"(64, 32)",64,0.02651707893375794,0.02,0.02402825991151804,0.9322430841213026,0.6735873433778803
"(64, 32)",72,0.03138070972192552,0.08540351787960498,0.1,0.999,0.7583274236609379
"(64, 32)",117,0.211758395190579,0.022708462939261626,0.07484766117394372,0.4535248857547717,0.6609210508851237
"(64,)",122,0.1900775510781128,0.02,0.018725408669568185,0.999,0.757575386246075
"(64, 32)",96,0.026739060779346263,0.1,0.09776737479573279,0.9126713619562611,-1.0
