hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,recall
"(64, 32)",91,0.13817697100537238,0.07753202481238185,0.04916278144991648,0.3170041642868119,0.5015184381778742
"(64,)",101,0.027990152526076912,0.052081404532896294,0.06276896923282792,0.24862263400693116,0.544468546637744
"(64,)",108,0.11878047993480477,0.07054336141496405,0.044081692088601236,0.21255897268453766,0.5483731019522776
"(64, 32)",91,0.05955609954808919,0.05936678214338739,0.07405560943440534,0.2536593378213533,0.4906724511930586
"(64,)",106,0.0747602853600133,0.03876103001458289,0.09880072912301509,0.3148993925289493,0.5219088937093276
"(64,)",85,0.031049614420114002,0.05106473229238581,0.0001,0.3181297535493252,0.5878524945770065
"(64,)",64,0.2,0.1,0.0001,0.2,0.6043383947939263
"(64,)",64,0.2,0.02,0.0001,0.35,0.606941431670282
"(64, 32)",64,0.15917127942653675,0.020425439838272077,0.0030869298161600232,0.25317309492386053,0.5453362255965293
"(64,)",64,0.19919546544308475,0.030393231960649365,0.09166162201254975,0.2611510881259234,0.5223427331887202
"(64,)",64,0.0,0.02,0.0001,0.2,0.5978308026030369
"(64,)",64,0.2,0.1,0.0001,0.35,0.5800433839479393
"(64,)",79,0.17399947700319207,0.022127277963074468,0.00012298596669449885,0.33024978248859815,0.5956616052060738
"(64,)",98,0.0617089659230485,0.02035343122868614,0.0004461077266159991,0.28333545059094145,0.6056399132321041
"(64,)",103,0.15493059151341526,0.02132472373149909,0.0002851030443294526,0.2665652419096646,0.5986984815618221
"(64,)",85,0.02691063128235634,0.0948337865355557,0.00037808786137384393,0.33533704338457915,0.6078091106290673
"(64,)",120,0.16988425084037748,0.02796099337115731,0.00014634455508588372,0.2102199062368553,0.6008676789587852
"(64,)",115,0.002581118058348509,0.09063786435075946,0.0003754761865320549,0.21342011398230132,0.558351409978308
"(64,)",128,0.06322430351678442,0.02285997621054885,0.000986262200911767,0.2938299056629299,0.589587852494577
"(64,)",68,0.10794831948830819,0.025015982655069557,0.0007604288443103853,0.21557050150931573,0.6
"(64,)",65,0.00344422727361522,0.021372073908795617,0.0033483901645124654,0.3352055614101799,0.5744034707158352
"(64,)",64,0.2,0.02,0.0001,0.2,0.5934924078091106
"(64,)",123,0.19671402218027068,0.09562507988433702,0.0009530913771237131,0.3426767532383138,0.572234273318872
"(64, 32)",71,0.01714680065884853,0.09921417775116337,0.00013125913797615776,0.3103472674533052,0.5553145336225597
"(64,)",126,0.03800702485205202,0.03259448993296638,0.00016624137208701931,0.2849611747065238,0.6117136659436009
"(64,)",67,0.13014407344899845,0.09910538458098737,0.0017362145406126625,0.27580641111879795,0.5453362255965293
"(64,)",128,0.2,0.02,0.0001,0.35,0.5882863340563992
"(64, 32)",92,0.11509799811115802,0.0236402632006833,0.00018583792439313463,0.22767003548392006,0.5475054229934924
"(64,)",84,0.08193419420226311,0.020035781902870902,0.026090202475505673,0.34236467654771796,0.5462039045553145
"(64, 32)",73,0.038275517506719085,0.09916977902904955,0.09989790872268027,0.22546758485127066,0.4880694143167028
