hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64, 32)",91,0.27635394201074476,0.07753202481238185,0.04916278144991648,0.7794677063882551,0.3894113549285963
"(64,)",101,0.055980305052153824,0.052081404532896294,0.06276896923282792,0.32450259159278205,0.4336468129571578
"(64,)",108,0.23756095986960954,0.07054336141496405,0.044081692088601236,0.08455903159445718,0.44369279745324314
"(64, 32)",91,0.11911219909617839,0.05936678214338739,0.07405560943440534,0.3580134609714038,0.3848833159177987
"(64,)",106,0.1495205707200266,0.03876103001458289,0.09880072912301509,0.765463958292609,0.37547892720306514
"(64,)",90,0.06007452935539072,0.0529492187115506,0.011177471588012279,0.9776677490596789,0.42896935933147634
"(64,)",108,0.1637518142216375,0.08719425950444588,0.03392671372920891,0.7129832700566482,0.40986868284918426
"(64,)",80,0.05244711728657006,0.04342997533369641,0.04448316919796728,0.09707777407288672,0.4520493434142459
"(64,)",71,0.0,0.06813339620062578,0.0001,0.001,0.46597692001591723
"(64,)",128,0.0,0.02,0.0001,0.2230074844563849,0.4894548348587346
"(64,)",64,0.4,0.02,0.0001,0.444057843809229,0.44733178654292344
"(64,)",128,0.0,0.02,0.0001,0.001,0.4835266821345708
"(64, 32)",128,0.0,0.02,0.0001,0.001,0.4332985022640195
"(64,)",128,0.4,0.02,0.0001,0.001,0.44779582366589327
"(64, 32)",128,6.733383644342825e-19,0.02,0.0001,0.999,0.5324313569438918
"(64, 32)",128,0.4,0.02,0.0001,0.999,0.4733178654292343
"(64, 32)",128,0.0,0.02,0.04122433541809793,0.999,0.4886799024730059
"(64, 32)",92,0.05932970814897353,0.020135303297476037,0.002744730157235842,0.7944191520870357,0.4332985022640195
"(64, 32)",128,0.0,0.02647653710495199,0.0001,0.999,0.5252686032630323
"(64, 32)",128,0.0,0.1,0.0001,0.999,0.5181058495821727
"(64,)",128,0.0,0.02,0.0001,0.999,0.4705677464298154
"(64, 32)",65,0.3677398938267744,0.04806966042330793,0.0033648439648132056,0.021459440615797565,0.4218066056506168
"(64,)",69,0.3652207021724945,0.07414096512556026,0.09527476720397464,0.014306173133300779,0.4221525600835946
"(64, 32)",127,0.004585654979633874,0.04606970648353051,0.00210420422321299,0.7459799445290711,0.4566353187042842
"(64, 32)",126,0.00013054639214469258,0.06752572024763022,0.09937436428477948,0.0021487749441460383,0.39742250087077674
"(64,)",127,0.3423071251180257,0.036926159779094414,0.0024536541248878344,0.3696582747797495,0.45382830626450116
"(64,)",124,0.38575803456891444,0.05037573124508396,0.004471644554397623,0.9957876655500678,0.5011600928074246
"(64,)",64,0.4,0.02,0.0001,0.999,0.5467568643056109
"(64,)",64,0.4,0.02,0.06279020660870131,0.999,0.49621965777954635
"(64, 32)",70,0.36898696011450466,0.02503212920014344,0.008276596033864696,0.9983732724216952,0.48259860788863107
"(64,)",64,0.4,0.1,0.0001,0.999,0.5464994775339603
"(64,)",64,0.4,0.02,0.0001,0.8994933368195257,0.4548348587345802
"(64,)",64,0.35238800530161296,0.02,0.0001,0.999,0.5534656913967259
"(64,)",64,0.32495102312553814,0.1,0.0001,0.999,0.5296458416235575
"(64,)",128,0.0,0.03526538530128155,0.0001,0.5264817794477253,0.45602865101472345
"(64,)",64,0.4,0.02,0.0001,0.21881871373728373,0.44269141531322503
"(64, 32)",128,0.4,0.043517774144037624,0.0001,0.5573676689958345,0.42041100661790315
"(64,)",128,0.4,0.02279959123444262,0.1,0.49112885367528575,0.4054336468129572
"(64, 32)",114,0.16172185137066278,0.030855373843804317,0.00010000000000000009,0.999,0.48308794269797056
"(64, 32)",74,0.001204726498550413,0.06839717115699256,0.0942516678047394,0.5739758934037348,0.38523162661093696
"(64, 32)",128,0.39123157858554747,0.022698354699219356,0.0687738449786268,0.2073612116556171,0.39254615116684083
"(64, 32)",123,0.39019579744170846,0.03142877415497657,0.09669299597146457,0.9890447775043177,0.5105451651412655
"(64, 32)",64,0.344775896869692,0.041332260827413925,0.1,0.999,0.5158481365377917
"(64, 32)",64,0.0,0.02,0.0001,0.999,0.5455630720254676
"(64, 32)",64,0.05727114730190578,0.07952123032109755,0.1,0.999,0.5033824114604059
"(64, 32)",119,0.006402918844584936,0.06511755591724117,0.0004542723388068622,0.2586589635086794,0.43772383605252685
"(64,)",64,0.4,0.0804728679604647,0.0001,0.999,0.5506792058516197
"(64,)",69,0.0,0.0804612432528091,0.1,0.999,0.5005968961400716
"(64,)",128,0.27505589864833985,0.054625531107346595,0.1,0.999,0.5017906884202149
"(64,)",106,0.0036213942194064544,0.03376738438605886,0.0033515499350651387,0.36771136242947394,0.462556600487635
