hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64, 32)",91,0.27635394201074476,0.07753202481238185,0.04916278144991648,0.6680166571472477,0.6862025819895939
"(64,)",101,0.055980305052153824,0.052081404532896294,0.06276896923282792,0.3944905360277247,0.6933361175158899
"(64,)",108,0.23756095986960954,0.07054336141496405,0.044081692088601236,0.2502358907381506,0.7003176764937882
"(64, 32)",91,0.11911219909617839,0.05936678214338739,0.07405560943440534,0.4146373512854131,0.6644750314761161
"(64,)",106,0.1495205707200266,0.03876103001458289,0.09880072912301509,0.6595975701157971,0.6599528758930874
"(64,)",85,0.06209696712110984,0.05106451510314282,0.0001,0.6725215724947944,0.7186989224170622
"(64, 32)",128,0.0,0.02,0.0001,0.20000000000000004,0.7087828792682371
"(64,)",128,0.4,0.1,0.0001,0.2,0.6964378659572532
"(64,)",80,0.0,0.09914434670851802,0.021977016406518127,0.32547180910464363,0.7135946245999121
"(64,)",128,0.0,0.02,0.0001,0.2,0.7379464962911275
"(64,)",128,0.0,0.1,0.017116570749978653,0.8,0.7164364817666065
"(64,)",128,0.0,0.02,0.021373589283790222,0.8,0.6975809372297983
"(64, 32)",74,0.3735676382647391,0.06836609909034412,0.00031928476388022554,0.7898782619873537,0.7069963015563612
"(64, 32)",126,0.005087349707412693,0.021309802311590575,0.00011504209801575685,0.4287368362640446,0.7169005174597637
"(64, 32)",104,0.0016973709667648332,0.08899895639736775,0.00011909301740652252,0.4548075138753633,0.7220871556588748
"(64,)",120,0.3989461707134873,0.05539905307052803,0.0008284125334761281,0.21566329510059867,0.7016614791119944
"(64,)",74,0.39994231213775533,0.07486308657354271,0.09992064283699577,0.44813466226890675,0.6767774998862308
"(64,)",115,0.005162236116697018,0.09063786435075946,0.0003754761865320549,0.2536804559292053,0.7176335222532348
"(64,)",81,0.17903793492739184,0.08596131194143958,0.0003527032658340217,0.585777721650549,0.7336811033326761
"(64,)",64,0.15088812518508699,0.1,0.0001,0.2,0.7160245191359615
"(64,)",64,0.0,0.09482346495418034,0.0001,0.2,0.7259303467681992
"(64,)",64,0.0,0.1,0.0001,0.8,0.7116338142605767
"(64, 32)",128,0.17074632446971352,0.09857282241077597,0.0001960462417761867,0.7484396129803035,0.7037975175583636
"(64,)",64,0.0,0.1,0.0001,0.2,0.720105866882575
"(64,)",64,0.0,0.02,0.0001,0.2,0.7258927555633087
"(64,)",80,0.4,0.022185043990757,0.0001,0.8,0.7086603878767653
"(64,)",64,0.0,0.02,0.0001,0.8,0.7244466792697541
"(64,)",73,0.3991754078703602,0.07079637481382778,0.041734081851017416,0.47769580405997986,0.6962241696752272
"(64, 32)",100,0.0014569114049447945,0.03221012349290967,0.00017383150848408096,0.5377179474027287,0.7272145628232939
"(64, 32)",65,0.007738193033478959,0.05567527782967657,0.018935643576741195,0.6259686535769675,0.6788614178662985
