hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64,)",91,0.076645820899355,0.05626840379881182,0.07093142593189593,0.23500797042926083,0.6976857588588201
"(64, 32)",79,0.1465020533050171,0.06166049763958993,0.08696623550852005,0.955678081919977,0.7393756494319129
"(64,)",125,0.2438723086975499,0.03525285724057804,0.020910248196110908,0.8757046939130374,0.6896524401574564
"(64, 32)",133,0.016180965173565248,0.02568000981900096,0.026957594122353216,0.5232320538783629,0.6798450820464785
"(64,)",107,0.38252077926292993,0.04984486985249524,0.09822728734623808,0.996443992165236,0.7545051494736283
"(64,)",96,0.24301223216647583,0.07763031563062665,0.08153291808939672,0.927525940612324,0.6879796670926688
"(64,)",73,0.28889643864924025,0.028409613229538604,0.06918372177931832,0.656925119649468,0.6824459027956858
"(64, 32)",130,0.10715317861322896,0.055681479189699346,0.00010004229701832881,0.5919369315867519,0.7179521112699665
"(64, 32)",141,0.05243945716514699,0.09921424065432345,0.04970159778523593,0.005649745738876861,0.6920388180149568
"(64,)",73,0.34689321211479696,0.0880687511827159,0.03848524411453926,0.1803856719618318,0.7045360685951791
"(64,)",65,0.01048888120335794,0.058606514971758644,0.010158528929249427,0.13864533170038598,0.7190151649462252
"(64,)",74,0.3608237643654857,0.04570918191840072,0.05860507765008404,0.20988821832818885,0.6981936667589461
"(64, 32)",71,0.22092059936758243,0.0679779723878574,0.09363743145034348,0.21433575030582175,0.6590669701773282
"(64,)",82,0.3033526136922123,0.09888972047240338,0.010611427836626788,0.9913450157159209,0.7244641949698891
"(64,)",109,0.20299099682333743,0.09251346550581738,0.09305013958969002,0.36272648191981705,0.6884867454264825
"(64, 32)",104,0.11544822261525421,0.09452960991696266,0.014973800247094075,0.5965926221891575,0.6961983464610226
"(64, 32)",76,0.36132555179478804,0.08679374576579116,0.004794957171291163,0.9379750328441319,0.6963626598455774
"(64, 32)",103,0.34793542863582916,0.09911974350300612,0.04349101863668274,0.7990662989168904,0.6777721261926795
"(64, 32)",130,0.016177219755016518,0.07281399882689184,0.033650144337629466,0.7191795634710971,0.6675840326972378
"(64, 32)",89,0.08491836879997748,0.08199652392617361,0.07582020760824149,0.21497259785634595,0.6630474782132185
"(64,)",130,0.1278188779333471,0.09752090220665835,0.002727831886472285,0.4551757390878224,0.7108236598000697
"(64, 32)",148,0.014743073110000319,0.0688299150673329,0.0005663913866837299,0.03705435140923446,0.7235345948113707
"(64, 32)",101,0.19589699405117794,0.021685488171240337,0.02245621371379062,0.0011915008526114438,0.698002262108824
"(64, 32)",101,0.13681048054775266,0.08047654126194,0.0635803779629326,0.6759391568090213,0.6669289834352199
"(64,)",149,0.026553765951863723,0.021744032006684934,0.0992881639897963,0.003079907703079292,0.693497539269299
"(64, 32)",101,0.23303390573988259,0.08805198394136915,0.09977571953694205,0.677733456408985,0.6618194830521973
"(64, 32)",67,0.22689411054950492,0.053996248711203884,0.001367475612046005,0.3058067434751908,0.7011441141559092
"(64, 32)",116,0.027822502443042213,0.020034191532827785,0.06020523035693149,0.4209536008529579,0.6752245398988215
"(64, 32)",98,0.3376684707760378,0.07090931442995038,0.09922248229547637,0.09820034133779847,0.6617427837211596
"(64,)",134,0.15591895660537813,0.08004219984967166,0.09983466681697574,0.5157232559082758,0.6806159150637866
"(64,)",102,0.06805451149633363,0.09472965605320592,0.0995901842434628,0.780966934256093,0.6658125175394021
"(64, 32)",123,0.1305977130029062,0.02261551405812125,0.09778679916005076,0.9732208159346607,0.7475175228107034
"(64, 32)",136,0.33057672850330544,0.02192624317749738,0.0014894326438941294,0.9988197637980386,0.7237620618941796
"(64,)",129,0.32218193459195105,0.0418641505988295,0.00035006385916192906,0.7248314101300465,0.7301385352039501
"(64, 32)",91,0.33940838753948405,0.022778350805761845,0.05408513246998558,0.9800697068894737,0.7437357907141665
"(64,)",87,0.08669120664954291,0.06267022317447837,0.0009970691374171583,0.0015056841376160368,0.7116859821306676
"(64, 32)",74,0.2580678822751351,0.09667413276964584,0.005710881304118022,0.24840937740152694,0.6973527946429927
