hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64,)",145,0.15228786750075585,0.036577359562880524,0.009968457048427956,0.35651375959519976,0.45846867749419956
"(64,)",89,0.2104901072202369,0.0975335883463337,0.04447615116506045,0.32285112580028313,0.44807003581376836
"(64, 32)",126,0.2537704514748659,0.03288834240523293,0.047494754348518894,0.43674583745314527,0.4000348310693138
"(64,)",71,0.015196900177779285,0.020750857371343825,0.09452664810447614,0.9955752533807695,0.49900517309988063
"(64, 32)",122,0.0022385349756117727,0.02966226157011007,0.03047470181225109,0.9641970503262595,0.4703541583764425
"(64,)",138,0.03817973588784082,0.07039572159766987,0.015510208450778476,0.7724514851379778,0.4329727839477143
"(64, 32)",103,0.28545225531687135,0.09782615593434883,0.003817300384748613,0.0010992194672958904,0.42737722048066873
"(64, 32)",64,0.060253513803330855,0.021794190799241112,0.047920777693802194,0.43015078165403764,0.4088738559490649
"(64, 32)",80,0.02865433578599959,0.07043759480592525,0.09982955532474366,0.1709500747224544,0.37887124881649903
"(64, 32)",140,0.008680727783687161,0.05907510457966661,0.06549739744670444,0.6318011097263208,0.377742946708464
"(64,)",129,0.3965702912992057,0.0737837454971931,0.08613893564816934,0.9103927598321586,0.4206622255320748
"(64,)",145,0.09221298194746702,0.06712949294278345,0.06764325360820264,0.0024097360714977825,0.4383207321925985
"(64,)",73,0.006808741597307534,0.0634480676914379,0.0015061442865641633,0.07639451524809038,0.47981438515081204
"(64,)",86,0.003951634805589689,0.035916618931981975,0.00849684145574685,0.5368633039424132,0.4549883990719258
"(64, 32)",88,0.313104520848123,0.09881273301875775,0.0020651582444933354,0.9693647020474034,0.451850378034222
"(64,)",77,0.15580560169163507,0.02171383829591548,0.09907959749051211,0.20845277075303992,0.4251890171110227
"(64,)",141,0.016741487479173502,0.02321720004154705,0.005515742490169181,0.9951106914940077,0.47587006960556844
"(64, 32)",146,0.3167545114650393,0.024953556143254448,0.004356312684976944,0.007554656327407899,0.4339938762184464
"(64, 32)",98,0.3319158135598702,0.024079628947856462,0.09674451728522623,0.9282939757946843,0.46377568791361895
"(64, 32)",80,0.3036488777288548,0.09482618773409325,0.09894971141438788,0.9799460804249266,0.5093513728611222
"(64,)",104,0.3912716387817246,0.09636733160424919,0.0012600689340357893,0.26110762589072356,0.45359628770301624
"(64, 32)",112,0.34303327444758813,0.09903054933385286,0.09787530672047151,0.7149092597971018,0.3724631914046956
"(64, 32)",66,0.11683586831121143,0.09505039707844419,0.09993445387122137,0.07004794779436696,0.3848406953296013
"(64,)",100,0.10635479909105901,0.07841688462958632,0.09988202383412055,0.4926457911053474,0.4120573020294469
"(64, 32)",84,0.0024607382316173885,0.08919572007459582,0.000986473473070323,0.23912699018117808,0.4519721577726218
"(64, 32)",104,0.02876914645804823,0.07555503917288733,0.09509656444763112,0.9961505338858496,0.5075606844409073
