hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64, 32)",91,0.13817697100537238,0.07753202481238185,0.04916278144991648,0.3170041642868119,0.678435494819714
"(64,)",101,0.027990152526076912,0.052081404532896294,0.06276896923282792,0.24862263400693116,0.696464601694401
"(64,)",108,0.11878047993480477,0.07054336141496405,0.044081692088601236,0.21255897268453766,0.7001562428894316
"(64, 32)",91,0.05955609954808919,0.05936678214338739,0.07405560943440534,0.2536593378213533,0.6559607657797735
"(64,)",106,0.0747602853600133,0.03876103001458289,0.09880072912301509,0.3148993925289493,0.6833707507243298
"(64, 32)",121,0.04960746308043135,0.09816008869185344,0.05236124041382163,0.3499842490594858,0.6737582103363015
"(64,)",73,0.0,0.05532413027310279,0.010081928263694931,0.29351650501222887,0.7045076500235122
"(64, 32)",64,0.2,0.02,0.0001,0.2,0.7043827647406823
"(64,)",75,0.2,0.02577512151735155,0.0001,0.22660471381498506,0.7252286047737512
"(64,)",128,0.2,0.06583236116457562,0.0001,0.3411663213990235,0.7353230520834912
"(64,)",64,0.2,0.1,0.0001,0.35,0.717095631456396
"(64,)",128,0.2,0.02,0.0001,0.35,0.7327170524703063
"(64,)",127,0.010120665074561667,0.04396914414013721,0.0022155805942588444,0.2584630737194439,0.7250520730625123
"(64,)",128,0.2,0.1,0.0001,0.2,0.7150961633269117
"(64,)",119,0.1775368298506826,0.02136714812769375,0.011465457445145951,0.33612480721462146,0.7111344864463085
"(64,)",128,0.04968472633689776,0.02,0.0001,0.35,0.7316423611637821
"(64,)",128,0.2,0.054192783309670145,0.0001,0.35,0.723650745946028
"(64, 32)",127,0.17587208259827503,0.09958445583433916,0.019288965756984064,0.3376245904909731,0.7024523402302687
"(64, 32)",67,0.14789011087481713,0.09804243068389604,0.09969545485025035,0.2480993423159948,0.654534788692869
"(64,)",128,2.5179207420548977e-19,0.02,0.0001,0.35,0.7133284760250596
"(64,)",128,0.2,0.02,0.0001,0.2,0.7290689279538249
"(64, 32)",125,0.004346438987982616,0.06594964029129897,0.0015587298560380807,0.22364843137767113,0.6736107371478847
"(64,)",125,0.1989017062360827,0.02169897332171976,0.0820017496018541,0.20101520251279503,0.6894498363621194
"(64,)",66,0.09193602165657666,0.07891241749871232,0.0012923228004603111,0.24500021296285346,0.7230344729836324
"(64,)",128,0.13325923902781622,0.02,0.0001,0.35,0.7253875733810659
"(64,)",127,0.09048887573465147,0.04185610582124111,0.00017174986464647417,0.28112571116085416,0.7279249560092836
"(64,)",128,0.12693748146936099,0.02,0.0001,0.35,0.7258232142044507
"(64,)",64,0.09806169784732129,0.05856916724129051,0.0006010771802177518,0.33354077739632865,0.7225030765059236
"(64, 32)",123,0.18899887709600904,0.038549798593021316,0.0008657400517749467,0.21393307446523366,0.702236415970147
"(64,)",70,0.19626195696748938,0.020130822354438076,0.00036594974895945236,0.3457002483316974,0.721437226006098
