hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,recall
"(64, 32)",126,0.13210783678711951,0.02137234999365134,0.0027727770669887515,0.35651278872889564,0.5672451193058567
"(64, 32)",74,0.10592539283870755,0.09851708478660313,0.0007907150911286641,0.002023010052582947,0.5620390455531453
"(64,)",77,0.021111880995431292,0.04102351855966474,0.015736945348980947,0.0015284403678636593,0.5518438177874188
"(64,)",145,0.39466275911025095,0.08773057975426055,0.003070647725259753,0.045582573296224276,0.5407809110629067
"(64, 32)",99,0.06485340841961827,0.03714158231632081,0.04583102077336896,0.5224038498787335,0.49349240780911063
"(64,)",86,0.37352022200041957,0.030655263163176908,0.09877628232616238,0.9956419452575689,0.6149674620390455
"(64,)",66,0.06926741799592297,0.061341764864228876,0.002463309073727956,0.3945208830606808,0.5869848156182212
"(64,)",98,0.3746485725833216,0.0862885687766633,0.09939538892476951,0.20581222465541155,0.5323210412147505
"(64, 32)",84,0.02483666172316275,0.044327655012187994,0.0002209138395631602,0.7952757332577172,0.5737527114967462
"(64,)",144,0.3488411717776265,0.09567450222048667,0.033449574712634086,0.3287633049081894,0.5436008676789588
"(64,)",137,0.38385380188622265,0.09452472222685072,0.05125615209744124,0.012176073248199186,0.5464208242950108
"(64,)",66,0.004473700164886552,0.08266044700346227,0.04123473312733961,0.6499257649947445,0.5279826464208243
"(64, 32)",129,0.13249361476686208,0.09833327942711517,0.09991891152979443,0.658982207909465,0.48351409978308024
"(64,)",131,0.015233111765811018,0.08254112707492987,0.09980113950753651,0.40233365942843824,0.5325379609544468
"(64, 32)",137,0.016971495228915993,0.09646252626644145,0.0004461845762309167,0.9950384881570109,0.5303687635574837
"(64,)",88,0.15782294139867764,0.04735159189649296,0.05829184416885069,0.1400718445035549,0.5446854663774403
"(64,)",94,0.2395557778947477,0.08270732017565943,0.034713119579012214,0.6892672193862518,0.5327548806941431
"(64, 32)",66,0.18389071370117027,0.07947017629986554,0.030412658237354295,0.05989358957948619,0.5323210412147505
"(64, 32)",144,0.3764533571877706,0.04460592237058548,0.09968182376367259,0.9965631561813415,0.6464208242950108
"(64, 32)",96,0.24269131046173886,0.02481217702844856,0.09344024151712853,0.3997005133712992,0.48524945770065075
"(64,)",68,0.10756481507286975,0.039056632061703206,0.01740909717257651,0.8445614092716162,0.5366594360086767
"(64,)",88,0.06496696140834628,0.042167783204162486,0.05955598882450739,0.2405362262732188,0.5438177874186552
"(64, 32)",86,0.04600113354648704,0.035490611088870264,0.011133775595398193,0.1724018858653398,0.5655097613882863
"(64,)",102,0.13770309160743519,0.07224147714218201,0.09870865980997498,0.2717066038582488,0.5321041214750543
"(64, 32)",97,0.21324956382137886,0.0832165280446054,0.0939067708524363,0.6546217981924464,0.48459869848156184
"(64, 32)",87,0.32660055896036366,0.07998808979400912,0.014667185110037414,0.8519346526954745,0.5275488069414317
"(64,)",112,0.1742668222841239,0.03553028106340317,0.024844850294842107,0.7991175263991589,0.5340563991323211
"(64, 32)",89,0.3633114879062686,0.08758792144434013,0.01814527247395993,0.9447576663879715,0.5327548806941431
"(64, 32)",140,0.36016023117059,0.08169204341649287,0.06082576295784527,0.530620696040211,0.49154013015184383
"(64, 32)",86,0.3797785903824525,0.05915624604863022,0.05277748908744869,0.9629787309758299,0.5880694143167029
"(64, 32)",75,0.2839055927541812,0.025065793831176172,0.037426725037205635,0.8553950175763237,0.5164859002169198
"(64,)",131,0.0973766519147073,0.07753953106633547,0.07173072612655934,0.5436357788175472,0.5357917570498916
"(64, 32)",66,0.17514848850951875,0.08330230063011809,0.029389529932001772,0.834120354242079,0.5273318872017354
"(64,)",136,0.1508425880589167,0.047252581976889196,0.08126909586063154,0.03789459169793222,0.5360086767895879
"(64,)",81,0.04945678871190073,0.08768196547472279,0.025762248462815187,0.7142543328559473,0.5462039045553145
"(64,)",77,0.1024679913886349,0.046271658644058564,0.0057087135431991886,0.07002504135193886,0.562472885032538
"(64,)",101,0.10421106664879656,0.08747062106839025,0.07473561717472643,0.8405901924102301,0.5015184381778742
"(64, 32)",82,0.3219249133529399,0.09348032917651256,0.03483194199108583,0.16592802037281218,0.5268980477223428
"(64, 32)",119,0.1339589105200881,0.09762520424380114,0.08949704698925548,0.7082490127573438,0.4926247288503254
"(64,)",78,0.18344751687183108,0.09407248558538327,0.07260741474611142,0.799871017847137,0.5010845986984815
"(64,)",139,0.33984922651775784,0.03276950596501691,0.086432238467153,0.1408764976921594,0.5223427331887202
"(64,)",100,0.2682208443820544,0.02202320014487155,0.0440701797201121,0.8273920541078228,0.5058568329718005
"(64,)",149,0.11089055536325042,0.06348396018413703,0.008637110444184488,0.6744263953901948,0.5453362255965293
"(64,)",91,0.3201705213652952,0.08005187915240716,0.02097476011268269,0.9925726782211506,0.5796095444685466
"(64, 32)",131,0.364175370868991,0.029333305070339058,0.026907793317317623,0.10754022341652457,0.5199566160520608
"(64, 32)",149,0.3637754352695868,0.08893416433905897,0.07018155225806041,0.03696755415785821,0.49023861171366595
"(64,)",69,0.17133938838547358,0.02653672193117893,0.02291243342299549,0.1304673471617958,0.5464208242950108
