hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,recall
"(64, 32)",105,0.178772854823595,0.06153263809872972,0.05830473404125889,0.9192950864066659,0.5238611713665944
"(64,)",76,0.13559985972598906,0.03947302207682195,0.09475379127573905,0.06745111864231222,0.5370932754880694
"(64, 32)",67,0.1684418218108509,0.09866550577987188,0.03176678995537611,0.16908694281584366,0.5288503253796095
"(64, 32)",67,0.16691568814576052,0.09849903606528675,0.07814392866974743,0.9417561077647308,0.5859002169197397
"(64,)",133,0.1316055615242146,0.027056770373261162,0.03572830641228823,0.12329636815388692,0.5381778741865509
"(64, 32)",148,0.25440069728914166,0.0916891817497708,0.03181622989903504,0.7377602742121284,0.5095444685466377
"(64, 32)",101,0.28371529765296016,0.03302995472284216,0.07113924955038615,0.7574739471674542,0.49154013015184383
"(64, 32)",64,0.20890734103876116,0.09352561125825289,0.00414483471689586,0.6226028145746868,0.5472885032537962
"(64, 32)",66,0.06331701660800408,0.04243880144290284,0.06817872990433985,0.9981627652635031,0.6143167028199567
"(64, 32)",149,0.012855176247552306,0.06971491586050256,0.09609988827728902,0.9176128427539044,0.5431670281995662
"(64, 32)",146,0.3998044753626317,0.022175078221631752,0.0023967899048198005,0.07203590433856666,0.5219088937093275
"(64, 32)",74,0.396754028824214,0.025682274943625565,0.08608501073193837,0.012862482218736773,0.48308026030368767
"(64, 32)",68,0.3922814165410069,0.08822004402856215,0.023808968405290433,0.9808367677575558,0.5531453362255965
"(64, 32)",150,0.014458652874771086,0.07959899858780581,0.059361965946254355,0.043239787715967135,0.5299349240780911
"(64,)",144,0.39855579451290907,0.02246394330108508,0.06344635419849937,0.9947707977499456,0.6123644251626899
"(64, 32)",122,0.341316609887963,0.04675001308228249,0.005700763096577373,0.45886397897617137,0.5459869848156182
"(64,)",101,0.10858166774970279,0.02332239199154203,0.071146255084809,0.3485968429903901,0.5357917570498916
"(64,)",149,1.6000758196232925e-05,0.06986366127344354,0.007903028585604828,0.9513226555465336,0.527114967462039
"(64,)",117,0.39392304371095643,0.051223075989796835,0.06755979728724577,0.9684184838503805,0.5718004338394794
"(64,)",101,0.16160537096156893,0.03260159173433466,0.08924385246505466,0.5434393753690722,0.5169197396963123
"(64,)",141,0.29956292979383914,0.07685404455880207,0.003197918462699718,0.9764584812334764,0.5429501084598698
"(64,)",64,0.3933659008748949,0.06752315390102044,0.00846449830818991,0.19021763790434773,0.5498915401301518
"(64,)",65,0.0319064480346369,0.08995204812214394,0.009730057776895434,0.8652923139475817,0.5470715835140998
"(64,)",145,0.3934015353800046,0.053142406434303485,0.09440564253970142,0.04220633192348191,0.5301518438177875
"(64, 32)",107,0.32193339858575953,0.09981882564500834,0.08805447709546561,0.33828142832250896,0.48351409978308024
"(64,)",145,0.0019569736293882484,0.0349563509058157,0.09846490850914096,0.8337213040749986,0.5110629067245119
"(64, 32)",71,0.13085970645100073,0.09906497259465734,0.09740709303408038,0.48574926486902287,0.4754880694143167
"(64,)",65,0.3280886563532135,0.04898997076545484,0.04754386900359024,0.9752606090821138,0.5657266811279826
"(64, 32)",125,0.07122242080566751,0.02274348873822369,0.09837113680384954,0.2349141351087394,0.4785249457700651
"(64,)",78,0.24648044851754963,0.021991076701323192,0.09111284580850246,0.6499274118171794,0.506941431670282
"(64, 32)",118,0.06398901411083414,0.0873578992558214,0.0017093516760656124,0.2907259077730539,0.5880694143167028
"(64,)",117,0.16846281067978963,0.02079029020260065,0.005077848625101445,0.5845091625335196,0.5598698481561822
"(64,)",69,0.2127355591251362,0.02080396264171097,0.0008476634167723804,0.8088513160598572,0.579175704989154
