hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64, 32)",91,0.13817697100537238,0.07753202481238185,0.04916278144991648,0.3170041642868119,0.665685013197215
"(64,)",101,0.027990152526076912,0.052081404532896294,0.06276896923282792,0.24862263400693116,0.6967513235137963
"(64,)",108,0.11878047993480477,0.07054336141496405,0.044081692088601236,0.21255897268453766,0.7008222661286652
"(64, 32)",91,0.05955609954808919,0.05936678214338739,0.07405560943440534,0.2536593378213533,0.6665818217845061
"(64,)",106,0.0747602853600133,0.03876103001458289,0.09880072912301509,0.3148993925289493,0.6829369586487265
"(64,)",85,0.03104962004010375,0.05106473418582516,0.0001,0.3181296783562854,0.7294237927202949
"(64,)",64,0.2,0.1,0.0001,0.2,0.7216852663334496
"(64,)",64,0.0,0.1,0.0001,0.2,0.7278286315094884
"(64, 32)",70,0.005305119231167834,0.09659442342903748,0.0015236818336316687,0.2113948463817985,0.6474877650819897
"(64, 32)",96,0.19959057670673394,0.09885436522038075,0.09890893856408256,0.32946833575296597,0.6668097629052077
