hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64,)",83,0.0,0.0903389585477693,0.0026202858057086,0.999,0.8798634984186096
"(64, 32)",83,0.0007949481727942,0.0889867087174694,0.0016505096316511,0.999,0.8848983496844804
"(64,)",84,0.001501911639718,0.0942857163987441,0.0024421767791097,0.999,0.8697074498847139
"(64, 32)",83,6.740624800361188e-05,0.0893413809466338,0.000118952711499,0.999,0.8707697569512917
"(64, 32)",83,0.0,0.0863833166096819,0.0001,0.999,0.8666128594155302
"(64,)",148,0.3653548901950524,0.08057874198481452,0.08615402590852146,0.9892508705371437,0.749112458853511
"(64,)",100,0.0012625493517476995,0.0213231460020332,0.039899777863709275,0.5988719519350091,0.6982078049390956
"(64,)",74,0.16525272693389143,0.08906826507086173,0.030222697561035232,0.3837176045447851,0.7076706204587171
"(64, 32)",102,0.008306578897464868,0.07611907820799627,0.022063446631322974,0.5166645330260616,-1.0
"(64, 32)",98,0.15780961800764376,0.03081937603207024,0.0012285021157351134,0.9381435194918555,0.7062831233977519
"(64, 32)",84,0.009085950534655664,0.09621887883513235,0.002919573531758564,0.19242282642012556,-1.0
"(64, 32)",74,0.31403237542693224,0.09565697859232812,0.06871196607115959,0.9969648798419105,0.7556322575201371
"(64, 32)",67,0.0023128594640275508,0.028028801573205336,0.07951109791208744,0.9543829535030885,-1.0
"(64,)",85,0.2887530273250046,0.09664368626104564,0.0030773484413468746,0.9200354323889139,0.7042682253348603
"(64,)",111,0.05888062506663442,0.06432468619789289,0.002825313766574326,0.9966909779130066,0.7681287022359419
"(64, 32)",76,0.09790047259842531,0.08410702711355317,0.020336752637275544,0.9989505897545659,0.7406199159436009
"(64, 32)",92,0.01898025147333238,0.08425859650335793,0.03629981545410937,0.9816851710545976,-1.0
"(64,)",80,0.02104339550416437,0.06689814261832507,0.002183173921334095,0.17601030601937687,0.7276096141521169
"(64, 32)",83,0.1513914176690976,0.08436272199882967,0.0008327435499204905,0.355248084965675,-1.0
"(64, 32)",112,0.08280360230408436,0.09221063786958487,0.015204139048543222,0.9943241802144364,0.7415392531817422
"(64, 32)",84,0.10053484142536841,0.09902710310095392,0.011183449450439226,0.9932450727774347,0.7367529992377471
"(64,)",71,0.02888370810817818,0.0498899199893458,0.0680175060113805,0.9792827609497294,-1.0
"(64,)",126,0.018367115234406265,0.08198992699570194,0.004506158716387289,0.9962557310021058,0.764293486814162
"(64,)",83,0.03869947962367789,0.07456878379936212,0.0025733633333227916,0.9865126770725203,0.7015478877819578
"(64, 32)",103,0.009564098943484069,0.09418382411731464,0.004078371205930593,0.9949873796467735,0.7712908075519924
"(64, 32)",108,0.0618721185167023,0.09160097316385273,0.0024196591885125482,0.9987184676556027,0.8246636464132397
"(64, 32)",84,0.01399818820620138,0.07516664672979423,0.0009515847264427504,0.9976053751643188,0.7750554031787085
"(64,)",145,0.005387261938022104,0.09120499724433784,0.002446637008608556,0.972362142839716,-1.0
"(64, 32)",143,0.2819926345560511,0.09247835522228504,0.007314392085244044,0.998947049268989,0.7234451083081777
"(64, 32)",96,0.018978281520904264,0.08802193514178558,0.008561764969777508,0.9951192546064617,0.7463519584401499
"(64,)",105,0.013759108485099428,0.06469706116773326,0.0020133343645911002,0.9955738487743045,0.7256517784005583
"(64,)",102,0.038079441307151025,0.06917300328505775,0.005969649400686197,0.9989546869391446,0.829076808833791
"(64, 32)",67,0.004678976311283601,0.051014877553646164,0.003027731708269474,0.9988140316128107,0.8395858615354276
"(64,)",70,0.22545355169341197,0.09289178506255656,0.008806135175144792,0.998221445669515,0.7692664287312471
"(64,)",89,0.04845916500679907,0.05048055632081474,0.00367585818032525,0.9979602203001137,0.8104254679702076
"(64, 32)",87,0.000555925731258844,0.050301155378042514,0.004149139427367258,0.9984459205230202,0.6772224555542072
"(64, 32)",68,0.03497705746845186,0.09781611352545662,0.013155543364621658,0.9976683988534736,0.7303501457192483
"(64,)",113,0.17199597797321012,0.03449893376875135,0.00075380169939182,0.9982362018802882,0.7914000401036059
"(64, 32)",132,0.36521531541927255,0.07754077359683342,0.004959553118928651,0.9987493240359778,0.7216562433634695
"(64,)",136,0.39042356594241573,0.0972984477681883,0.014720630635362289,0.9968574135046092,0.7587365776170684
"(64,)",146,0.14063187546607236,0.06599575012325105,0.005306140470159511,0.9973988501674093,0.785952811423934
"(64,)",147,0.11350514787479546,0.08182776492066288,0.014456029076343179,0.9959039004912335,-1.0
"(64,)",76,0.01777779834206701,0.025953013747807896,0.006231709349187002,0.988734951742439,0.7036530900634073
"(64, 32)",122,0.11035967543052491,0.09364284583037616,0.0007720165455281726,0.9942626806196516,0.7308020460423525
"(64, 32)",80,0.0664845669080538,0.09529372569773459,0.001378406645772719,0.9843615798443722,-1.0
"(64,)",132,0.17411393997984653,0.0483858296321895,0.0021552706972062883,0.9965887144765058,0.7414875712004915
"(64, 32)",102,0.057085951039072005,0.046728186868348405,0.010375875779376112,0.9982810112823763,0.7200361477595072
"(64,)",119,0.10702021296911865,0.08167621335845027,0.0075501396668574425,0.9967398316670121,0.7664341352790376
"(64,)",99,0.040982123893817196,0.08630418758393406,0.0007575358405827593,0.9915378656823653,0.7099776680748753
"(64,)",130,0.0241570079331686,0.07948316098217437,0.00047884662545821864,0.9980078214968703,0.7796147351834716
