hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64,)",98,0.017326519395195562,0.08057972352439771,0.1,0.2459134936088864,0.42697970553123754
"(64, 32)",99,0.4,0.09832659273995767,0.0001,0.21995380194029587,0.41448972483455243
"(64, 32)",150,0.4,0.1,0.08877842593873438,0.999,0.5175896900034831
"(64, 32)",64,0.4,0.02,0.09167520961607091,0.999,0.5175896900034831
"(64, 32)",150,0.4,0.1,0.06042137379603225,0.999,0.5175896900034831
"(64, 32)",134,0.4,0.02,0.06903289596173293,0.999,0.5182863113897597
"(64, 32)",144,0.08992725244133723,0.020467530588568258,0.1,0.001,0.39533263671194707
"(64,)",125,0.0,0.031001814108121827,0.1,0.9593737621126806,0.467966573816156
"(64, 32)",124,0.4,0.0546794234964736,0.1,0.9929034662283486,0.5165141265419817
"(64,)",78,0.4,0.0883675249602975,0.0001,0.37235789108129197,0.45011600928074247
"(64,)",139,0.08361786824048181,0.05079753708868659,0.0006201728560517696,0.5479795410115758,0.4654292343387471
"(64, 32)",64,0.1533977651724938,0.1,0.06332719425400812,0.999,0.5033824114604059
"(64, 32)",150,0.4,0.1,0.1,0.999,0.5175896900034831
"(64,)",111,0.08934791368597012,0.08008803703664255,0.00011198281548925909,0.09999723709090942,0.4970155192996419
"(64,)",148,0.3664074651400934,0.05649365816727979,0.0001535357421896851,0.1639822442926337,0.44501160092807424
"(64, 32)",77,0.0,0.022476764029475262,0.0001,0.1025071216678058,0.46597692001591723
"(64, 32)",150,0.30657795113311503,0.02,0.1,0.999,0.5189829327760362
"(64, 32)",64,0.30209752993748845,0.02,0.1,0.999,0.5175896900034831
"(64, 32)",150,0.4,0.02,0.07414791853517952,0.999,0.5186346220828979
"(64, 32)",150,0.4,0.1,0.07186490537238684,0.999,0.5175896900034831
"(64, 32)",150,0.3338385326141218,0.02,0.1,0.999,0.5189829327760362
"(64, 32)",122,0.028196036587197743,0.08750084284780624,0.0010254581891378735,0.7574339775829328,0.44249900517309987
"(64, 32)",64,0.4,0.02,0.06057795329983455,0.9889362068721718,0.5161161957819339
"(64, 32)",150,0.4,0.02,0.08133348218706549,0.999,0.5186346220828979
"(64, 32)",64,0.4,0.02,0.054651499059077346,0.999,0.5179380006966214
"(64, 32)",64,0.4,0.02,0.06328042236444056,0.999,0.5175896900034831
"(64, 32)",111,0.4,0.021310094401433475,0.0001,0.8749270602223139,0.45165141265419817
"(64, 32)",150,0.4,0.02,0.07848091296220515,0.999,0.5186346220828979
"(64, 32)",125,0.31460427008489683,0.02,0.08658973632115688,0.999,0.5179380006966214
"(64, 32)",150,0.2885576379092288,0.02,0.1,0.999,0.5189829327760362
"(64, 32)",143,0.4,0.0680197366492285,0.1,0.9839037343854415,0.5109430959013131
"(64,)",76,0.4,0.1,0.0001,0.08465761462402803,0.4369279745324314
"(64, 32)",109,0.4,0.03862823966535935,0.0001,0.6048636090682934,0.43334659769200157
"(64, 32)",74,0.4,0.02965958847187335,0.1,0.32901305340171466,0.38662486938349006
"(64,)",126,0.20945593070854535,0.056958514323208795,0.08513824189728314,0.8990164807662737,0.40787902904894546
"(64,)",89,0.17887910587543424,0.04192257409827805,0.062098634325482176,0.5929817766192834,0.4280738418669453
"(64,)",98,0.20410413888377793,0.04115318688012387,0.042212845360934656,0.8160042799666413,0.40926506443747823
"(64, 32)",124,0.4,0.02,0.0758583763021751,0.9628688674042831,0.48428173497811383
"(64, 32)",126,0.24919063141931394,0.04261173633868795,0.09957269428123561,0.6942411000889022,0.39315559092717867
"(64, 32)",71,0.0,0.08084303160758291,0.05579408602928824,0.001,0.4329501915708812
"(64, 32)",95,0.0,0.09042844625398568,0.047220698179316574,0.7732016885144672,0.40264716126785094
"(64, 32)",84,0.07073183759934525,0.031059082815488862,0.1,0.15453795748547783,0.36990595611285265
"(64,)",115,0.0,0.02258033517090537,0.1,0.9865245608100932,0.49224035017906886
"(64,)",131,0.0,0.04012993458680978,0.0001,0.5081681805207937,0.46199761241543974
"(64, 32)",150,0.4,0.06686402211830562,0.08759651122129461,0.999,0.5175896900034831
"(64, 32)",76,0.0,0.02861270090502703,0.0001,0.06105122614619228,0.47831277357739754
"(64,)",144,0.4,0.036215584933671385,0.1,0.32628775137870986,0.42041100661790315
"(64, 32)",122,0.27845561347181436,0.06903701906317664,0.03419124526342236,0.24591624645999394,0.4113549285963079
"(64,)",150,1.4771523280768933e-18,0.02361762786926641,0.0001,0.999,0.41252900232018563
"(64,)",119,0.0,0.021439510243846785,0.06635997734706793,0.001,0.4389176283326701
"(64, 32)",119,0.0,0.08866041856218006,0.0001,0.38547075866878633,0.47552725825706327
"(64,)",98,0.11675698397404455,0.1,0.021361372163374283,0.05896602753744755,0.45165141265419817
"(64, 32)",140,0.0,0.025674506013926728,0.1,0.5500919993454068,0.39080459770114945
"(64, 32)",128,0.0,0.029221556702189105,0.1,0.8367840819381983,0.36937354988399074
"(64,)",64,0.4,0.06465596285402363,0.1,0.9817243071772329,0.4898527656187823
"(64,)",96,0.21523314545666486,0.0233890629570349,0.022169170434787625,0.999,0.4950258654994031
"(64,)",64,0.2611300527257472,0.02,0.0001,0.999,0.5503308951584813
"(64, 32)",150,0.18352580928704607,0.1,0.0001,0.999,0.538400318344608
"(64,)",107,0.18299086837303719,0.07699976232800732,0.0001,0.9679228256500859,0.4413052128929566
"(64,)",150,0.18053395655839174,0.02,0.0001,0.999,0.5374433995123651
"(64,)",145,0.0,0.06113369459197274,0.05049836042080656,0.999,0.4812064965197216
"(64,)",104,0.265121577234989,0.06050917558399836,0.0034269517909227957,0.999,0.5503382411460406
"(64,)",75,0.22668945808414326,0.059378654581691004,0.0022126828342293255,0.999,0.5458028561476838
"(64,)",113,0.16780101421947902,0.060078504539930605,0.015328946169235427,0.974969859984935,0.43294866693195383
"(64,)",109,0.16183250186804587,0.028207050600858957,0.0814278006247459,0.999,0.5029844807003582
"(64,)",110,0.3837220121960424,0.05983443728482819,0.02371132509267827,0.999,0.48746518105849584
"(64, 32)",125,0.27138649240314944,0.09999997515966166,0.0801064860673228,0.9950825358218883,0.5173099880620772
"(64, 32)",95,0.2818791977506976,0.028451670213189218,0.0001,0.9608918303433635,0.4612017508953442
"(64,)",85,0.01919110914917051,0.04048677821876975,0.0046418918769905735,0.6495169352323427,0.44965197215777264
"(64,)",150,0.23608603423346297,0.1,0.0001,0.999,0.538400318344608
"(64, 32)",64,0.23747587574610032,0.09170077763590041,0.0001,0.999,0.5109717868338558
"(64,)",150,0.24335309050152285,0.061988438754189745,0.0001,0.999,0.5459610027855153
"(64,)",150,0.24025465051098027,0.02,0.0001,0.999,0.5360501567398119
"(64,)",94,0.24077281278004428,0.055048928824094956,0.0001,0.999,0.5705329153605015
"(64,)",123,0.24727362142368092,0.0622067840922384,0.0001,0.999,0.5426680599094392
"(64,)",145,0.24060689496364274,0.031038828084241944,0.0001,0.999,0.5273423894113549
"(64,)",108,0.24779354218386818,0.020580918535185306,0.0001,0.999,0.5405781957506095
"(64,)",64,0.23879427877100703,0.1,0.0001,0.999,0.5133306804615997
"(64,)",137,0.20604931442191293,0.06646751552994344,0.003677579177835563,0.999,0.5499403103859929
"(64,)",101,0.13359515562212337,0.06375752607910304,0.01662189600034153,0.999,0.5101472343812177
"(64, 32)",103,0.2104257711656107,0.06803531253348803,0.06464114522257693,0.999,0.5021886191802626
"(64,)",87,0.06927850144028923,0.05463599982441111,0.07926581256238223,0.999,0.5050505050505051
"(64,)",68,0.10350985516530659,0.059918912840189645,0.010820177189468849,0.999,0.520891364902507
"(64,)",147,0.20401501033111794,0.05832974601901253,0.009326895431666812,0.999,0.5252900232018561
"(64,)",64,0.21653670177800086,0.06648426634130193,0.0001,0.999,0.5137286112216475
"(64,)",94,0.25098566261761895,0.0535754680954785,0.017623621934521532,0.999,0.49900517309988063
"(64,)",73,0.22760276788410785,0.06675929392767607,0.0001,0.999,0.5531173807035876
"(64,)",147,0.1855084140066041,0.06706524751671707,0.050664152172921265,0.9931293025254965,0.4952978056426332
"(64,)",116,0.2701402191116918,0.0563248765196941,0.0001,0.999,0.5260644647831277
"(64,)",150,0.22535555085702957,0.02,0.0001,0.999,0.5374433995123651
"(64,)",85,0.22566221804146236,0.1,0.0001,0.999,0.5774991292232672
"(64,)",64,0.2241492237409672,0.1,0.0001,0.999,0.5069637883008357
"(64,)",150,0.26274598359605694,0.02,0.0001,0.999,0.5374433995123651
"(64,)",150,0.2564826479560982,0.1,0.0001,0.999,0.5712295367467781
"(64, 32)",150,0.16403390191236664,0.1,0.1,0.999,0.5175896900034831
"(64,)",142,0.0017824369428094849,0.09338888391617427,0.09153175983532372,0.373279669798289,0.41936607453848834
"(64,)",124,0.2770569914577758,0.1,0.0001,0.999,0.5952629745733194
"(64,)",150,0.3255979838702977,0.1,0.0001,0.999,0.5649599442702891
"(64,)",150,0.4,0.1,0.0001,0.999,0.554858934169279
"(64,)",92,0.39554934544594866,0.09735762016513592,0.00600934253401297,0.7258929638170837,0.4349383207321926
"(64,)",146,0.019185143013639924,0.06087236178077211,0.005631131877409406,0.2002896415505695,0.4705336426914153
"(64,)",71,0.3995731478952646,0.08536399189986617,0.09486390002659051,0.158819279074476,0.4233983286908078
"(64, 32)",72,0.39853173109186646,0.09828433977542479,0.001338652228847543,0.4651639647225569,0.4202148826104258
"(64,)",125,0.38142839896478625,0.09861311950715693,0.0973442140954844,0.5714974829095906,0.3939393939393939
"(64,)",71,0.0034216113815307655,0.08639584807945543,0.09536966495194975,0.6777360683985021,0.3949843260188088
"(64, 32)",95,0.0011665181614886947,0.08889673095024604,0.0011437116367204638,0.5922609098014747,0.4397134898527656
"(64, 32)",97,0.3987297047224603,0.026578989541707475,0.09665110187691564,0.8221407572999242,0.40947075208913647
"(64,)",100,0.003495748397822852,0.0296233679455657,0.004520180368708874,0.3972429077464691,0.45921209709510546
"(64, 32)",103,0.0033198079488122377,0.020044745760643218,0.05478754314346715,0.32869733346056673,-1.0
"(64,)",102,0.4,0.028423814313902302,0.04009613174685669,0.001,0.4389176283326701
"(64,)",116,0.4,0.09157963177162924,0.08245108875079486,0.001,0.4293672900915241
"(64,)",111,0.0,0.09693324046105355,0.025453581279891682,0.555097220801314,0.46040588937524873
"(64,)",148,0.0,0.09161978657197811,0.015306095018923363,0.35847239629072036,0.45284520493434144
"(64, 32)",65,0.0,0.04315334553219617,0.033257502810426234,0.999,0.4855451062347614
"(64,)",125,0.4,0.07822241767271412,0.1,0.42113726034455634,0.413450059689614
"(64,)",133,0.4,0.07054212784575149,0.03676572446206642,0.19304073831700264,0.4417031436530044
"(64,)",99,0.4,0.08495902442555398,0.07439647288703763,0.0817413830483056,-1.0
"(64,)",75,0.4,0.02815875379891398,0.037909742222888766,0.9049129632922435,0.41066454436927974
"(64, 32)",104,0.4,0.05592828808746818,0.047132609530325074,0.6866378763080309,-1.0
"(64, 32)",148,0.0,0.033727453305758236,0.1,0.6281204337810536,0.37047353760445684
"(64, 32)",116,0.0,0.02885775926708993,0.07506229522968332,0.1982218730475996,-1.0
"(64,)",127,0.4,0.025801934125174546,0.04598202557711491,0.48176356575100066,0.43931555909271786
"(64,)",131,0.0,0.0885774297349986,0.03623053705082968,0.12397630833155705,0.4487238979118329
"(64, 32)",87,0.0,0.08822097256065174,0.05862215350802806,0.8632463668912757,-1.0
"(64,)",145,0.35834667141956533,0.08530812265999695,0.0446200481435059,0.41363534918504363,0.43334659769200157
"(64,)",133,0.0,0.026438970505798343,0.0455155592858901,0.7454372118347049,0.4200626959247649
"(64, 32)",74,0.4,0.029754432887748816,0.010100778207080833,0.001,-1.0
"(64,)",133,0.4,0.035641236125493504,0.04551082208570583,0.4011387570794268,0.4341424592120971
"(64,)",97,0.0,0.02328102104616473,0.027619445269927306,0.7819423099967803,0.43533625149224037
"(64, 32)",88,0.0,0.09449170430032501,0.028220473468067574,0.001,0.4324825986078886
"(64,)",85,0.4,0.039602077625831934,0.07571583612092601,0.7453784775442984,0.4003183446080382
"(64,)",138,0.0,0.058962675459980476,0.041402232641437976,0.769832379154351,0.4210107441305213
"(64,)",89,0.4,0.021957763171202096,0.05840387114420593,0.48878927083479323,0.430163706025775
"(64,)",138,0.0,0.07156206326652914,0.020386673011313562,0.22267469632811662,0.45125348189415043
"(64, 32)",82,0.4,0.03786639825643355,0.02620253359392199,0.4419666046627322,0.4281734978113808
"(64,)",142,0.4,0.06435262589277704,0.016122450443182192,0.8426827905329058,0.43016315161161955
"(64,)",148,0.0,0.03230905741720323,0.08700917570641663,0.486978818188374,0.42563566701497735
"(64,)",141,0.0,0.038317323984822994,0.019341312705625273,0.6600702839905744,0.4556307202546757
"(64,)",79,0.0,0.09529650049690362,0.02285525521264888,0.003886976941064881,0.4529002320185615
"(64, 32)",113,0.4,0.05711323612378309,0.03022891920655872,0.3466147300334022,0.42041100661790315
"(64, 32)",104,0.0,0.027758305559749914,0.014355903661680656,0.5450350032404548,0.45085555113410264
"(64,)",114,0.0,0.04147314401840445,0.0831879945667699,0.5963745499121135,0.41762452107279696
"(64, 32)",88,0.0,0.09517452559094555,0.026810143661282364,0.8857522419628886,0.41762452107279696
"(64, 32)",115,0.0,0.06941256794860305,0.04626807667753291,0.999,0.4890282131661442
"(64,)",86,0.2071819542773135,0.03344927678266212,0.06624071711812943,0.7482282937298932,0.3998606757227447
"(64,)",138,0.0,0.07462748231476664,0.02274539081443948,0.14299127005330303,0.4496617588539594
"(64, 32)",146,0.0,0.0336859905137312,0.08742192720177006,0.760687699569917,0.3981191222570533
"(64,)",90,0.0,0.05205699235730818,0.010751867645735467,0.2768308766419089,0.46728538283062643
"(64,)",107,0.0,0.0367530368588948,0.06672460943019308,0.5605200117799474,0.42911877394636017
"(64,)",120,0.0,0.09646322863701791,0.057208273953176986,0.001,0.45005968961400716
"(64, 32)",100,0.0,0.09761685874289831,0.017805079902821697,0.999,0.47981438515081204
