accuracy,precision,recall,f1_score,auc,version,eps,delta,timestamp
0.7682639434406913,0.4416484318016047,0.5186295503211992,0.4770533779791215,0.721900462303291,202504222042,3.0,1e-05,2025-04-22 21:03:30
0.672340054115388,0.2897777777777778,0.4188436830835118,0.3425569176882662,0.5910118230768544,202504222104,0.5,1e-05,2025-04-24 22:48:38
0.6266911058741381,0.2175683536940081,0.3203426124197002,0.2591373635891217,0.537214945443329,202504222157,1.0,1e-05,2025-04-24 22:35:35
0.7807453958278782,0.4676180021953897,0.5473233404710921,0.5043409629044988,0.7529810275837365,202504222222,5.0,1e-05,2025-04-23 02:04:20
0.7761194029850746,0.4576583210603829,0.5323340471092077,0.4921797663828944,0.7310949315653099,202504222233,0.5,1e-05,2025-04-24 01:26:11
0.8088504844200053,0.5365607665153808,0.4556745182012848,0.492820750347383,0.7428366698951684,202504230006,1.0,1e-05,2025-05-05 01:46:01
0.6929388146984377,0.3191684500152858,0.4471092077087794,0.3724580806278987,0.6323956202549593,202504230033,3.0,1e-05,2025-04-24 03:54:34
0.7840621454132845,0.4744014732965009,0.5516059957173447,0.5100990099009901,0.7547076343658436,202504230052,5.0,1e-05,2025-04-23 02:45:26
0.7835384481103256,0.4736459469283897,0.5580299785867238,0.5123869445536767,0.7522609292920567,202504240403,3.0,1e-05,2025-05-04 16:01:17
0.5894213144802304,0.1439735497445145,0.2051391862955032,0.1691981631932179,0.3947899212530404,202504242314,0.5,1e-05,2025-05-05 20:12:37
0.7512437810945274,0.4239290989660266,0.6145610278372591,0.5017482517482518,0.7414256988422934,202504242353,1.0,1e-05,2025-04-25 01:20:26
0.8089377673038317,0.5359605911330049,0.4659528907922912,0.4985108820160366,0.7561557417956073,202504250018,3.0,1e-05,2025-04-25 02:07:19
0.7742864624247185,0.4537071191442272,0.5267665952890792,0.4875148632580262,0.7447828320078949,202504250026,5.0,1e-05,2025-05-05 21:30:41
0.7740246137732391,0.2771929824561403,0.0676659528907922,0.1087779690189328,0.4924528882101158,202504250252,0.5,1e-05,2025-05-05 17:32:01
0.8160076808937767,0.6857610474631751,0.1794432548179871,0.2844534962661235,0.7194717855085501,202504250426,1.0,1e-05,2025-05-05 13:45:31
0.8233394431352011,0.7713787085514834,0.1892933618843683,0.3039889958734525,0.6672169595401287,202504250447,3.0,1e-05,2025-04-25 17:42:48
0.8239504233219865,0.7713310580204779,0.1935760171306209,0.3094830537487162,0.6632748697527261,202504250457,5.0,1e-05,2025-04-25 18:46:00
0.6899711966483373,0.3163296106248113,0.4488222698072805,0.3711048158640226,0.6412115191313374,202504250502,0.5,1e-05,2025-04-25 19:19:21
0.7289866457187746,0.3881464264962231,0.5721627408993576,0.4625238012809416,0.7293312118806359,202504250552,1.0,1e-05,2025-04-25 21:54:05
0.7378022169852492,0.4005352363960749,0.5768736616702356,0.4727974727974728,0.7227702798186093,202504250613,3.0,1e-05,2025-04-25 22:41:40
0.7487998603473859,0.4190277363555025,0.6017130620985011,0.4940225035161744,0.7458608198078204,202504250625,5.0,1e-05,2025-05-08 11:45:06
0.6630007855459544,0.2754561506768687,0.4008565310492505,0.3265306122448979,0.5856207573097864,202504252242,3.0,1e-05,2025-04-25 22:59:18
0.748276163044427,0.4191458026509573,0.6094218415417559,0.4966841186736475,0.7420323692116431,202504252301,3.0,1e-05,2025-05-08 11:35:56
0.783800296761805,0.472962680883473,0.5319057815845825,0.5007055029227978,0.7557977349157531,202505042114,3.0,1e-05,2025-05-08 07:46:40
0.7747228768438509,0.4547794117647059,0.5297644539614561,0.4894164193867458,0.7395256637716567,202505070326,1.0,1e-05,2025-05-11 13:25:03
0.7799598498734398,0.4660583941605839,0.5468950749464668,0.5032512315270936,0.7524027611436125,202505070348,3.0,1e-05,2025-05-11 02:06:20
0.8117308195862791,0.5455475946775844,0.4565310492505353,0.4970855677314059,0.7602108134932278,202505070407,5.0,1e-05,2025-05-11 02:21:28
0.8229903115998952,0.7669565217391304,0.188865096359743,0.3030927835051546,0.6693360100319861,202505070419,1.0,1e-05,2025-05-08 22:59:23
0.8234267260190277,0.7671232876712328,0.19186295503211992,0.3069544364508393,0.6868133936967691,202505070955,3,1e-5,2025-05-11 18:37:15
0.8233394431352011,0.7640067911714771,0.1927194860813704,0.307797537619699,0.6924259396888338,202505071004,5.0,1e-05,2025-05-08 23:00:30
0.7824037706205813,0.4706319702602231,0.5421841541755889,0.5038805970149254,0.7481086269540611,202505071022,1.0,1e-05,2025-05-11 00:12:05
0.7251461988304093,0.3427357032457496,0.3798715203426124,0.3603493804590696,0.6294723395025416,202505071135,3.0,1e-05,2025-05-08 16:10:40
0.7500218207209566,0.4209267563527653,0.6029978586723769,0.4957746478873239,0.7397398200082912,202505071225,5.0,1e-05,2025-05-10 14:40:56
0.734136335864537,0.3953488372093023,0.5751605995717345,0.4685973482205164,0.7316047938320751,202505071236,1.0,1e-05,2025-05-11 05:28:46
0.7451339792266737,0.4139958835636577,0.6029978586723769,0.4909344490934449,0.7502386399541406,202505071332,3.0,1e-05,2025-05-08 23:02:45
0.7471414855546827,0.4164684898929845,0.6,0.4916652044218284,0.7464131471224942,202505071358,5.0,1e-05,2025-05-11 05:44:49
0.7222658636641355,0.3335952848722986,0.3635974304068523,0.3479508196721311,0.6077676295676923,202505081622,3.0,1e-05,2025-05-08 16:31:52
0.7687003578598237,0.4427896839811115,0.5220556745182013,0.4791666666666667,0.7327750357161804,202505081643,3.0,1e-05,2025-05-08 22:57:20
0.783974862529458,0.4738023952095808,0.5421841541755889,0.5056920311563811,0.7528213317733864,202505101324,3.0,1e-05,2025-05-10 13:52:57
0.7406825521515231,0.4064705882352941,0.5918629550321199,0.4819529206625981,0.7375572714763048,202505101353,3.0,1e-05,2025-05-10 20:33:55
0.7241860871083181,0.3748862602365787,0.5293361884368308,0.4389204545454545,0.707230396241855,202505101441,5.0,1e-05,2025-05-10 14:51:21
0.7508073666753949,0.4236641221374045,0.6179871520342612,0.5026998780700227,0.7518249407156007,202505101457,5.0,1e-05,2025-05-10 15:14:31
0.7494981234179977,0.3977837218188765,0.4458244111349036,0.4204361873990307,0.6985034415703006,202505101518,5.0,1e-05,2025-05-10 15:27:25
0.7590992406389107,0.4197204382319607,0.4758029978586723,0.4460056202328382,0.69844496703501,202505101527,5.0,1e-05,2025-05-10 15:45:37
0.8068429780919961,0.5311860940695297,0.4449678800856531,0.4842694010720111,0.7420019464907532,202505101545,5.0,1e-05,2025-05-10 16:04:59
0.7556079252858514,0.4329778034015566,0.643254817987152,0.5175740868366644,0.750864347998368,202505101605,5.0,1e-05,2025-05-11 15:44:20
0.7381513485205551,0.404040404040404,0.5995717344753747,0.4827586206896552,0.7321824968884786,202505101742,3.0,1e-05,2025-05-10 19:34:55
0.7828401850397138,0.4718646561235748,0.5494646680942185,0.5077166600712307,0.7477535543644163,202505102039,3.0,1e-05,2025-05-10 22:41:49
0.7823164877367548,0.4705664568678267,0.5443254817987152,0.5047656870532169,0.7425459638955543,202505110210,1.0,1e-05,2025-05-11 13:20:30
0.7547350964475866,0.4317332566829548,0.643254817987152,0.5166838665290677,0.7501705878956069,202505111328,5.0,1e-05,2025-05-11 17:48:33
0.7523784585842717,0.4252085816448152,0.6111349036402569,0.5014935863644351,0.7566713317968607,202505111521,5.0,1e-05,2025-05-11 15:53:33
0.7561316225888103,0.4338807260155575,0.6449678800856531,0.5187736823975198,0.7514631309956352,202505111631,5.0,1e-05,2025-05-11 17:10:15
