hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,precision
"(64,)",121,0.3948583053873943,0.0993171348225598,0.0181401100971596,0.0118710958394058,0.41273996509598604
"(64, 32)",118,0.0108602970399208,0.0825971257956039,0.0285152696369009,0.3004198718625773,0.4056995898981447
"(64, 32)",82,0.2429588973614675,0.0991389123401246,0.0006966234616571,0.3909598285902979,0.37932661519069266
"(64,)",64,0.119976532939219,0.0994812094911984,0.0350494931764602,0.0487895990453512,0.3843686069669928
"(64,)",138,0.0011627075559176,0.0309734155701875,0.0333340169413281,0.4447545579797292,0.3726003490401396
"(64,)",122,0.10474236663715566,0.034624128176668434,0.011345498033820263,0.9301778602669587,0.23937190183354878
"(64, 32)",64,0.11908148253927314,0.08917981248921,0.08957376310835007,0.9868485598604698,0.2376262659233243
"(64, 32)",65,0.10560981264478893,0.09916249519955778,0.07008324999044845,0.7052999465238836,0.2905759162303665
"(64,)",103,0.20247938003416374,0.08641079510348798,0.03328868662124376,0.07695855418628919,0.3811686210477432
"(64,)",106,0.39940488920182116,0.07776162447549013,0.046894971052545864,0.5718497994241298,0.3343677269200931
"(64,)",120,0.39763686587686586,0.08653725072079807,0.014482541427742619,0.8076696397126101,0.27635097353495885
"(64,)",79,0.39888877280352975,0.05279250024228563,0.09558511389657305,0.229909990556605,0.26788830715532286
"(64, 32)",72,0.048217491569159165,0.06810305205855356,0.09804418906405907,0.00267767223794951,0.23655358458835773
"(64, 32)",126,0.2776633869817136,0.057626943844471354,0.09976303542095973,0.6357303226193578,0.2713787085514834
"(64, 32)",65,0.1971331032579582,0.04076171383935422,0.0009118914037990186,0.004777195380708756,0.4179755671902269
"(64, 32)",65,0.15757500693977888,0.04669241524604089,0.0641083214001611,0.7493215659448275,0.2880833526266692
"(64,)",102,0.09811152915628217,0.06913852622028833,0.01867154325299378,0.3742864803154347,0.3472949389179756
"(64, 32)",150,0.20766230226062377,0.06456429057752987,0.06316447797092509,0.008661876428736937,0.24171029668411867
"(64, 32)",90,0.19758528225647135,0.04413207764232682,0.039118884735454065,0.9982703069073549,0.23214085205833584
"(64, 32)",122,0.3444847641396566,0.08368282538861291,0.0003841691388754802,0.9900128463815847,0.23189147549973232
"(64,)",140,0.09435072212217775,0.02205218678569791,0.06787806828055311,0.994728852851037,0.232514699290169
"(64,)",128,0.31119733499161367,0.09871929237069418,0.06607660341075927,0.34463552613680787,0.3032106818738771
"(64, 32)",109,0.1663998162862544,0.050229742974500974,0.00046623002848403,0.6012116110442562,0.32347545413804824
"(64, 32)",68,0.043706383088864265,0.024642295617741995,0.09976287497314898,0.9786247592234284,0.24535563360360008
"(64,)",136,0.37126031706260937,0.05818589517632823,0.0006349667486313428,0.17676978063481535,0.3080279232111693
"(64,)",139,0.26336086963246336,0.07366418946616067,0.09964500868178042,0.750460947485988,0.29232111692844676
"(64, 32)",88,0.07609990275248342,0.066571887364793,0.09868636713027379,0.3319529257150401,0.24520069808027922
"(64, 32)",110,0.27953344414685416,0.09154710187608629,0.02822715666785063,0.003574201528275155,0.2801047120418848
"(64,)",71,0.39582899166332464,0.08916149134277498,0.0832727820178852,0.0025878673522012367,0.2713787085514834
"(64, 32)",97,0.13151021966964302,0.08628857489438614,0.03779154875286766,0.5442091339128532,0.2993019197207679
