hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,precision
"(64,)",65,0.0007885252437847,0.0719615084139543,0.0648713111030404,0.0051854665626117,0.2663637951413288
"(64,)",148,0.398938449575935,0.0345953338614313,0.0457367137088093,0.0444111775319174,0.26510329719725373
"(64,)",148,0.3674681131246568,0.0780042894990745,0.067530067327761,0.0986180439628827,0.2600349040139616
"(64, 32)",96,0.0161745752755974,0.0767505807386435,0.0471182928766501,0.2495479812996468,0.2571524119377685
"(64,)",91,0.2861816076179941,0.0553159827943991,0.0587842371290309,0.2363333274349176,0.25654450261780104
"(64, 32)",140,0.11950442337658276,0.09695253680257059,0.06316150726057816,0.8188333155063652,0.22175963346723587
"(64,)",134,0.37835536887498433,0.08142072996519475,0.09462471712973287,0.9780353720062922,0.21031766985243644
"(64,)",77,0.045562599711805755,0.06588195363498513,0.058076044178487884,0.16352254596492746,0.25317663082844905
"(64,)",67,0.37186681981405556,0.05572811643241289,0.0931786479399403,0.5453079995763304,0.23708057303238436
"(64,)",116,0.1381449700962588,0.09969008545982627,0.04121502659234099,0.25595406320138936,0.25278873323341416
"(64,)",97,0.04221473275965681,0.054087180235000365,0.09247501075150752,0.19235861090485976,0.255212923962594
"(64,)",118,0.045945150217,0.04259545688021334,0.00886815722974069,0.3420084369208968,0.2225130890052356
"(64,)",105,0.33436679734839064,0.024317148841924468,0.07729461383166514,0.6809892716161312,0.22718952283857097
"(64,)",114,0.3366847851923358,0.05403991881529524,0.0794871150597502,0.6984593560199719,0.22774869109947643
"(64,)",130,0.21624991473797836,0.04704702744956257,0.08679649788652781,0.07184419812899641,0.25828970331588136
"(64,)",67,0.12503650149281384,0.07694458737406464,0.00010665152332714774,0.9948172059943428,0.20711768393318686
"(64, 32)",66,0.38027598035058663,0.09462409014994526,0.09602920462064728,0.3489071507693591,0.23855702094647013
"(64,)",147,0.25719978048594344,0.09378709027235896,0.03632981670813625,0.1773983396902777,0.25201293804334435
"(64,)",91,0.20616500947900518,0.08779356481143413,0.006014731917766214,0.5627156806902042,0.22164048865619546
"(64,)",99,0.2025496667912241,0.09550152043561942,0.0970950043462844,0.39625668972469713,0.24987983975022915
"(64, 32)",72,0.35129383844761763,0.07962292159175349,0.003897104818046617,0.19639536644082473,0.2563766167476987
"(64,)",136,0.13081057422435632,0.06913344998424448,0.0544710288861757,0.38714795765411153,0.24241365724474917
"(64,)",75,0.09821278519464072,0.08650705277812959,0.09811454643020072,0.9235037371133765,0.2129144851657941
"(64,)",67,0.3126820318670558,0.0228520457880978,0.012805006146438832,0.08637287556254294,0.23600640632276204
"(64, 32)",97,0.22988145899368823,0.09777097645329487,0.06554765064266214,0.7921862249908405,0.22205072590330044
"(64, 32)",68,0.3842384530392702,0.08064774770143587,0.00035802541187223916,0.9721371694483921,0.20915397706733171
"(64,)",143,0.22200145315671882,0.07818450837691372,0.02480127676318923,0.4536983225599494,0.23630477784231455
"(64, 32)",76,0.23099915216058098,0.06818662170450668,0.04021571551922453,0.59628299961012,0.22961371356775073
"(64,)",73,0.0013227333682000802,0.07743938264478453,0.0800147165982457,0.2637997183776565,0.255210893085133
"(64, 32)",84,0.31114749380069856,0.055129618099072825,0.08901454933959776,0.6145193262099805,0.2315532015429253
