hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64, 32)",66,0.0383259559936187,0.039758144663595,0.02119317267832,0.1895764593226575,0.2497387669801463
"(64, 32)",116,0.2019722488367419,0.0505192626546246,0.0153419646633398,0.2475464980373096,0.24817136886102403
"(64,)",142,0.1281918647152534,0.0927018345374427,0.0246610430322364,0.0845710568723525,0.24956461163357715
"(64,)",143,0.3812784945920531,0.0630495949087251,0.0201272655191033,0.210382869731445,0.24904214559386972
"(64,)",91,0.3520627152705333,0.0749797255017863,0.0178902902226242,0.5879978295467604,0.24834552420759318
"(64, 32)",123,0.09082812709282131,0.08588945347373607,0.059651734520646614,0.7429711489586687,0.24259839777081155
"(64,)",117,0.34166454205908753,0.03767749429075229,0.00348345847981325,0.9773887958594033,0.23859282479972135
"(64, 32)",69,0.3803288564116072,0.0538927371359854,0.016239615837239856,0.8425869934019563,0.24242424242424243
"(64,)",150,0.16781263487634407,0.08132885874742471,0.03388594058741412,0.2976196198198989,0.24782305816788575
"(64,)",70,0.24205346805828232,0.029840904242617823,0.05514843509235761,0.4376357115331896,0.2441657958899338
"(64, 32)",141,0.34103553394201236,0.030174044667858183,0.05815582533074007,0.6109983039646926,0.24068268895855102
"(64, 32)",73,0.07536177425009816,0.054268634011217814,0.026128805774503754,0.27289142122013016,0.24851967955416232
"(64,)",118,0.11359337250922248,0.07602002270419768,0.007505946423983838,0.10990089690512375,0.24695228143504006
"(64,)",95,0.2225234860458583,0.08695606298890916,0.06327960123569705,0.8730150315369617,0.24242424242424243
"(64, 32)",135,0.01200172821493997,0.06877691311495672,0.03142379952999412,0.18507739144661345,0.2492163009404389
"(64,)",91,0.363946539294162,0.04877463939991142,0.04049329855845269,0.7652902399188025,0.24538488331591782
"(64, 32)",113,0.3722289856081209,0.05245598092139819,0.0278610954143932,0.921736472138949,0.2401602229188436
"(64,)",94,0.281907234718084,0.09400658594380223,0.06713380928248197,0.012155058397174293,0.24312086381051898
"(64,)",122,0.03884084163141989,0.09483430084651384,0.04125907075846846,0.6128446613262682,0.24642981539533265
"(64, 32)",92,0.34487891821440053,0.08368026609599785,0.05470345686312403,0.035702791208079405,0.23859282479972135
"(64,)",101,0.3476628681737168,0.07744465739281146,0.021682843803930308,0.5784867462775265,0.2479972135144549
"(64, 32)",100,0.2588464321785366,0.08789335431566712,0.0879213755059347,0.8598961685015668,0.2436433298502264
"(64,)",66,0.22637050071637385,0.024710339786859707,0.013788609436473843,0.13800428395593173,0.24991292232671541
"(64,)",104,0.06959937356118855,0.03646727490061541,0.08541562489457878,0.9962725103847685,0.23859282479972135
"(64,)",80,0.23641452221073134,0.02956986648832085,0.06236374407907413,0.2727287389466067,0.24399164054336467
"(64,)",127,0.3031078894546837,0.07140146782806363,0.030224217492213417,0.5064749317908985,0.24764890282131663
"(64,)",117,0.19270104324340442,0.09040933194019833,0.05334897374182334,0.8227754278733753,0.24329501915708812
"(64, 32)",117,0.39044967789613333,0.04418239975257425,0.035401856316301036,0.8766100554389046,0.24155346569139674
"(64,)",75,0.22403641443570477,0.06294316234559202,0.0887251200947454,0.7099934750819185,0.24312086381051898
"(64,)",103,0.26768366568887175,0.04052177497600894,0.02586438877905631,0.667742004947276,0.24712643678160917
"(64,)",67,0.06760009920651117,0.031001554192134455,0.04822668813840997,0.9718534075915535,0.2387669801462905
"(64,)",86,0.32931584198139563,0.04224480712517607,0.05152744498492042,0.035875626778756387,0.24381748519679555
"(64, 32)",82,0.2948618838744818,0.07595316820139343,0.04109416089841516,0.8801160916395138,0.24172762103796586
"(64, 32)",136,0.045690922850248464,0.04310743388552833,0.05724359998802315,0.2557026731474644,0.2410309996516893
"(64, 32)",67,0.3245780978293751,0.06352857645674032,0.04881940310462147,0.7043394326613325,0.24277255311738072
"(64, 32)",125,0.11342862168121781,0.052053466159170045,0.04986242816486944,0.8348014952174989,0.24207593173110414
"(64,)",95,0.21891271743136112,0.05789497030764727,0.012091990296399424,0.6761242280434291,0.24608150470219436
"(64,)",92,0.19206478415116518,0.0439610988658385,0.03474117009193571,0.39795976716845893,0.24747474747474746
"(64,)",86,0.32405108169287006,0.09439966033203133,0.05911209832282498,0.7392777039095233,0.24521072796934865
"(64, 32)",133,0.26171943474834714,0.045757298905864247,0.026535434680618298,0.13439943923921868,0.24242424242424243
"(64, 32)",73,0.023005323342510625,0.054866331817071276,0.06394075701102254,0.8647851818019393,0.24172762103796586
"(64,)",116,0.12767204259758402,0.02907162217700985,0.06810727909517265,0.1257356531526386,0.24381748519679555
"(64,)",106,0.25134024802080857,0.02239680852499485,0.024035483409465125,0.38798954352818066,0.24904214559386972
"(64,)",146,0.10898034374281751,0.057404378278583176,0.016898561365282547,0.8219595131367661,0.24242424242424243
"(64,)",136,0.22372538096082933,0.045586509607071064,0.00684395721548328,0.513440612510133,0.2450365726227795
"(64, 32)",146,0.16307332718235346,0.03622983263059659,0.05206825684243806,0.18045459217444276,0.24085684430512017
"(64, 32)",129,0.132668115434809,0.06300068435179415,0.013903107334594208,0.9780907037716428,0.23859282479972135
"(64, 32)",110,0.36401036345423365,0.03834363824653924,0.047013035828600364,0.152290926467068,0.2387669801462905
"(64, 32)",73,0.21197218615161395,0.089329876741247,0.002646632990839642,0.7664655418102876,0.24468826192964122
"(64,)",120,0.025831826021032095,0.03229486717933881,0.07343906532632792,0.47543522510759095,0.2436433298502264
