hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,recall
"(64,)",82,0.2050015294245326,0.048787812925436,0.0117296086961236,0.0026541385466542,0.4859002169197397
"(64,)",89,0.0553186537922125,0.0654313200717998,0.0219999988120568,0.4254562952479139,0.46030368763557483
"(64, 32)",68,0.079892612188094,0.0201321009849642,0.0001224725066938,0.3514754293633725,0.4553145336225597
"(64,)",78,0.3667508299403327,0.0656068160320525,0.0034262806642521,0.5598809428129874,0.4396963123644252
"(64, 32)",91,0.3889548880685545,0.0302453882850772,0.0025146980259298,0.7640040972694946,0.44208242950108456
"(64, 32)",120,0.27923537658260156,0.05642807601016696,0.06876231090834091,0.8777632850483787,0.4101952277657267
"(64, 32)",132,0.06742837656419758,0.02416347636837833,0.09977081882405461,0.003928503370253035,0.31279826464208244
"(64,)",131,0.34235531675435094,0.06204859901088622,0.04533864498075244,0.04488995498417992,0.37114967462039045
"(64,)",65,0.07934857508856259,0.05637007329267972,0.09932242198726064,0.9430166508439453,0.35531453362255966
"(64,)",120,0.3235087837738344,0.09875437516723719,0.08021067294937839,0.016792236734739785,0.3199566160520607
"(64,)",149,0.24834506712210352,0.0414503162106503,0.008154872444378338,0.915065674732014,0.3633405639913232
"(64, 32)",64,0.1624615400170828,0.09001294273809103,0.09564156509452484,0.009974153107393559,0.31149674620390455
"(64,)",149,0.059605942164654126,0.0872495966944776,0.002166260672201282,0.01845679910389732,0.3609544468546638
"(64,)",65,0.08095442067902969,0.07407477413404764,0.045968567694097746,0.9754638519013443,0.3383947939262473
"(64, 32)",149,0.22415399095353405,0.06791382920444422,0.028570056402147815,0.29380302898618976,0.34099783080260304
"(64,)",150,0.020788324155026766,0.05846367551815412,0.09886389115556612,0.9368332382730546,0.3616052060737527
"(64, 32)",113,0.3678061143047288,0.07013354270635289,0.00032682042976383034,0.05566578701558817,0.34793926247288504
"(64,)",99,0.16826864176770068,0.025955827365960023,0.09993911553498246,0.9315056162231226,0.35683297180043383
"(64,)",119,0.29268185231288374,0.06821433832506978,0.019415492721117308,0.9797356585413785,0.3266811279826464
"(64, 32)",69,0.2880765589017189,0.09630577515364999,0.09739816404637089,0.66650600145497,0.31344902386117135
"(64, 32)",97,0.314086147894837,0.05797153290145593,0.04956650230534296,0.09307073595666307,0.3127982646420824
"(64, 32)",64,0.3829336481602095,0.06960562598267749,0.02394571605585266,0.006938079172810171,0.3203904555314534
"(64,)",73,0.06059190536443301,0.020221247035760514,0.09740450006367332,0.30211662536713646,0.317353579175705
"(64, 32)",122,0.3303497669041594,0.09907425739377436,0.0016282359951796865,0.9807868727670686,0.3297180043383948
"(64,)",139,0.3342836205919515,0.02116533417145056,0.0025351190096157272,0.2435816395757313,0.46030368763557483
"(64, 32)",118,0.07029651520382944,0.020731958917440094,0.06258077109254022,0.9812502945496916,0.33774403470715836
"(64, 32)",119,0.06931367484697232,0.020142250800906796,0.029425670449638255,0.00411077136359122,0.4490238611713666
"(64,)",66,0.22533185818912133,0.0994075682921243,0.0032934022487948094,0.5107719289387013,0.4253796095444686
"(64,)",133,0.02332336403280016,0.020574460657505487,0.04407877446903166,0.5701665759104386,0.41279826464208247
"(64, 32)",98,0.03956483462195634,0.04417337614515734,0.0998914024660855,0.5617921460952989,0.3125813449023861
