hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64, 32)",103,0.1540927478998875,0.059867597840725,0.0137124771432294,0.2045781985476252,0.30355276907001044
"(64,)",136,0.0999398106825314,0.0236558033249715,0.015144652577088,0.0421937488729373,0.2997213514454894
"(64,)",92,0.3866024318585463,0.0244257216167713,0.0079808149202829,0.013037330999675,0.3033786137234413
"(64,)",91,0.1835647920973818,0.0433593981472404,0.0276538193292302,0.0078135430604935,0.2995471960989202
"(64, 32)",85,0.094854634476055,0.0266801016699582,0.0011087612557991,0.0170372424989397,0.3002438174851968
"(64,)",96,0.2680994873845202,0.07786865497167444,0.04484500056298931,0.8472752467541238,0.2673284569836294
"(64, 32)",147,0.3404563794533029,0.08625583683276385,0.0973373686737175,0.02663911335854555,0.2500870776732846
"(64, 32)",88,0.17475666644638532,0.09214265751643667,0.034482061777580356,0.903395220993377,0.2614071752002787
"(64, 32)",145,0.253588307079994,0.06519126422647135,0.055500906838287685,0.5030197903105533,0.25757575757575757
"(64,)",141,0.38713085759696425,0.020413803621650323,0.09938073312457683,0.13628084010559535,0.25339602925809823
"(64,)",77,0.31808872007553046,0.03629114657259008,0.09946443220760377,0.9972707687764107,0.2537443399512365
"(64,)",137,0.3246746039007641,0.06245238982255967,0.0006670470135386349,0.9645270873273204,0.2537443399512365
"(64,)",90,0.033787367356716086,0.02292526919068635,0.029608729854888174,0.3105064340306911,0.2936259143155695
"(64,)",115,0.2803443285668005,0.09326546777383307,0.038503828318718535,0.10799678085598965,0.2842215256008359
"(64,)",130,0.043249755180255506,0.061406962553343575,0.060172867100632806,0.8023763453936887,0.2699407871821665
"(64,)",131,0.07311649842465356,0.03304426914610111,0.05330738523196096,0.6217257306558733,0.2823058167885754
"(64, 32)",64,0.006434143655773463,0.09033337437905349,0.09745605350788736,0.144788779280751,0.2509578544061303
"(64,)",80,0.10308337977060014,0.028028091009695253,0.0013801634482024118,0.9976200180399096,0.250609543712992
"(64,)",78,0.37105808210265256,0.07367695576441255,0.07238159706760752,0.27932477845800113,0.26280041797283177
"(64, 32)",113,0.030644085639651937,0.05263393060027967,0.04477177613762862,0.03397783063555256,0.2849181469871125
"(64, 32)",70,0.034127928695816365,0.09747589863908977,0.0005905927036892771,0.6173984096273456,0.2671543016370602
"(64,)",135,0.15190819810555045,0.08268296032842012,0.06685785226525613,0.055328770354047714,0.2704632532218739
"(64,)",111,0.34675558508556925,0.07042434571352983,0.00630629201157531,0.6661273302353816,0.2776036224312086
"(64,)",138,0.30674277189325916,0.08190337948393112,0.060777223414502986,0.6222590883066131,0.27533960292580983
"(64,)",133,0.382633911845932,0.04236294674225417,0.033921263578193035,0.17526571678376565,0.28474399164054337
"(64,)",123,0.05411542260472035,0.09256233571194243,0.008677768116118431,0.8781981423562999,0.26401950539881575
"(64, 32)",124,0.2426682508853992,0.07706880434123888,0.059594557203701264,0.23776962540328406,0.25217694183211425
"(64,)",104,0.2505022081297918,0.04137423469838882,0.056139428541748776,0.8098362104581216,0.26976663183559735
"(64,)",109,0.2394527627668262,0.046135038598552044,0.01639747201409811,0.20839709878803836,0.3011145942180425
"(64, 32)",90,0.00018470397793031175,0.029898429128122697,0.08901568487297205,0.8548020423021788,0.2622779519331243
