hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64,)",99,0.27049002427606256,0.04212132101289845,0.004859249024510075,0.2553767974761028,0.507720287778924
"(64, 32)",96,0.2684043359094189,0.09911425609413477,0.09264689836296093,0.6254842533205682,0.49581866581087025
"(64,)",122,0.3327119740564832,0.0483953321172441,0.07057406275001746,0.6186716827451504,0.4984263008547851
"(64,)",116,0.2999678416383994,0.08882768696713629,0.020047728078110318,0.4252119108837883,0.507961584917252
"(64, 32)",99,0.12675816560512512,0.022344379753822637,0.03826556734039824,0.4209870884610693,0.49959923651457006
"(64, 32)",123,0.09611795442964366,0.05062813137966682,0.056276108845605015,0.28095996304551607,0.4969207446566448
"(64, 32)",113,0.26134068236358265,0.032715550956795056,0.02552457097757688,0.4453347141701427,0.5003657676380019
"(64,)",119,0.1268070304096659,0.0988274576131094,0.04061451882216553,0.7117268435085277,0.5039509043694916
"(64,)",94,0.0753374249461061,0.04519456444234671,0.024668997574306926,0.025554079576275188,0.5088622213605267
"(64,)",91,0.05079692480826578,0.025927245391997557,0.013020434042090488,0.31413850847057495,0.5086292672891101
"(64,)",127,0.2407685285670872,0.05189575188287007,0.018382893097413224,0.2784981221814648,0.5094306283467076
"(64,)",133,0.17775475670284258,0.08944205974022942,0.028625187992015463,0.5709363703397848,0.5062057367117698
"(64, 32)",139,0.05186931957271074,0.09589111430193996,0.05003918242307954,0.8794912987359691,0.5011383545955129
"(64, 32)",110,0.259592126993758,0.07733290183685884,0.09154963248136018,0.28843196560236384,0.49581835768624005
"(64,)",70,0.17551174216189824,0.0869519058886585,0.06021964026297648,0.5289975106562992,0.5004454060039744
"(64, 32)",112,0.11405775682324373,0.06968103073137896,0.0033211456250914653,0.7125622069447065,0.5066441862096689
"(64, 32)",68,0.3303685936057108,0.09447878799923297,0.006540771321688113,0.25323922870291976,0.5007883250155485
"(64,)",101,0.2838848583048049,0.022612771601693664,0.09434382973860055,0.9656636000084782,0.49822157573987835
"(64, 32)",104,0.2719775005389557,0.029700068814000356,0.04254085548110711,0.9492721092436402,0.49874152420247864
"(64, 32)",138,0.02721382256063794,0.02972211538844516,0.09170230966196756,0.9783902783220191,0.49801597365487005
"(64,)",121,0.2747165701184146,0.05284649799449499,0.013243285711791904,0.5363067214088421,0.5087631355900064
"(64,)",103,0.15115020531705037,0.024723264943346444,0.039126328927598486,0.5138619617241186,0.5046397051294692
"(64,)",68,0.11638395759955056,0.09051417631451172,0.06708709228818502,0.4693723380704597,0.4991701966688409
"(64,)",141,0.31323682187758006,0.06565104615774532,0.09155708173380996,0.9032714799948736,0.5005682292219711
"(64,)",134,0.269887654652098,0.04433413502399734,0.053038228944780136,0.21826678597872554,0.5009207712027669
"(64,)",67,0.026905593060676178,0.04308068493521887,0.013185031905100657,0.4184158792385858,0.5078276810635135
"(64,)",93,0.10978819244089062,0.09562941156624562,0.05086682995302668,0.22590094407366654,0.5024813039455123
"(64, 32)",88,0.2024871964595797,0.0914812244442846,0.013521917918621333,0.4790144557952235,0.5053252113260926
"(64, 32)",149,0.275181784316911,0.06626843404704189,0.09348828535717255,0.004343668679388304,0.49581835768624005
"(64, 32)",117,0.04068118297153328,0.06405621184814934,0.03038242386001638,0.0030918423768800125,0.5092907871683631
