hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64,)",66,0.32689550443418125,0.09756181696260677,0.07424593015492284,0.18567108570775376,0.49705034661650715
"(64, 32)",148,0.24694441166591008,0.08457088873609885,0.0025806387889770214,0.8780549877981587,0.5016542618850781
"(64,)",121,0.19563953202167506,0.07847119144809488,0.00434357207398082,0.6028688001275906,0.5046809819789755
"(64,)",116,0.2754635404568046,0.0494467075599381,0.06303056291152628,0.31223167729784845,0.4991485686899868
"(64,)",67,0.08312199481907301,0.08403213583912214,0.06894823537006659,0.8075597642772117,0.5019555248168317
"(64, 32)",102,0.24099627426714867,0.02989497750951097,0.0781484363139321,0.927058392282562,0.5013930670062042
"(64,)",139,0.2035214616325333,0.0939010139033276,0.012206623942236273,0.2517015328210413,0.5101129940422917
"(64, 32)",70,0.026263881081684745,0.052865176856347215,0.06918622276625752,0.09382344818937789,0.49790669606965704
"(64, 32)",119,0.35994543782326055,0.020121058067668944,0.08065411665559251,0.40851269975268234,0.4958385635514161
"(64,)",73,0.02772315736460241,0.024782241884084,0.0986955025908078,0.08363358004325026,0.4965654295541768
"(64, 32)",103,0.1675223793081318,0.09170205117914097,0.08674335311882977,0.6434228596256054,0.49584128926929905
"(64, 32)",133,0.007165139304382741,0.062680366971994,0.07196802624789267,0.6118906053009109,0.49639752533258497
"(64,)",115,0.22019218490792128,0.025078356167345526,0.059488225999629496,0.7037937553695713,0.501064748361725
"(64,)",137,0.017033899326173788,0.04592685655942745,0.021341528714836633,0.8851322394161774,0.5004480250633314
"(64, 32)",139,0.011473428194210648,0.02587040781469918,0.016124211115602183,0.14535771246931858,0.5097264516936426
"(64, 32)",94,0.1965581291446904,0.028714286426074695,0.07028296943605036,0.04116360528660663,0.4958595634300624
"(64, 32)",85,0.24405680887525755,0.029278186176466235,0.04443527409568425,0.8086690501185927,0.5017045810073875
"(64, 32)",100,0.39864902945854064,0.06242641731956777,0.018893739790062442,0.23369625140564745,0.49727546721174704
"(64, 32)",83,0.1287935188031368,0.06533570723075394,0.047130278933735,0.3583493631412028,0.4969499335398874
"(64, 32)",117,0.35541453411975854,0.027173091477452404,0.07907300852799375,0.508593093117747,0.4958372362453165
"(64, 32)",90,0.010698409460610406,0.07065553360196307,0.04233029668061842,0.9580283719426306,0.4983423724458838
"(64,)",99,0.013984750051529996,0.04514637190332844,0.06154303706443208,0.49979768883597697,0.5008621090135461
"(64,)",140,0.3967197228087627,0.09460394746440964,0.07307164117554005,0.5533951661920605,0.4975588944677882
"(64,)",69,0.16022623955226215,0.03854430155804102,0.08767652131462587,0.010633515654322748,0.49689850042853023
"(64, 32)",67,0.2614649324231854,0.03573542457236756,0.0874232639234672,0.984648206193296,0.49872912811158476
"(64, 32)",149,0.21079109939465016,0.06321256608015004,0.05388133768254549,0.5560118578207323,0.4963878075557847
"(64,)",110,0.3368689343329421,0.09135475360361799,0.03804574629397918,0.9756051567035248,0.4976603859806138
"(64,)",113,0.3524717820859792,0.03218341888514365,0.03692589851499349,0.2924252251324969,0.5037412729623956
"(64, 32)",100,0.226160833960174,0.07775184184615949,0.00469028599972351,0.7520912925235309,0.506197452899595
"(64, 32)",113,0.39342377437173365,0.052974357275470715,0.07517416715880225,0.24993366661395738,0.4958372362453165
"(64,)",109,0.14305096320052896,0.0994032645490308,0.09541800377510895,0.791376754334213,0.5007951511612032
"(64, 32)",81,0.015915680870899254,0.08943138726939504,0.0591630441213587,0.8891006429504061,0.501417444404836
"(64,)",114,0.3398376618826857,0.09972021249271622,0.00253602873413093,0.1446588243472762,0.5077433378714561
"(64, 32)",128,0.037580062342156065,0.08986940101171523,0.042577413186608036,0.868746273125595,0.5010662178791924
"(64, 32)",94,0.038884582438733044,0.06612867222871308,0.019596395859178113,0.9924673776248393,0.49693647086373494
"(64, 32)",147,0.2021414235783371,0.0633550079908202,0.08450296448279569,0.9555223029794835,0.5012818932694204
"(64, 32)",122,0.1926286960486405,0.0732096708968965,0.0753083080410191,0.6553353728199777,0.49667925790315975
"(64, 32)",106,0.3798570021323293,0.0804834971712581,0.03497475901327282,0.4103314107629491,0.496143796550521
"(64, 32)",93,0.13737927778877046,0.06005291107870152,0.010655487829448177,0.6303703958613837,0.5072280112783096
