hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,precision
"(64, 32)",78,0.2033175888482443,0.0993212651469062,0.0043722109742661,0.0820912840103363,0.2507178824317914
"(64,)",128,0.3946684350678415,0.0664638466994087,0.0156975828400792,0.096832432106595,0.24797517549929712
"(64,)",114,0.034584246932708,0.0991114034633693,0.0513616570733207,0.0046357071703634,0.24099306707054352
"(64,)",90,0.0856330244295976,0.0705998702539057,0.0456558988016097,0.3952565974666823,0.23814678369936515
"(64, 32)",121,0.2848314114906693,0.0880999225743476,0.0071477186836121,0.4555036355974317,0.24095887202357985
"(64, 32)",141,0.10094427541665117,0.051211948388321174,0.010920204138860365,0.1273573494528163,0.24709076803723817
"(64,)",102,0.2691262377566075,0.0632037096800062,0.06055141085325091,0.47818613297894363,0.2319410991379602
"(64, 32)",146,0.3574763901172682,0.09686605163207501,0.006439079306058064,0.17034405746904258,0.23513337076157773
"(64,)",81,0.3414105802996226,0.04377177856937599,0.020888367039511434,0.7241245846166463,0.22922581597271585
"(64,)",66,0.14765658235724943,0.04349445454014303,0.047409943126291106,0.7320603680970542,0.22796531802864078
"(64,)",140,0.3254108148146296,0.05152967679652899,0.022317207458130647,0.9080666043221653,0.21235396298658132
"(64, 32)",74,0.05769006493700776,0.062145896267916056,0.07976082819789043,0.21135389517902267,0.2181500872600349
"(64,)",147,0.304536100142075,0.0383955846145411,0.03493287332122047,0.5936381354981635,0.23201725180939448
"(64,)",123,0.059655963344708345,0.06829218415623063,0.021578335010325665,0.6351468007046603,0.22790275619850897
"(64,)",125,0.29874607375183726,0.0904985241126885,0.05126567000509347,0.31122417380624395,0.2336862998360405
"(64,)",72,0.27161018819048,0.02909317861045713,0.06358179638570924,0.7597909796348781,0.2268760907504363
"(64, 32)",90,0.27078413671279894,0.07971820028385446,0.04485911966037434,0.6595687427367033,0.2294938917975567
"(64,)",150,0.17668296294461033,0.056754500299957295,0.04364141066892751,0.36330407169590656,0.23901938404840528
"(64, 32)",137,0.11140673710278606,0.04407232044131712,0.07662121649527552,0.7796042293349806,0.2207902279592254
"(64,)",82,0.26695281288889144,0.05509941715981674,0.0279210399926654,0.6641284986196456,0.23036649214659688
"(64, 32)",123,0.23058530365609325,0.021640588540634872,0.053049228944948935,0.09185885866028021,0.22076788830715532
"(64, 32)",85,0.01819988911015851,0.09427079075238645,0.053586102254442304,0.13829889613113797,0.23600640632276204
"(64,)",130,0.19073524186659194,0.049189214694213126,0.02372262568466075,0.67698876322366,0.22889982722077878
"(64,)",100,0.28534039337839345,0.03357706403798125,0.037826046443167886,0.6291165620532704,0.23298429319371727
"(64, 32)",105,0.247682764140075,0.07936444061555785,0.044723606988934725,0.08099667005027546,0.2225130890052356
"(64,)",73,0.251075259586147,0.0671629755679717,0.05613039081166153,0.8890128670681716,0.2166201595728117
"(64,)",124,0.11257138066261091,0.04659214366350807,0.012957206331219849,0.36416762785567225,0.2338568935427574
"(64, 32)",64,0.051592039513355836,0.054651804417895175,0.0503362830128563,0.562435811146054,0.2259290248944959
"(64,)",136,0.056655334286018516,0.06492469922433526,0.05532995958565456,0.7620293909256564,0.2225130890052356
"(64, 32)",91,0.25445547321459266,0.02329801572718954,0.042652467833357216,0.9624230184295309,0.21109346504250626
