hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64, 32)",88,0.3349435091097188,0.042376744460688,0.04867128085989966,0.43616595301992805,0.5138553454408932
"(64, 32)",90,0.30242424310520327,0.03311274015363493,0.057008831309431095,0.5071762661936565,0.5146864997800464
"(64, 32)",89,0.2164444678194097,0.09602955715145041,0.06818026690173996,0.12120257290088515,0.5128252611000712
"(64, 32)",129,0.13263577248380412,0.03608778541929761,0.0811581311649055,0.8912073809287195,0.6205030513819153
"(64,)",98,0.37072577402972906,0.06254349247911915,0.028835496175877617,0.422587512414169,0.6430601563566586
"(64,)",150,0.2251340354139563,0.07640455202242534,0.0944388906486066,0.9766264498903815,0.5571511223321147
"(64,)",64,0.31348513794041327,0.03628804182261929,0.09946921546230658,0.021943938964860552,0.5135286622271438
"(64,)",122,0.05943631796482675,0.03339524047884477,0.08222514521643186,0.03855559626729919,0.5491778405298606
"(64, 32)",150,0.356738220457702,0.03196564710826003,0.06268271669949611,0.015243520260588169,0.5121892444594451
"(64, 32)",112,0.36587667263103163,0.027144661395967492,0.0026186716833441707,0.33850332421528945,0.6061346310278659
"(64, 32)",64,0.36631889123007083,0.06264784835570414,0.0045807294430842685,0.7736185433895008,0.6418899819675985
"(64,)",83,0.0207939007389205,0.09607102747432156,0.09394323289946195,0.7223596246009971,0.5720966838205179
"(64,)",136,0.3527956520686262,0.023200817219026604,0.037293502379683534,0.9884164027923442,0.5373851761714423
"(64,)",109,0.055431607145962104,0.09106074221781454,0.09392269976036775,0.985234242083958,0.5515287366510929
"(64, 32)",74,0.003557160237894231,0.08669720811188897,0.027430802711499586,0.25384552788616455,0.6659761554199597
"(64,)",68,0.27878726790363284,0.02897291262729323,0.018744782225961796,0.9898198427252495,0.530939765901127
"(64, 32)",139,0.023120297288299257,0.09381941314871892,0.01937671620480855,0.01981101244288357,0.6460759143242875
"(64, 32)",120,0.2635236237662015,0.09973711451088496,0.06621894869330905,0.986474061103473,0.5519274025188478
"(64,)",112,0.27796011055273917,0.0335841417385338,0.03921664801041374,0.0010384144227301587,0.6228221988152844
"(64, 32)",103,0.362927713366338,0.09804415129032625,0.05151076708116953,0.998220035680526,0.5429479278855633
"(64,)",90,0.01052334954334864,0.066207853069197,0.015098827691348056,0.46125433459042775,0.6592111725042853
"(64, 32)",84,0.02914255788362575,0.09386598516962641,0.0004302358611506601,0.029401711452170534,0.6073519247834596
"(64,)",140,0.04616819982994144,0.02076238304781307,0.0796218972303838,0.4762219483869684,0.5512746878934515
"(64, 32)",73,0.10422724416695844,0.027949818151166365,0.0004969555912528079,0.9929580901663084,0.5185173896060555
"(64,)",118,0.24095660202152952,0.09963295400453244,0.020005020086934718,0.9152015891919154,0.5741331387565797
"(64, 32)",97,0.28708946256046525,0.08408398641364377,0.09967402763785087,0.38482188555856767,0.5120715171487948
"(64, 32)",110,0.02651472871614234,0.0950156800528468,0.038060157034162906,0.6886135012412797,0.5800397220052181
"(64, 32)",93,0.23454568711706725,0.0965368490634858,0.0005431473551343496,0.5906628007806075,0.6704957156455258
"(64,)",93,0.3238948776018398,0.09872253271204857,0.06998077470954238,0.7045003761050936,0.5848935381998694
"(64, 32)",84,0.032936280212615326,0.02041746363666987,0.020864824315751478,0.6816993000049644,0.6478951413960226
"(64, 32)",138,0.03268637280128544,0.020796243814543428,0.058903926171241766,0.8220519416155536,0.6057297197108749
