hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64,)",121,0.3440649355609679,0.0550631332456421,0.014957695617214,0.0104469658951417,0.6746571165412678
"(64,)",149,0.2847612005285677,0.0224941867547722,0.0100167697697841,0.3467309055340372,0.673062618983511
"(64, 32)",104,0.026851884074231,0.0237829854037632,0.0106199250952173,0.0021987277086417,0.6596114501008753
"(64,)",64,0.0013220706199518,0.0368541811314155,0.0142930997019406,0.0312390573181041,0.6695321862248381
"(64,)",71,0.0535845844039316,0.0427068236556545,0.0267348121967146,0.0143801141646584,0.6646647295898245
"(64,)",111,0.2882259801591504,0.04341840688220675,0.06893496888397935,0.722633770623525,0.584383212706491
"(64,)",75,0.025771218378938573,0.041806245492129385,0.06648119831828907,0.9987304069607466,0.5358479305401757
"(64, 32)",69,0.23079374884631645,0.09965913914396601,0.0998395107559968,0.3677754049705103,0.5121149390197655
"(64, 32)",64,0.17702458193340653,0.07893226422710294,0.00015295730008068622,0.9968417729625935,0.5167169818386603
"(64,)",71,5.543405464476515e-05,0.08036151311490264,0.06693423172429956,0.7280026320584561,0.5991877597727653
"(64,)",65,0.1046310592023603,0.020386170394553586,0.09539229982782783,0.016559936549094635,0.5258893069376394
"(64,)",104,0.07586398795124388,0.08749496224794245,0.09907071351304955,0.9708987166303483,0.5622711226544604
"(64,)",122,0.012116129781725474,0.09847155556780349,0.04434320157418396,0.3431792576550487,0.6313432077006509
"(64, 32)",146,0.3419774820918435,0.09762042519521841,0.0007925746113710533,0.5618134465200674,0.6463565684586563
"(64,)",86,0.32035009862331254,0.020070505305282628,0.02007149480175939,0.7599180487131326,0.6409959702038743
"(64,)",143,0.13674210212658855,0.09886843491775642,0.06880818623077789,0.019952296773316155,0.568978225543437
"(64, 32)",144,0.21922014001741272,0.09607843263377969,0.09987264355139072,0.7693233351142539,0.5522088980704762
"(64, 32)",103,0.3735933561147583,0.032144307534629685,0.039001846880375744,0.5910429457562665,0.5240682311181226
"(64, 32)",146,0.14048789697087888,0.03090548111916289,0.06726478123234177,0.004800512239762978,0.5218504092843166
"(64,)",72,0.22566836392851003,0.09732182829103257,0.0011650427394302458,0.9377760538552948,0.5546670689668249
"(64,)",71,0.14602376426161218,0.09086100246755527,0.09976618243486664,0.4769175692314617,0.5200646255859109
"(64,)",129,0.061025365069422945,0.09851144397735771,0.02560707722141355,0.9974986222553481,0.5276786459202403
"(64, 32)",73,0.371652256738413,0.0929138821233049,0.0012103448653508272,0.26172752487532835,0.596115934973378
"(64,)",135,0.0950293262079333,0.039668367032128754,0.09808798781641236,0.21615726566034615,0.5224697279401727
"(64,)",126,0.3618774682712764,0.09933771982596092,0.0009902344311512312,0.5239015101686306,0.6378406910334784
"(64, 32)",99,0.011883498811950369,0.09946881925221981,0.023781906563609415,0.3986843824483894,0.6591563737238899
"(64,)",66,0.2710306638411271,0.09894347248749079,0.047159371002254855,0.006539430947997782,0.6055318088906755
"(64, 32)",88,0.24761394220564897,0.09877454069166249,0.07777554314225098,0.42800522211229125,0.5124854233347997
"(64, 32)",94,0.20045781678172805,0.02319107025576539,0.05050436284755682,0.17933498249736649,0.5175747534054882
"(64,)",140,0.009480719243829986,0.020044211588070262,0.0025146905581376945,0.5153264926949922,0.6072313295435585
