hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,recall
"(64, 32)",84,0.173684002614226,0.0338025891363477,0.0059857717335432,0.3214775948194526,0.37852494577006507
"(64,)",76,0.3734637850195468,0.0771394535335604,0.001604794953723,0.0109205020236844,0.36290672451193057
"(64,)",137,0.3565861036679916,0.0273076407345549,0.0164067330389315,0.2724482536967776,0.36355748373101954
"(64, 32)",85,0.0599733039347389,0.0885874884347902,0.0209283507096755,0.3585237823102768,0.3633405639913232
"(64,)",65,0.3318461824689663,0.0401269923573444,0.0230350088975998,0.0081616877344957,0.35661605206073754
"(64,)",126,0.11048967381245045,0.039057692454163045,0.04840891090399845,0.6642283862674256,0.33145336225596533
"(64, 32)",115,0.16183911884113483,0.08794583607181451,0.09988341924782798,0.07802783396613729,0.2967462039045553
"(64,)",94,0.3518873920297678,0.040305958577747825,0.06286726562875823,0.7109751863780853,0.31518438177874186
"(64,)",90,0.1504499945040549,0.033752137108322006,0.05736713545623051,0.2633106647018644,0.32321041214750545
"(64,)",134,0.29585864403131884,0.06654804365435972,0.03795007486151677,0.6665032364222653,0.337527114967462
"(64, 32)",105,0.23062703316758598,0.07376724709978393,0.05721032806379734,0.6285590863126347,0.3030368763557484
"(64,)",72,0.30301201184811655,0.08149489149273445,0.06327621485845625,0.14160403158026,0.31127982646420826
"(64, 32)",149,0.1269166743037278,0.07394187960545072,0.08436578560923615,0.7846449599148324,0.3182212581344902
"(64,)",107,0.03771579583327515,0.032147714172939865,0.006803296612672629,0.22756702003483892,0.34642082429501087
"(64,)",118,0.3930054415030774,0.023170445944933206,0.09965654661671443,0.17975950766257834,0.29696312364425165
"(64, 32)",127,0.38216857377190433,0.09972474270730383,0.06933675648938814,0.10229185335863647,0.2967462039045553
"(64, 32)",67,0.03893358257379706,0.0974291071427071,0.08945263054959901,0.25439126668480777,0.29761388286334056
"(64, 32)",140,0.16522898575053324,0.020879547511377012,0.00702913701607032,0.2406444173594377,0.37809110629067244
"(64,)",135,0.004270839618605527,0.06967610724984546,0.09897314034694102,0.8909862714891023,0.32321041214750545
"(64,)",146,0.1859244816087019,0.025856511605256875,0.01460726025545803,0.2008830036490091,0.3676789587852495
"(64, 32)",114,0.26051852148000937,0.04936237663362696,0.07248168206607931,0.3111594319089974,0.296529284164859
"(64,)",116,0.3940662218452366,0.0857843723396859,0.029929844749102052,0.805454408214724,0.3362255965292842
"(64,)",85,0.1746371051609688,0.026709580362057946,0.002125143600746266,0.5059566097843751,0.32733188720173534
"(64, 32)",137,0.045342361863412485,0.06644806516723073,0.00016470343960014463,0.9977189135196592,0.2973969631236443
"(64, 32)",136,0.057736130756282755,0.07700240214902147,0.03540225741951052,0.9938404134750464,0.3023861171366594
"(64, 32)",72,0.37603346733315823,0.028715233643299372,0.09999346243173779,0.8254512707710571,0.32581344902386117
"(64,)",149,0.0031890923845053995,0.08482385447994253,0.00048086984007241786,0.9371416518125135,0.3084598698481562
"(64,)",90,0.1032679623654014,0.0697086147457087,0.0565769671910256,0.27798799593537626,0.3260303687635575
"(64, 32)",125,0.29236595711466146,0.055296877738141875,0.07986818288054301,0.9200068924457364,0.3255965292841649
"(64,)",108,0.3793152295612616,0.044914779944824824,0.019910878716630984,0.9630804315698734,0.306941431670282
