hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64,)",70,0.2697996373374562,0.049880680034211186,0.050672414811348244,0.8675711703365109,0.5202589692709676
"(64, 32)",116,0.3332574737682452,0.05167370161022811,0.09167114296374851,0.7252981625108567,0.5024011796906998
"(64,)",87,0.2850478323312599,0.0876344436007807,0.05965740166587168,0.7925770085189101,0.5242577514676212
"(64, 32)",127,0.14513590995794518,0.07980839468563584,0.0014431370098912165,0.3186805203546393,0.5727226034540297
"(64,)",84,0.3388741606641848,0.07085898888122175,0.04259778088131565,0.3731250713068229,0.5287792078447583
"(64,)",141,0.3765097258739392,0.021328818769181232,0.000865501330463637,0.3733918023273986,0.5427047938504013
"(64,)",108,0.2189614923743355,0.02406893045012063,0.06417672853913131,0.4007316487029412,0.5131420487728107
"(64, 32)",66,0.08901481476008997,0.06786363388672015,0.07865510827572093,0.7020806680608274,0.506148342573912
"(64,)",137,0.23307515883876595,0.07933082151413806,0.03414978949894793,0.7315853612952262,0.5384444849483487
"(64,)",127,0.3405714456907446,0.034423510810051156,0.006530735862380197,0.3433221590718807,0.5596071719088938
"(64, 32)",138,0.15579144490399555,0.09993470449865699,0.0996778469394034,0.4472144143013333,0.4958372362453165
"(64,)",102,0.32091069369529723,0.07808051857532204,0.019306370127191746,0.8622582392224093,0.5285931242699816
"(64, 32)",140,0.01303244974535334,0.07076116587054011,0.003275091305816931,0.9369353241301054,0.5096367755752924
"(64,)",99,0.34497891652905455,0.06551496468504867,0.09975973217533654,0.002165177714557826,0.4961123678382355
"(64, 32)",66,0.28234909525434476,0.020447429638705543,0.039262862357416696,0.0010698447857967804,0.49957514353867394
"(64,)",101,0.23972898872748072,0.09698524410343048,0.09814243940696628,0.9949123686003271,0.5036688992271285
"(64, 32)",116,0.0005327760376331981,0.09849337719926603,0.01634169297167427,0.002983677073742185,0.5697509547123158
"(64,)",66,0.20233269360732625,0.08164662446598323,0.001198415547600984,0.04230899463864785,0.5138965274828209
"(64,)",150,0.37522031922505694,0.031899014380266905,0.04661804736080424,0.0012010819395867139,0.5208984345372631
"(64,)",146,0.38150409593216134,0.03761658328636322,0.09835527192041306,0.9969189422116812,0.5032589394065804
"(64,)",65,0.3175990213530796,0.07909035208903788,0.003358676227681398,0.9801034074438578,0.5001168740424434
"(64, 32)",122,0.01334460010724521,0.0691036183322122,0.05043246647468202,0.24522871267042187,0.5135693702311788
"(64,)",144,0.06711437093109535,0.024712863282544108,0.09820316766181328,0.010955104734615893,0.4990136219528844
"(64,)",65,0.10357447138798544,0.04575354816114742,0.09920678218282053,0.03114446105191953,0.4983579919944481
"(64, 32)",145,0.005746726210512644,0.040056144805540636,0.0732578714055414,0.978278578588377,0.5057714231944845
"(64,)",93,0.04154812819208514,0.07571147042947578,0.08197719248905125,0.18465177104556244,0.5064738643948242
"(64, 32)",120,0.02597573135690002,0.048758004873509106,0.0633500223344889,0.66539342555936,0.5036459913459642
"(64,)",69,0.3133519253721062,0.08071258278901948,0.05412702029929928,0.041095075029973706,0.5177461418055913
"(64, 32)",113,0.26179651044837493,0.07637999127113386,0.03922461594061575,0.9040462035476426,0.5164876067533335
"(64,)",108,0.2989972561987597,0.03944152488962964,0.08822917060304782,0.34003476069875277,0.4981705455607299
"(64, 32)",117,0.14715829160330748,0.0930424642040043,0.07090695809747714,0.6068740481632577,0.49689389041002385
"(64, 32)",136,0.02717563521027487,0.07486678577268444,0.07249469937715568,0.9282150096914459,0.5150715844621756
"(64,)",121,0.22561040261092888,0.07434246954586335,0.0652227380699159,0.5424772207969012,0.5141236271862628
"(64, 32)",96,0.19173703879377035,0.07742379290521438,0.005102912515287779,0.14259158472563577,0.5708547045416622
