hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64, 32)",126,0.1001206639594322,0.0756197651495057,0.0097065857699173,0.6489064727375496,0.2662835249042146
"(64, 32)",146,0.0384296157077213,0.0331997628433868,0.0267270716553217,0.1115624932080592,0.2708115639150122
"(64, 32)",133,0.044954348483469,0.0664094528070169,0.0102868019377555,0.6020055133894133,0.266805990943922
"(64,)",118,0.0726842896358851,0.0277632747524248,0.0143111045224924,0.6405648560376372,0.26367119470567746
"(64,)",130,0.0368423294186907,0.0826771098528249,0.0287354168990817,0.4016675253519825,0.2645419714385232
"(64, 32)",92,0.3638989478758375,0.08155576529382652,0.08541656331029222,0.13863786297701938,0.23824451410658307
"(64, 32)",93,0.38777609076631125,0.08801511329757666,0.01129385441785953,0.06774234800968729,0.2436433298502264
"(64,)",143,0.25120239108918835,0.0908150602508594,0.04369232437463403,0.6011449364942123,0.25566004876349707
"(64,)",82,0.16165798343433813,0.0704507699372184,0.08708410611035003,0.9046665097648939,0.2509578544061303
"(64, 32)",122,0.16643542111285126,0.08335914277001973,0.01756714432446329,0.5945237073618688,0.2634970393591083
"(64, 32)",140,0.2031082504652722,0.056554417082478756,0.08945676140248343,0.2768645865514903,0.2384186694531522
"(64,)",124,0.2850690017243692,0.041494865165268444,0.04832357404680816,0.5041199796003976,0.25165447579240685
"(64, 32)",102,0.01594917900221762,0.08981627269871638,0.00964264834572628,0.3852077804485176,0.2720306513409962
"(64,)",123,0.0007056879865976475,0.06945506441221644,0.0981784705502527,0.0012899544487815246,0.24068268895855105
"(64, 32)",83,0.37304253245554775,0.058485933077227895,0.023042898636843574,0.7588361508424385,0.2497387669801463
"(64, 32)",70,0.02072099789782445,0.05896511828826402,0.011674632472063339,0.00582628797163167,0.27359804946011845
"(64,)",92,0.04224801090748757,0.02935282564242471,0.08934492739917166,0.8236769747386018,0.25113200975269945
"(64, 32)",78,0.38891382914341194,0.09968544593419784,0.0856689624695723,0.9241040627772481,0.25269940787182166
"(64,)",113,0.14112172191999173,0.023852697309226383,0.08816438631400075,0.4250003090527379,0.24137931034482757
"(64,)",82,0.027157454388833952,0.06489679144003259,0.04274199686372502,0.6066679487986381,0.25914315569487983
"(64,)",70,0.3264087257229323,0.06405568488073174,0.028595694001097034,0.36350379833014557,0.26384535005224663
"(64, 32)",85,0.0855271172002188,0.0571374543464991,0.0626136043452125,0.42808856333603423,0.24050853361198188
"(64, 32)",89,0.07577340025424023,0.08823335218490652,0.06368042708049153,0.24108764503578864,0.24085684430512017
"(64, 32)",90,0.11681176123761297,0.09300594908836682,0.0034406015561114093,0.09208360247335873,0.28021595262974575
"(64,)",136,0.24820687923346452,0.04768750284722803,0.020246955690058552,0.6909634118567729,0.2633228840125392
"(64, 32)",117,0.008889444828243056,0.07194601755780965,0.021666870269190168,0.8205431417476367,0.2502612330198537
"(64, 32)",146,0.031558405148292806,0.08653465036392534,0.009595457028679956,0.9495979785938312,0.24433995123650296
"(64, 32)",94,0.2227251018668265,0.09611097458173228,0.032180732925229286,0.4310768069692388,0.24242424242424243
"(64,)",129,0.16640254113346875,0.09073929171796766,0.033414660012248514,0.06939883080648919,0.2615813305468478
"(64, 32)",132,0.03910505728021524,0.08937090636933037,0.01534495550133825,0.6021161826583249,0.2676767676767677
