hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,recall
"(64, 32)",67,0.1291280179972112,0.0451781358051343,0.0003543510183976,0.0024394860263498,0.5314533622559653
"(64, 32)",127,0.0797682899967064,0.0503756270265818,0.0003004179218651,0.3663005404494073,0.5080260303687636
"(64,)",97,0.3911879722700231,0.08159749670935,0.0036351147959423,0.4487889870590132,0.5021691973969631
"(64,)",148,0.2368778652439635,0.0560721225655034,0.0226161166977545,0.3718725891011392,0.5062906724511931
"(64,)",144,0.2372830979967778,0.037432731757197,0.0207530484105686,0.5690946094732923,0.49522776572668115
"(64, 32)",75,0.340936795678987,0.07714109742328827,0.035946943617132576,0.6128807892674478,0.3245119305856833
"(64,)",150,0.16372376096166041,0.06933803963221025,0.056370195924350795,0.9301418950095591,0.38308026030368764
"(64,)",124,0.21890158341091875,0.06285877747238743,0.09991487227273024,0.12538040828821095,0.31540130151843815
"(64,)",73,0.00045815424749133814,0.07153332499643643,0.003668939859942071,0.03723097651664275,0.4197396963123644
"(64, 32)",129,0.01292746285119493,0.07515319491728281,0.09982053283496424,0.33169885942555316,0.3121475054229935
"(64,)",113,0.3951674660582153,0.05225765536886362,0.0767445998098788,0.8255692917582331,0.42863340563991326
"(64, 32)",89,8.06353595699694e-05,0.09066276667792543,0.08457523701745243,0.5408834228193008,0.3121475054229935
"(64, 32)",109,0.39969007954988883,0.07113550134258198,0.09916044216227005,0.30776621949099237,0.31149674620390455
"(64,)",137,0.05248996584714513,0.020503294644149444,0.06647842709554218,0.751236874482178,0.41930585683297183
"(64, 32)",88,0.02609698515257111,0.07576303914135325,0.0011637797739672173,0.9972603679750565,0.31540130151843815
"(64, 32)",79,0.29378031709279556,0.0766102711927875,0.09995419918794142,0.9888172931514027,0.39219088937093277
"(64, 32)",120,0.26782457562591766,0.07849637299254629,0.04713552530781321,0.003249981901802964,0.317353579175705
"(64,)",142,0.04523279522115532,0.024281256920037724,0.0004982748453317725,0.9894124689804545,0.31908893709327546
"(64,)",131,0.07294549378854336,0.09972075269766853,0.05475930328053333,0.0025479640718009985,0.4078091106290672
"(64, 32)",72,0.20593342356150945,0.06808464899930265,0.059772132255350593,0.9989586054634311,0.34338394793926247
"(64,)",91,0.3561735957327373,0.0889597017797759,0.09882643031621646,0.9984785667619648,0.3442516268980477
"(64,)",105,0.3407249923382066,0.04006541049311205,0.09914409713306076,0.5704223185405559,0.31822125813449026
"(64, 32)",101,0.021972890287622223,0.028858281774965265,0.020110992745630187,0.017021731413201485,0.5140997830802603
"(64,)",78,0.1647029870402822,0.02120885723725645,0.03040405697441426,0.0011705985387685303,0.49587852494577006
"(64,)",84,0.07404607551582175,0.06838947085268911,0.032446849375588026,0.9939476640823734,0.33579175704989156
"(64, 32)",94,0.3083045141735011,0.05794500051047638,0.07616514624996525,0.0024727061683263397,0.31149674620390455
"(64,)",70,0.2340678098778941,0.07719599663526226,0.04547982726734455,0.42376350344187863,0.42689804772234274
"(64,)",142,0.2802306427201705,0.021497338431344746,0.00016441528063299439,0.3042457946996347,0.4227765726681128
"(64,)",125,0.2901646884747859,0.02036267408976076,0.06990989032122287,0.08883348847497384,0.33904555314533624
"(64, 32)",91,0.3041914876360288,0.028131701713887278,0.027772649115275036,0.9877649838231242,0.34989154013015183
