hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64, 32)",87,0.0595386394673146,0.0557841452197301,0.0105259532554054,0.2278512758640718,0.5669975293145033
"(64,)",138,0.0889497339765791,0.0798360178801883,0.0188643008891444,0.006525248409958,0.5649318854951989
"(64, 32)",121,0.109784747712244,0.0581899255497059,0.0047102509532004,0.4945179327752058,0.5624790712270376
"(64,)",105,0.0914606616744862,0.0863768709491455,0.0226089905957327,0.6374841912376075,0.5483671527767243
"(64, 32)",138,0.1907467017277165,0.0918022292017594,0.0006595281758811,0.7339011836415238,0.5479187129302368
"(64, 32)",123,0.15413272048794152,0.029238252329598195,0.052974031879651017,0.5481153238109916,0.5020479029511703
"(64, 32)",93,0.3943931678156001,0.0643454607377302,0.09968590425259598,0.060651431648859125,0.4958372362453165
"(64, 32)",87,0.009753253713114954,0.07627422377914385,0.09892971046059544,0.8893600467384125,0.530844792409326
"(64,)",110,0.39659932355115074,0.09596053599509738,0.03077154475790128,0.05356784158997999,0.5383914875119458
"(64,)",114,0.3735764477672133,0.09476072728893725,0.07905941117227917,0.9731999512523877,0.5072407510466757
"(64,)",129,0.002436629806884839,0.033471386846217394,0.07562516788429535,0.022255124771843413,0.5120125823877857
"(64, 32)",67,0.3812029816147868,0.025482336882280656,0.003379707224599139,0.010610654278548539,0.5130804593996026
"(64, 32)",149,0.3918230867437275,0.06340370883037623,0.05960167290236733,0.034420779066973384,0.4958376154756307
"(64,)",143,0.39211465469782236,0.021472443942068917,0.09874986708680121,0.8789437216349774,0.5218803092243982
"(64, 32)",129,0.0027574408602574437,0.09938626382945152,0.059971621940623394,0.010039000834656888,0.505171101607178
"(64,)",84,0.39895335019806816,0.0286800268933124,0.0280053333259939,0.9958951017809298,0.500353371547108
"(64,)",120,0.04780386225515604,0.020882816369000513,0.011626015534665909,0.9409771515918808,0.5081717970207666
"(64, 32)",125,0.1210905801939348,0.0982136639226762,0.09918208972411412,0.08380928724516126,0.49583735475478974
"(64, 32)",127,0.16800024255640392,0.038860959342909104,0.08149737222652137,0.6094758049828829,0.4970687392867436
"(64,)",108,0.22756348191800513,0.06143928052793257,0.04008907639450092,0.3886857906573416,0.5371539760402287
"(64,)",76,0.39758554409189084,0.07753785181468321,0.0025049963109739616,0.2281869338610954,0.5579117635347299
"(64, 32)",127,0.2711216673911309,0.09735170766968443,0.027058582910470884,0.014215846813799518,0.5098079506583437
"(64, 32)",82,0.007124292264348188,0.021242571364067597,0.09646240826565326,0.6722307198716496,0.5014841652382325
"(64,)",67,0.0077893647376389395,0.09874684124265527,0.09843473024137073,0.13846429549972175,0.4997634787934408
"(64,)",89,0.0515884963231975,0.07937330864528035,0.005365919673646213,0.2883910096588567,0.5427554210973409
"(64,)",86,0.08461407280320138,0.05100581123415057,0.0019917674508475513,0.9911827001263828,0.49749662959058294
"(64, 32)",140,0.36518970005895074,0.03505611277417346,0.0017458926629217067,0.9953072933218665,0.49975373731474604
"(64,)",100,0.3541588002292919,0.04245311501350689,0.0999734164765859,0.5000526651156939,0.4968693352471823
"(64, 32)",125,0.3943886937408412,0.020368971981230635,0.09940068756330703,0.34296580430342993,0.4958372362453165
"(64,)",139,0.08697293241755027,0.024072223165379533,0.002466912378611345,0.45453136100550223,0.5230095741433187
